participant,seed,sort,image,final_img_pos,posX,posY
126,26,Sort1,M07exc_c,[-357.  -74.],-357.0,-74.0
126,26,Sort1,M07neut_c,[-71. -74.],-71.0,-74.0
126,26,Sort1,M07disg_o,[ 501.  -74.],501.0,-74.0
126,26,Sort1,M07hap_c,[-214.  -74.],-214.0,-74.0
126,26,Sort1,M07disg_c,[ 358.  -74.],358.0,-74.0
126,26,Sort1,M07neut_o,[ 72. -74.],72.0,-74.0
126,26,Sort1,M07sad_c,[  72. -372.],72.0,-372.0
126,26,Sort1,M07surp_c,[ 215.  -74.],215.0,-74.0
126,26,Sort1,M07hap_o,[-500. -372.],-500.0,-372.0
126,26,Sort1,M07ang_c,[ 644. -372.],644.0,-372.0
126,26,Sort1,M07fear_c,[-500.  224.],-500.0,224.0
126,26,Sort1,M07exc_o,[-214. -372.],-214.0,-372.0
126,26,Sort1,M07fear_o,[ -71. -372.],-71.0,-372.0
126,26,Sort1,M07ang_o,[ 501. -372.],501.0,-372.0
126,26,Sort1,M07calm_o,[-643. -372.],-643.0,-372.0
126,26,Sort1,M07calm_c,[ 358. -372.],358.0,-372.0
126,26,Sort1,M07surp_o,[ -71. -223.],-71.0,-223.0
126,26,Sort1,M07sad_o,[ 215. -372.],215.0,-372.0
