participant,seed,sort,image,final_img_pos,posX,posY
s101,1,Practice,table,[ 358.   75.],358.0,75.0
s101,1,Practice,car,[-214.   75.],-214.0,75.0
s101,1,Practice,bird,[ 215.  -74.],215.0,-74.0
s101,1,Practice,squirrel,[ 72. -74.],72.0,-74.0
s101,1,Practice,bus,[-71.  75.],-71.0,75.0
