participant,seed,sort,image,final_img_pos,posX,posY
190,190,Sort1,M07hap_o,[-214.  224.],-214.0,224.0
190,190,Sort1,M07surp_c,[ 501.  224.],501.0,224.0
190,190,Sort1,M07sad_c,[-214. -372.],-214.0,-372.0
190,190,Sort1,M07disg_c,[  72.  224.],72.0,224.0
190,190,Sort1,M07hap_c,[ 215. -223.],215.0,-223.0
190,190,Sort1,M07fear_o,[-500.  -74.],-500.0,-74.0
190,190,Sort1,M07sad_o,[ -71. -372.],-71.0,-372.0
190,190,Sort1,M07ang_o,[ 215.  224.],215.0,224.0
190,190,Sort1,M07disg_o,[ 644.  -74.],644.0,-74.0
190,190,Sort1,M07neut_o,[ 358.  -74.],358.0,-74.0
190,190,Sort1,M07calm_o,[-214.  -74.],-214.0,-74.0
190,190,Sort1,M07fear_c,[ 644. -372.],644.0,-372.0
190,190,Sort1,M07calm_c,[-214.  373.],-214.0,373.0
190,190,Sort1,M07ang_c,[  72.  373.],72.0,373.0
190,190,Sort1,M07surp_o,[ -71.  224.],-71.0,224.0
190,190,Sort1,M07exc_o,[ 72. -74.],72.0,-74.0
190,190,Sort1,M07exc_c,[-643. -223.],-643.0,-223.0
190,190,Sort1,M07neut_c,[-643.  373.],-643.0,373.0
