participant,seed,sort,image,final_img_pos,posX,posY
193,193,Sort1,M07sad_c,[-643.  373.],-643.0,373.0
193,193,Sort1,M07ang_o,[-643.  224.],-643.0,224.0
193,193,Sort1,M07disg_o,[-500.  224.],-500.0,224.0
193,193,Sort1,M07fear_c,[-643.   75.],-643.0,75.0
193,193,Sort1,M07surp_c,[-643.  -74.],-643.0,-74.0
193,193,Sort1,M07neut_c,[-500.   75.],-500.0,75.0
193,193,Sort1,M07calm_c,[-500.  -74.],-500.0,-74.0
193,193,Sort1,M07sad_o,[-500.  373.],-500.0,373.0
193,193,Sort1,M07hap_o,[-357.  -74.],-357.0,-74.0
193,193,Sort1,M07calm_o,[-214.  -74.],-214.0,-74.0
193,193,Sort1,M07surp_o,[-71. -74.],-71.0,-74.0
193,193,Sort1,M07disg_c,[-357.  373.],-357.0,373.0
193,193,Sort1,M07ang_c,[-357.  224.],-357.0,224.0
193,193,Sort1,M07neut_o,[-357.   75.],-357.0,75.0
193,193,Sort1,M07exc_o,[-214.   75.],-214.0,75.0
193,193,Sort1,M07exc_c,[ 72. -74.],72.0,-74.0
193,193,Sort1,M07hap_c,[ 215.  -74.],215.0,-74.0
193,193,Sort1,M07fear_o,[-643. -223.],-643.0,-223.0
