participant,seed,sort,image,final_img_pos,posX,posY
subjCode114,14,Sort1,M07disg_c,[-71. -74.],-71.0,-74.0
subjCode114,14,Sort1,M07calm_c,[ -71.  373.],-71.0,373.0
subjCode114,14,Sort1,M07hap_o,[-214.   75.],-214.0,75.0
subjCode114,14,Sort1,M07hap_c,[ 215.   75.],215.0,75.0
subjCode114,14,Sort1,M07fear_c,[ 501. -223.],501.0,-223.0
subjCode114,14,Sort1,M07ang_o,[ 501.  224.],501.0,224.0
subjCode114,14,Sort1,M07surp_c,[-500.  224.],-500.0,224.0
subjCode114,14,Sort1,M07calm_o,[  72. -223.],72.0,-223.0
subjCode114,14,Sort1,M07ang_c,[ 501.   75.],501.0,75.0
subjCode114,14,Sort1,M07exc_c,[ 358.  373.],358.0,373.0
subjCode114,14,Sort1,M07neut_o,[  72.  224.],72.0,224.0
subjCode114,14,Sort1,M07disg_o,[-357. -223.],-357.0,-223.0
subjCode114,14,Sort1,M07sad_o,[ 215. -372.],215.0,-372.0
subjCode114,14,Sort1,M07surp_o,[-357.  373.],-357.0,373.0
subjCode114,14,Sort1,M07exc_o,[-500.  -74.],-500.0,-74.0
subjCode114,14,Sort1,M07fear_o,[ 215.  -74.],215.0,-74.0
subjCode114,14,Sort1,M07sad_c,[ 501. -372.],501.0,-372.0
subjCode114,14,Sort1,M07neut_c,[-214. -372.],-214.0,-372.0
