participant,seed,sort,image,final_img_pos,posX,posY
194,194,Sort2,F01fear_c,[ 358.  224.],358.0,224.0
194,194,Sort2,F17calm_o,[ -71.  224.],-71.0,224.0
194,194,Sort2,F15hap_c,[-214.  224.],-214.0,224.0
194,194,Sort2,F04ang_o,[ -71. -223.],-71.0,-223.0
194,194,Sort2,F10disg_o,[  72. -223.],72.0,-223.0
194,194,Sort2,M17sad_o,[-643.  -74.],-643.0,-74.0
194,194,Sort2,M04disg_c,[ 215. -223.],215.0,-223.0
194,194,Sort2,M05exc_c,[  72.  224.],72.0,224.0
194,194,Sort2,F22sad_c,[ 501.  224.],501.0,224.0
194,194,Sort2,M02ang_c,[-500.  -74.],-500.0,-74.0
194,194,Sort2,M14neut_o,[ 644.  224.],644.0,224.0
194,194,Sort2,M12hap_o,[-357.  224.],-357.0,224.0
194,194,Sort2,F13exc_o,[ 215.  224.],215.0,224.0
194,194,Sort2,M15surp_o,[ 72.  75.],72.0,75.0
194,194,Sort2,M08fear_o,[-500. -372.],-500.0,-372.0
194,194,Sort2,F07neut_c,[ 501.   75.],501.0,75.0
194,194,Sort2,F14surp_c,[-71.  75.],-71.0,75.0
194,194,Sort2,M03calm_c,[-214.   75.],-214.0,75.0
