participant,seed,sort,image,final_img_pos,posX,posY
199,199,Sort1,M07exc_c,[-71. -74.],-71.0,-74.0
199,199,Sort1,M07exc_o,[ 72. -74.],72.0,-74.0
199,199,Sort1,M07sad_o,[  72. -223.],72.0,-223.0
199,199,Sort1,M07neut_c,[ -71. -223.],-71.0,-223.0
199,199,Sort1,M07disg_o,[-214. -223.],-214.0,-223.0
199,199,Sort1,M07sad_c,[ 215. -223.],215.0,-223.0
199,199,Sort1,M07neut_o,[-214.  -74.],-214.0,-74.0
199,199,Sort1,M07surp_o,[-357.  -74.],-357.0,-74.0
199,199,Sort1,M07calm_c,[-500.  -74.],-500.0,-74.0
199,199,Sort1,M07surp_c,[-643.  -74.],-643.0,-74.0
199,199,Sort1,M07disg_c,[-357. -223.],-357.0,-223.0
199,199,Sort1,M07hap_c,[ 215.  -74.],215.0,-74.0
199,199,Sort1,M07calm_o,[ 501.  -74.],501.0,-74.0
199,199,Sort1,M07ang_o,[ 358. -223.],358.0,-223.0
199,199,Sort1,M07fear_o,[ 501. -223.],501.0,-223.0
199,199,Sort1,M07hap_o,[ 358.  -74.],358.0,-74.0
199,199,Sort1,M07fear_c,[ 644.  -74.],644.0,-74.0
199,199,Sort1,M07ang_c,[ 644. -223.],644.0,-223.0
