participant,seed,sort,image,final_img_pos,posX,posY
subjCode141,141,Sort1,M07surp_c,[ 215. -223.],215.0,-223.0
subjCode141,141,Sort1,M07sad_o,[-357.  -74.],-357.0,-74.0
subjCode141,141,Sort1,M07hap_c,[  72. -223.],72.0,-223.0
subjCode141,141,Sort1,M07hap_o,[ 72.  75.],72.0,75.0
subjCode141,141,Sort1,M07neut_o,[-214.  -74.],-214.0,-74.0
subjCode141,141,Sort1,M07exc_o,[-71. -74.],-71.0,-74.0
subjCode141,141,Sort1,M07neut_c,[ 358. -223.],358.0,-223.0
subjCode141,141,Sort1,M07sad_c,[ 501.  224.],501.0,224.0
subjCode141,141,Sort1,M07disg_o,[-214.  224.],-214.0,224.0
subjCode141,141,Sort1,M07fear_o,[ 72. -74.],72.0,-74.0
subjCode141,141,Sort1,M07ang_c,[-643. -372.],-643.0,-372.0
subjCode141,141,Sort1,M07surp_o,[ 215.   75.],215.0,75.0
subjCode141,141,Sort1,M07calm_c,[ 501. -223.],501.0,-223.0
subjCode141,141,Sort1,M07fear_c,[ -71. -223.],-71.0,-223.0
subjCode141,141,Sort1,M07disg_c,[-500. -372.],-500.0,-372.0
subjCode141,141,Sort1,M07exc_c,[-214. -223.],-214.0,-223.0
subjCode141,141,Sort1,M07ang_o,[-357.  224.],-357.0,224.0
subjCode141,141,Sort1,M07calm_o,[ 358.   75.],358.0,75.0
