participant,seed,sort,image,final_img_pos,posX,posY
180,180,Sort1,M07hap_c,[ 215.  224.],215.0,224.0
180,180,Sort1,M07sad_o,[-71.  75.],-71.0,75.0
180,180,Sort1,M07exc_c,[  72.  224.],72.0,224.0
180,180,Sort1,M07hap_o,[ 358.  224.],358.0,224.0
180,180,Sort1,M07surp_c,[-214.  373.],-214.0,373.0
180,180,Sort1,M07fear_c,[ 72.  75.],72.0,75.0
180,180,Sort1,M07disg_o,[-357. -223.],-357.0,-223.0
180,180,Sort1,M07calm_c,[ -71.  224.],-71.0,224.0
180,180,Sort1,M07fear_o,[ 215.   75.],215.0,75.0
180,180,Sort1,M07ang_c,[ -71. -223.],-71.0,-223.0
180,180,Sort1,M07exc_o,[ 501.  224.],501.0,224.0
180,180,Sort1,M07ang_o,[-214. -223.],-214.0,-223.0
180,180,Sort1,M07surp_o,[ 644.  224.],644.0,224.0
180,180,Sort1,M07neut_o,[ -71.  373.],-71.0,373.0
180,180,Sort1,M07neut_c,[ 358.   75.],358.0,75.0
180,180,Sort1,M07calm_o,[-214.  224.],-214.0,224.0
180,180,Sort1,M07sad_c,[ 501.   75.],501.0,75.0
180,180,Sort1,M07disg_c,[  72. -223.],72.0,-223.0
