participant,seed,sort,image,final_img_pos,posX,posY
192,192,Sort1,M07exc_c,[-71. -74.],-71.0,-74.0
192,192,Sort1,M07ang_o,[-500.  224.],-500.0,224.0
192,192,Sort1,M07fear_c,[-214.  224.],-214.0,224.0
192,192,Sort1,M07fear_o,[ -71.  373.],-71.0,373.0
192,192,Sort1,M07surp_o,[ 72. -74.],72.0,-74.0
192,192,Sort1,M07disg_c,[-643.  224.],-643.0,224.0
192,192,Sort1,M07calm_o,[  72.  373.],72.0,373.0
192,192,Sort1,M07neut_c,[ -71.  224.],-71.0,224.0
192,192,Sort1,M07sad_c,[-500. -223.],-500.0,-223.0
192,192,Sort1,M07hap_c,[-214.  -74.],-214.0,-74.0
192,192,Sort1,M07sad_o,[-214.  373.],-214.0,373.0
192,192,Sort1,M07disg_o,[-643.  373.],-643.0,373.0
192,192,Sort1,M07calm_c,[  72.  224.],72.0,224.0
192,192,Sort1,M07hap_o,[ 215.  -74.],215.0,-74.0
192,192,Sort1,M07exc_o,[ 215.  373.],215.0,373.0
192,192,Sort1,M07neut_o,[-643.  -74.],-643.0,-74.0
192,192,Sort1,M07surp_c,[ 215.  224.],215.0,224.0
192,192,Sort1,M07ang_c,[-500.   75.],-500.0,75.0
