participant,seed,sort,image,final_img_pos,posX,posY
197,197,Sort1,M07hap_c,[ 644.  373.],644.0,373.0
197,197,Sort1,M07disg_o,[-643.  373.],-643.0,373.0
197,197,Sort1,M07surp_o,[ 644.  224.],644.0,224.0
197,197,Sort1,M07sad_c,[ -71. -372.],-71.0,-372.0
197,197,Sort1,M07exc_o,[ 358. -372.],358.0,-372.0
197,197,Sort1,M07sad_o,[ 358. -223.],358.0,-223.0
197,197,Sort1,M07hap_o,[ 644.   75.],644.0,75.0
197,197,Sort1,M07ang_c,[-643.  224.],-643.0,224.0
197,197,Sort1,M07exc_c,[ 644.  -74.],644.0,-74.0
197,197,Sort1,M07fear_c,[ -71. -223.],-71.0,-223.0
197,197,Sort1,M07fear_o,[ 358.  -74.],358.0,-74.0
197,197,Sort1,M07surp_c,[ 358.   75.],358.0,75.0
197,197,Sort1,M07neut_o,[ 358.  224.],358.0,224.0
197,197,Sort1,M07neut_c,[-71. -74.],-71.0,-74.0
197,197,Sort1,M07calm_c,[ 358.  373.],358.0,373.0
197,197,Sort1,M07ang_o,[-643.   75.],-643.0,75.0
197,197,Sort1,M07disg_c,[-214. -372.],-214.0,-372.0
197,197,Sort1,M07calm_o,[ 644. -223.],644.0,-223.0
