participant,seed,sort,image,final_img_pos,posX,posY
184,184,Sort1,M07neut_o,[ 644.  -74.],644.0,-74.0
184,184,Sort1,M07surp_c,[ 501.  -74.],501.0,-74.0
184,184,Sort1,M07surp_o,[ 644. -223.],644.0,-223.0
184,184,Sort1,M07neut_c,[ 358.  -74.],358.0,-74.0
184,184,Sort1,M07disg_c,[ 501.  224.],501.0,224.0
184,184,Sort1,M07ang_o,[ 358.  224.],358.0,224.0
184,184,Sort1,M07sad_o,[ 215.  -74.],215.0,-74.0
184,184,Sort1,M07calm_o,[ 501. -223.],501.0,-223.0
184,184,Sort1,M07disg_o,[ 644.  224.],644.0,224.0
184,184,Sort1,M07ang_c,[ 215.  224.],215.0,224.0
184,184,Sort1,M07sad_c,[  72.  373.],72.0,373.0
184,184,Sort1,M07exc_c,[ 358. -223.],358.0,-223.0
184,184,Sort1,M07hap_c,[ 215. -223.],215.0,-223.0
184,184,Sort1,M07calm_c,[  72. -223.],72.0,-223.0
184,184,Sort1,M07fear_o,[  72.  224.],72.0,224.0
184,184,Sort1,M07exc_o,[ 72. -74.],72.0,-74.0
184,184,Sort1,M07fear_c,[-500.  224.],-500.0,224.0
184,184,Sort1,M07hap_o,[ -71. -223.],-71.0,-223.0
