participant,seed,sort,image,final_img_pos,posX,posY
subjCode173,173,Sort1,M07neut_c,[ 215.  224.],215.0,224.0
subjCode173,173,Sort1,M07disg_o,[-500. -223.],-500.0,-223.0
subjCode173,173,Sort1,M07calm_o,[ 501. -223.],501.0,-223.0
subjCode173,173,Sort1,M07calm_c,[ 358. -223.],358.0,-223.0
subjCode173,173,Sort1,M07disg_c,[-357. -223.],-357.0,-223.0
subjCode173,173,Sort1,M07ang_c,[-214. -223.],-214.0,-223.0
subjCode173,173,Sort1,M07fear_c,[-357.  224.],-357.0,224.0
subjCode173,173,Sort1,M07ang_o,[ -71. -372.],-71.0,-372.0
subjCode173,173,Sort1,M07surp_o,[ -71.  373.],-71.0,373.0
subjCode173,173,Sort1,M07sad_o,[ 501.   75.],501.0,75.0
subjCode173,173,Sort1,M07hap_c,[  72.  373.],72.0,373.0
subjCode173,173,Sort1,M07exc_o,[-214.  224.],-214.0,224.0
subjCode173,173,Sort1,M07hap_o,[ 215.  373.],215.0,373.0
subjCode173,173,Sort1,M07neut_o,[  72. -223.],72.0,-223.0
subjCode173,173,Sort1,M07fear_o,[ -71.  224.],-71.0,224.0
subjCode173,173,Sort1,M07exc_c,[ 501.  373.],501.0,373.0
subjCode173,173,Sort1,M07sad_c,[ 358.   75.],358.0,75.0
subjCode173,173,Sort1,M07surp_c,[  72.  224.],72.0,224.0
