participant,seed,sort,image,final_img_pos,posX,posY
303,303,Sort1,M07disg_o,[ 644.  -74.],644.0,-74.0
303,303,Sort1,M07calm_o,[-214. -223.],-214.0,-223.0
303,303,Sort1,M07fear_c,[-643.  -74.],-643.0,-74.0
303,303,Sort1,M07disg_c,[-214.  373.],-214.0,373.0
303,303,Sort1,M07surp_c,[ 644.  373.],644.0,373.0
303,303,Sort1,M07exc_c,[-643.   75.],-643.0,75.0
303,303,Sort1,M07neut_c,[-643.  224.],-643.0,224.0
303,303,Sort1,M07sad_c,[-643.  373.],-643.0,373.0
303,303,Sort1,M07neut_o,[-500.  373.],-500.0,373.0
303,303,Sort1,M07fear_o,[-357.  373.],-357.0,373.0
303,303,Sort1,M07hap_o,[ -71.  373.],-71.0,373.0
303,303,Sort1,M07ang_c,[  72.  373.],72.0,373.0
303,303,Sort1,M07hap_c,[ 215.  373.],215.0,373.0
303,303,Sort1,M07sad_o,[  72.  224.],72.0,224.0
303,303,Sort1,M07exc_o,[ 358.  373.],358.0,373.0
303,303,Sort1,M07surp_o,[-357.  224.],-357.0,224.0
303,303,Sort1,M07calm_c,[ 501.  373.],501.0,373.0
303,303,Sort1,M07ang_o,[-214.  224.],-214.0,224.0
