participant,seed,sort,image,final_img_pos,posX,posY
subjCode154,154,Sort1,M07neut_c,[ 358.  -74.],358.0,-74.0
subjCode154,154,Sort1,M07fear_o,[-643.  -74.],-643.0,-74.0
subjCode154,154,Sort1,M07sad_o,[-500.  -74.],-500.0,-74.0
subjCode154,154,Sort1,M07fear_c,[ 215.  -74.],215.0,-74.0
subjCode154,154,Sort1,M07disg_c,[ -71.  224.],-71.0,224.0
subjCode154,154,Sort1,M07neut_o,[ 644.  224.],644.0,224.0
subjCode154,154,Sort1,M07exc_o,[-643.  224.],-643.0,224.0
subjCode154,154,Sort1,M07calm_o,[ 501.  224.],501.0,224.0
subjCode154,154,Sort1,M07sad_c,[-643.  373.],-643.0,373.0
subjCode154,154,Sort1,M07hap_o,[ 358.  224.],358.0,224.0
subjCode154,154,Sort1,M07disg_o,[  72.  373.],72.0,373.0
subjCode154,154,Sort1,M07surp_c,[ 72. -74.],72.0,-74.0
subjCode154,154,Sort1,M07ang_o,[-643.   75.],-643.0,75.0
subjCode154,154,Sort1,M07calm_c,[-71. -74.],-71.0,-74.0
subjCode154,154,Sort1,M07exc_c,[-214.  -74.],-214.0,-74.0
subjCode154,154,Sort1,M07ang_c,[-357.  373.],-357.0,373.0
subjCode154,154,Sort1,M07hap_c,[ 501.  -74.],501.0,-74.0
subjCode154,154,Sort1,M07surp_o,[ 215.  224.],215.0,224.0
