participant,seed,sort,image,final_img_pos,posX,posY
subjCode156,156,Sort1,M07fear_c,[  72.  224.],72.0,224.0
subjCode156,156,Sort1,M07hap_o,[-643.   75.],-643.0,75.0
subjCode156,156,Sort1,M07fear_o,[ 644.  -74.],644.0,-74.0
subjCode156,156,Sort1,M07calm_o,[  72. -372.],72.0,-372.0
subjCode156,156,Sort1,M07exc_c,[ 215.  224.],215.0,224.0
subjCode156,156,Sort1,M07ang_c,[-643. -372.],-643.0,-372.0
subjCode156,156,Sort1,M07ang_o,[-214.  -74.],-214.0,-74.0
subjCode156,156,Sort1,M07neut_o,[ 644.  373.],644.0,373.0
subjCode156,156,Sort1,M07sad_o,[-500.  373.],-500.0,373.0
subjCode156,156,Sort1,M07exc_o,[-214.  224.],-214.0,224.0
subjCode156,156,Sort1,M07neut_c,[ 72. -74.],72.0,-74.0
subjCode156,156,Sort1,M07sad_c,[-357. -223.],-357.0,-223.0
subjCode156,156,Sort1,M07disg_c,[ 358. -223.],358.0,-223.0
subjCode156,156,Sort1,M07calm_c,[ -71. -223.],-71.0,-223.0
subjCode156,156,Sort1,M07surp_c,[-357.   75.],-357.0,75.0
subjCode156,156,Sort1,M07surp_o,[ -71.  373.],-71.0,373.0
subjCode156,156,Sort1,M07hap_c,[ 501.   75.],501.0,75.0
subjCode156,156,Sort1,M07disg_o,[-500.  -74.],-500.0,-74.0
