participant,seed,sort,image,final_img_pos,posX,posY
subjCode115,15,Sort1,M07ang_c,[ 72.  75.],72.0,75.0
subjCode115,15,Sort1,M07surp_o,[-214.  -74.],-214.0,-74.0
subjCode115,15,Sort1,M07exc_c,[-71. -74.],-71.0,-74.0
subjCode115,15,Sort1,M07surp_c,[ 358.  -74.],358.0,-74.0
subjCode115,15,Sort1,M07hap_c,[ 72. -74.],72.0,-74.0
subjCode115,15,Sort1,M07hap_o,[-357.  -74.],-357.0,-74.0
subjCode115,15,Sort1,M07exc_o,[ 501.  -74.],501.0,-74.0
subjCode115,15,Sort1,M07neut_c,[ 215.  -74.],215.0,-74.0
subjCode115,15,Sort1,M07calm_o,[ 644.  -74.],644.0,-74.0
subjCode115,15,Sort1,M07disg_o,[-500.   75.],-500.0,75.0
subjCode115,15,Sort1,M07neut_o,[ 644. -223.],644.0,-223.0
subjCode115,15,Sort1,M07fear_o,[ 215. -223.],215.0,-223.0
subjCode115,15,Sort1,M07calm_c,[ 358. -372.],358.0,-372.0
subjCode115,15,Sort1,M07sad_o,[-214.  373.],-214.0,373.0
subjCode115,15,Sort1,M07disg_c,[ 501.  373.],501.0,373.0
subjCode115,15,Sort1,M07sad_c,[ 215.  224.],215.0,224.0
subjCode115,15,Sort1,M07ang_o,[-357.   75.],-357.0,75.0
subjCode115,15,Sort1,M07fear_c,[ 358. -223.],358.0,-223.0
