participant,seed,sort,image,final_img_pos,posX,posY
198,198,Sort1,M07disg_c,[ 644. -372.],644.0,-372.0
198,198,Sort1,M07fear_o,[  72.  373.],72.0,373.0
198,198,Sort1,M07disg_o,[-643.   75.],-643.0,75.0
198,198,Sort1,M07hap_c,[ 72. -74.],72.0,-74.0
198,198,Sort1,M07sad_o,[ 215.  373.],215.0,373.0
198,198,Sort1,M07surp_c,[ 215.  -74.],215.0,-74.0
198,198,Sort1,M07exc_o,[ -71.  373.],-71.0,373.0
198,198,Sort1,M07calm_c,[ 358.  -74.],358.0,-74.0
198,198,Sort1,M07neut_o,[-214.  373.],-214.0,373.0
198,198,Sort1,M07calm_o,[-71. -74.],-71.0,-74.0
198,198,Sort1,M07hap_o,[-214.  -74.],-214.0,-74.0
198,198,Sort1,M07surp_o,[-357.  -74.],-357.0,-74.0
198,198,Sort1,M07fear_c,[-500.   75.],-500.0,75.0
198,198,Sort1,M07ang_c,[ 501. -372.],501.0,-372.0
198,198,Sort1,M07sad_c,[ 358. -372.],358.0,-372.0
198,198,Sort1,M07neut_c,[-357.   75.],-357.0,75.0
198,198,Sort1,M07exc_c,[-500.  -74.],-500.0,-74.0
198,198,Sort1,M07ang_o,[-214.   75.],-214.0,75.0
