participant,seed,sort,image,final_img_pos,posX,posY
196,196,Sort1,M07sad_o,[ 215.  373.],215.0,373.0
196,196,Sort1,M07surp_o,[-643.  373.],-643.0,373.0
196,196,Sort1,M07hap_o,[ 644.  373.],644.0,373.0
196,196,Sort1,M07calm_o,[-643. -372.],-643.0,-372.0
196,196,Sort1,M07calm_c,[-500. -372.],-500.0,-372.0
196,196,Sort1,M07ang_o,[ 72.  75.],72.0,75.0
196,196,Sort1,M07exc_o,[-500.  373.],-500.0,373.0
196,196,Sort1,M07neut_c,[-357. -372.],-357.0,-372.0
196,196,Sort1,M07ang_c,[-71.  75.],-71.0,75.0
196,196,Sort1,M07fear_o,[-643.  -74.],-643.0,-74.0
196,196,Sort1,M07disg_o,[-214.   75.],-214.0,75.0
196,196,Sort1,M07neut_o,[-214. -372.],-214.0,-372.0
196,196,Sort1,M07surp_c,[ -71. -372.],-71.0,-372.0
196,196,Sort1,M07disg_c,[ 501.  -74.],501.0,-74.0
196,196,Sort1,M07hap_c,[  72. -372.],72.0,-372.0
196,196,Sort1,M07fear_c,[ 215. -372.],215.0,-372.0
196,196,Sort1,M07exc_c,[ 358. -372.],358.0,-372.0
196,196,Sort1,M07sad_c,[  72.  373.],72.0,373.0
