"Subj","Word_Category","Order","Word","Exclude","word_fix","temp_combo","duplicate"
136,"Animal",8,"horse",0,"horse","136 horse",0
136,"Animal",9,"cow",0,"cow","136 cow",0
136,"Animal",10,"pig",0,"pig","136 pig",0
136,"Emotion",1,"angry",0,"angry","136 angry",0
136,"Emotion",2,"happy",0,"happy","136 happy",0
136,"Emotion",3,"scared",0,"scared","136 scared",0
136,"Emotion",4,"worried",0,"worried","136 worried",0
136,"Emotion",5,"afraid",0,"afraid","136 afraid",0
137,"Animal",1,"hippo",0,"hippo","137 hippo",0
137,"Animal",2,"giraffe",0,"giraffe","137 giraffe",0
137,"Animal",3,"monkey",0,"monkey","137 monkey",0
137,"Animal",4,"tiger",0,"tiger","137 tiger",0
137,"Animal",5,"lion",0,"lion","137 lion",0
137,"Animal",6,"butterfly",0,"butterfly","137 butterfly",0
137,"Animal",7,"cat",0,"cat","137 cat",0
137,"Animal",8,"snake",0,"snake","137 snake",0
137,"Animal",9,"worm",0,"worm","137 worm",0
