"Subj","Word_Category","Order","Word","Exclude","word_fix","temp_combo","duplicate"
137,"Animal",10,"dog",0,"dog","137 dog",0
137,"Animal",11,"pup",0,"pup","137 pup",0
137,"Emotion",NA,NA,NA,NA,"137 NA",0
138,"Animal",NA,NA,NA,NA,"138 NA",0
138,"Emotion",NA,NA,NA,NA,"138 NA",0
143,"Animal",1,"pig",0,"pig","143 pig",0
143,"Animal",2,"horse",0,"horse","143 horse",0
143,"Animal",3,"cow",0,"cow","143 cow",0
143,"Animal",4,"alligator",0,"alligator","143 alligator",0
143,"Animal",5,"crocodile",0,"crocodile","143 crocodile",0
143,"Animal",6,"rabbit",0,"rabbit","143 rabbit",0
143,"Animal",7,"weasel",0,"weasel","143 weasel",0
143,"Animal",8,"possum",0,"possum","143 possum",0
143,"Animal",9,"mole",0,"mole","143 mole",0
143,"Animal",10,"raccoon",0,"raccoon","143 raccoon",0
143,"Animal",11,"bear",0,"bear","143 bear",0
143,"Animal",11,"fox",0,"fox","143 fox",0
143,"Animal",12,"hippo",0,"hippo","143 hippo",0
143,"Animal",13,"cheetah",0,"cheetah","143 cheetah",0
143,"Animal",14,"lion",0,"lion","143 lion",0
143,"Animal",15,"elephant",0,"elephant","143 elephant",0
143,"Animal",16,"turtle",0,"turtle","143 turtle",0
143,"Animal",17,"snake",0,"snake","143 snake",0
143,"Animal",18,"tarantula",0,"tarantula","143 tarantula",0
143,"Emotion",2,"happy",0,"happy","143 happy",0
143,"Emotion",3,"surprise",0,"surprise","143 surprise",0
143,"Emotion",4,"afraid",0,"afraid","143 afraid",0
143,"Emotion",5,"mad",0,"mad","143 mad",0
145,"Animal",1,"dog",0,"dog","145 dog",0
145,"Animal",2,"cat",0,"cat","145 cat",0
145,"Animal",4,"goat",0,"goat","145 goat",0
145,"Animal",6,"turtle",0,"turtle","145 turtle",0
145,"Animal",7,"fish",0,"fish","145 fish",0
145,"Animal",9,"bluewhale",0,"bluewhale","145 bluewhale",0
145,"Animal",10,"shark",0,"shark","145 shark",0
145,"Animal",12,"horse",0,"horse","145 horse",0
145,"Animal",15,"dolphin",0,"dolphin","145 dolphin",0
145,"Animal",16,"stingray",0,"stingray","145 stingray",0
145,"Animal",17,"lizard",0,"lizard","145 lizard",0
145,"Animal",21,"giraffe",0,"giraffe","145 giraffe",0
145,"Emotion",2,"happy",0,"happy","145 happy",0
145,"Emotion",4,"exciting",0,"excited","145 excited",0
145,"Emotion",5,"surprise",0,"surprise","145 surprise",0
146,"Animal",1,"bird",0,"bird","146 bird",0
146,"Animal",2,"gorilla",0,"gorilla","146 gorilla",0
146,"Animal",3,"peacock",0,"peacock","146 peacock",0
146,"Animal",4,"flamingo",0,"flamingo","146 flamingo",0
146,"Animal",5,"rhino",0,"rhino","146 rhino",0
146,"Animal",6,"giraffe",0,"giraffe","146 giraffe",0
146,"Animal",7,"lion",0,"lion","146 lion",0
146,"Animal",8,"tiger",0,"tiger","146 tiger",0
146,"Emotion",1,"happy",0,"happy","146 happy",0
146,"Emotion",2,"sad",0,"sad","146 sad",0
146,"Emotion",3,"angry",0,"angry","146 angry",0
147,"Animal",1,"monkey",0,"monkey","147 monkey",0
147,"Animal",2,"pig",0,"pig","147 pig",0
147,"Animal",3,"horse",0,"horse","147 horse",0
147,"Animal",4,"dog",0,"dog","147 dog",0
147,"Animal",5,"cat",0,"cat","147 cat",0
147,"Animal",6,"chicken",0,"chicken","147 chicken",0
147,"Animal",7,"giraffe",0,"giraffe","147 giraffe",0
147,"Animal",8,"zebra",0,"zebra","147 zebra",0
147,"Animal",9,"lion",0,"lion","147 lion",0
147,"Animal",10,"leopard",0,"leopard","147 leopard",0
147,"Emotion",1,"surprise",0,"surprise","147 surprise",0
147,"Emotion",2,"happy",0,"happy","147 happy",0
147,"Emotion",3,"sad",0,"sad","147 sad",0
147,"Emotion",4,"grumpy",0,"grumpy","147 grumpy",0
147,"Emotion",5,"mad",0,"mad","147 mad",0
148,"Animal",1,"cat",0,"cat","148 cat",0
148,"Animal",2,"dog",0,"dog","148 dog",0
148,"Animal",3,"horse",0,"horse","148 horse",0
148,"Animal",4,"cow",0,"cow","148 cow",0
148,"Animal",5,"zebra",0,"zebra","148 zebra",0
148,"Animal",6,"crocodile",0,"crocodile","148 crocodile",0
148,"Animal",7,"bunny",0,"bunny","148 bunny",0
148,"Animal",8,"squirrel",0,"squirrel","148 squirrel",0
148,"Animal",9,"deer",0,"deer","148 deer",0
148,"Animal",10,"coyote",0,"coyote","148 coyote",0
148,"Animal",11,"wolf",0,"wolf","148 wolf",0
148,"Emotion",1,"sad",0,"sad","148 sad",0
148,"Emotion",2,"happy",0,"happy","148 happy",0
148,"Emotion",3,"honest",1,"honest","148 honest",0
148,"Emotion",4,"excited",0,"excited","148 excited",0
148,"Emotion",5,"kindasad",1,"kindasad","148 kindasad",0
149,"Animal",1,"tiger",0,"tiger","149 tiger",0
149,"Animal",2,"lion",0,"lion","149 lion",0
149,"Animal",3,"bird",0,"bird","149 bird",0
149,"Animal",4,"fox",0,"fox","149 fox",0
149,"Animal",5,"turkey",0,"turkey","149 turkey",0
149,"Animal",6,"dog",0,"dog","149 dog",0
149,"Animal",7,"cat",0,"cat","149 cat",0
149,"Animal",8,"pig",0,"pig","149 pig",0
149,"Animal",9,"giraffe",0,"giraffe","149 giraffe",0
149,"Animal",10,"worm",0,"worm","149 worm",0
149,"Animal",11,"parrot",0,"parrot","149 parrot",0
149,"Animal",12,"bear",0,"bear","149 bear",0
149,"Animal",13,"dolphin",0,"dolphin","149 dolphin",0
149,"Animal",14,"whale",0,"whale","149 whale",0
149,"Animal",15,"shark",0,"shark","149 shark",0
149,"Animal",16,"fish",0,"fish","149 fish",0
149,"Emotion",1,"sad",0,"sad","149 sad",0
149,"Emotion",2,"angry",0,"angry","149 angry",0
149,"Emotion",3,"happy",0,"happy","149 happy",0
149,"Emotion",4,"surprise",0,"surprise","149 surprise",0
150,"Animal",1,"lion",0,"lion","150 lion",0
150,"Animal",3,"snake",0,"snake","150 snake",0
150,"Animal",4,"lizard",0,"lizard","150 lizard",0
150,"Animal",5,"elephant",0,"elephant","150 elephant",0
150,"Animal",7,"chicken",0,"chicken","150 chicken",0
150,"Animal",8,"duck",0,"duck","150 duck",0
150,"Animal",9,"penguin",0,"penguin","150 penguin",0
150,"Animal",10,"dolphin",0,"dolphin","150 dolphin",0
150,"Animal",11,"ladybug",0,"ladybug","150 ladybug",0
150,"Animal",12,"grasshopper",0,"grasshopper","150 grasshopper",0
150,"Animal",13,"ant",0,"ant","150 ant",0
150,"Animal",14,"jellyfish",0,"jellyfish","150 jellyfish",0
150,"Animal",15,"squid",0,"squid","150 squid",0
150,"Animal",16,"panda",0,"panda","150 panda",0
150,"Animal",17,"koala",0,"koala","150 koala",0
150,"Animal",18,"brownbear",0,"brownbear","150 brownbear",0
150,"Animal",19,"blackbear",0,"blackbear","150 blackbear",0
150,"Animal",20,"deer",0,"deer","150 deer",0
150,"Animal",21,"fox",0,"fox","150 fox",0
150,"Animal",22,"wolf",0,"wolf","150 wolf",0
150,"Animal",23,"squirrel",0,"squirrel","150 squirrel",0
150,"Emotion",1,"happy",0,"happy","150 happy",0
150,"Emotion",2,"sad",0,"sad","150 sad",0
150,"Emotion",3,"furious",0,"furious","150 furious",0
150,"Emotion",4,"mad",0,"mad","150 mad",0
150,"Emotion",5,"upset",0,"upset","150 upset",0
151,"Animal",1,"giraffe",0,"giraffe","151 giraffe",0
151,"Animal",2,"elephant",0,"elephant","151 elephant",0
151,"Animal",3,"lion",0,"lion","151 lion",0
151,"Animal",4,"tiger",0,"tiger","151 tiger",0
151,"Animal",5,"monkey",0,"monkey","151 monkey",0
151,"Animal",6,"alligator",0,"alligator","151 alligator",0
151,"Emotion",1,"sad",0,"sad","151 sad",0
151,"Emotion",2,"angry",0,"angry","151 angry",0
151,"Emotion",3,"mad",0,"mad","151 mad",0
151,"Emotion",4,"happy",0,"happy","151 happy",0
151,"Emotion",5,"cranky",0,"cranky","151 cranky",0
151,"Emotion",6,"excited",0,"excited","151 excited",0
152,"Animal",1,"cheetah",0,"cheetah","152 cheetah",0
152,"Animal",2,"lion",0,"lion","152 lion",0
152,"Animal",4,"giraffe",0,"giraffe","152 giraffe",0
152,"Animal",5,"zebra",0,"zebra","152 zebra",0
152,"Animal",6,"alligator",0,"alligator","152 alligator",0
152,"Animal",7,"whale",0,"whale","152 whale",0
152,"Animal",8,"dolphin",0,"dolphin","152 dolphin",0
152,"Animal",9,"fish",0,"fish","152 fish",0
152,"Animal",10,"shark",0,"shark","152 shark",0
152,"Emotion",1,"sad",0,"sad","152 sad",0
152,"Emotion",2,"happy",0,"happy","152 happy",0
152,"Emotion",3,"angry",0,"angry","152 angry",0
152,"Emotion",4,"mad",0,"mad","152 mad",0
152,"Emotion",5,"grouchy",0,"grouchy","152 grouchy",0
152,"Emotion",6,"cranky",0,"cranky","152 cranky",0
153,"Animal",1,"lion",0,"lion","153 lion",0
153,"Animal",2,"penguin",0,"penguin","153 penguin",0
153,"Animal",3,"tiger",0,"tiger","153 tiger",0
153,"Animal",4,"turtle",0,"turtle","153 turtle",0
153,"Animal",5,"frog",0,"frog","153 frog",0
153,"Animal",6,"giraffe",0,"giraffe","153 giraffe",0
153,"Animal",7,"polarbear",0,"polarbear","153 polarbear",0
153,"Animal",8,"buffalo",0,"buffalo","153 buffalo",0
153,"Emotion",1,"sad",0,"sad","153 sad",0
153,"Emotion",2,"mad",0,"mad","153 mad",0
153,"Emotion",3,"happy",0,"happy","153 happy",0
153,"Emotion",4,"angry",0,"angry","153 angry",0
154,"Animal",1,"bird",0,"bird","154 bird",0
154,"Animal",2,"bunny",0,"bunny","154 bunny",0
154,"Animal",3,"chipmunk",0,"chipmunk","154 chipmunk",0
154,"Animal",4,"squirrel",0,"squirrel","154 squirrel",0
154,"Animal",5,"bear",0,"bear","154 bear",0
154,"Emotion",1,"mad",0,"mad","154 mad",0
154,"Emotion",2,"sad",0,"sad","154 sad",0
154,"Emotion",3,"grumpy",0,"grumpy","154 grumpy",0
154,"Emotion",4,"happy",0,"happy","154 happy",0
154,"Emotion",5,"excited",0,"excited","154 excited",0
154,"Emotion",6,"hurt",0,"hurt","154 hurt",0
155,"Animal",1,"horse",0,"horse","155 horse",0
155,"Animal",2,"unicorn",0,"unicorn","155 unicorn",0
155,"Animal",3,"bird",0,"bird","155 bird",0
155,"Animal",4,"squirrel",0,"squirrel","155 squirrel",0
155,"Animal",5,"rabbit",0,"rabbit","155 rabbit",0
155,"Animal",6,"chipmunk",0,"chipmunk","155 chipmunk",0
155,"Animal",7,"bees",0,"bees","155 bees",0
155,"Animal",8,"buffalo",0,"buffalo","155 buffalo",0
155,"Emotion",1,"sad",0,"sad","155 sad",0
155,"Emotion",4,"happy",0,"happy","155 happy",0
155,"Emotion",5,"serious",0,"serious","155 serious",0
155,"Emotion",6,"tired",0,"tired","155 tired",0
156,"Animal",1,"python",0,"python","156 python",0
156,"Animal",2,"lion",0,"lion","156 lion",0
156,"Animal",3,"giraffe",0,"giraffe","156 giraffe",0
156,"Animal",4,"hippo",0,"hippo","156 hippo",0
156,"Animal",5,"elephant",0,"elephant","156 elephant",0
156,"Animal",6,"worm",0,"worm","156 worm",0
156,"Animal",7,"snake",0,"snake","156 snake",0
156,"Animal",8,"rhino",0,"rhino","156 rhino",0
156,"Emotion",1,"sad",0,"sad","156 sad",0
156,"Emotion",2,"mad",0,"mad","156 mad",0
156,"Emotion",3,"angry",0,"angry","156 angry",0
156,"Emotion",4,"happy",0,"happy","156 happy",0
156,"Emotion",5,"proud",0,"proud","156 proud",0
157,"Animal",1,"donkey",0,"donkey","157 donkey",0
157,"Animal",2,"cow",0,"cow","157 cow",0
157,"Animal",3,"moose",0,"moose","157 moose",0
157,"Animal",4,"giraffe",0,"giraffe","157 giraffe",0
157,"Animal",5,"bear",0,"bear","157 bear",0
157,"Emotion",NA,NA,NA,NA,"157 NA",0
158,"Animal",1,"cat",0,"cat","158 cat",0
158,"Animal",2,"dog",0,"dog","158 dog",0
158,"Animal",3,"elephant",0,"elephant","158 elephant",0
158,"Emotion",NA,NA,NA,NA,"158 NA",0
159,"Animal",1,"squirrel",0,"squirrel","159 squirrel",0
159,"Animal",2,"cat",0,"cat","159 cat",0
159,"Animal",3,"dog",0,"dog","159 dog",0
159,"Animal",4,"raccoon",0,"raccoon","159 raccoon",0
159,"Animal",5,"chipmunk",0,"chipmunk","159 chipmunk",0
159,"Animal",6,"honeybee",0,"honeybee","159 honeybee",0
159,"Emotion",1,"sad",0,"sad","159 sad",0
159,"Emotion",2,"happy",0,"happy","159 happy",0
159,"Emotion",3,"mad",0,"mad","159 mad",0
159,"Emotion",4,"nervous",0,"nervous","159 nervous",0
160,"Animal",1,"bird",0,"bird","160 bird",0
160,"Animal",2,"donkey",0,"donkey","160 donkey",0
160,"Emotion",NA,NA,NA,NA,"160 NA",0
162,"Animal",1,"zebra",0,"zebra","162 zebra",0
162,"Animal",2,"lion",0,"lion","162 lion",0
162,"Animal",3,"boar",0,"boar","162 boar",0
162,"Animal",4,"bear",0,"bear","162 bear",0
162,"Animal",5,"giraffe",0,"giraffe","162 giraffe",0
162,"Animal",6,"dog",0,"dog","162 dog",0
162,"Animal",7,"kitty",0,"kitty","162 kitty",0
162,"Animal",8,"monkey",0,"monkey","162 monkey",0
162,"Animal",9,"gorilla",0,"gorilla","162 gorilla",0
162,"Emotion",3,"silly",0,"silly","162 silly",0
162,"Emotion",4,"happy",0,"happy","162 happy",0
163,"Animal",1,"cheetah",0,"cheetah","163 cheetah",0
163,"Animal",2,"giraffe",0,"giraffe","163 giraffe",0
163,"Animal",3,"cow",0,"cow","163 cow",0
163,"Animal",4,"chicken",0,"chicken","163 chicken",0
163,"Animal",5,"rooster",0,"rooster","163 rooster",0
163,"Animal",6,"unicorn",0,"unicorn","163 unicorn",0
163,"Animal",7,"butterfly",0,"butterfly","163 butterfly",0
163,"Animal",8,"bumblebee",0,"bumblebee","163 bumblebee",0
163,"Emotion",NA,NA,NA,NA,"163 NA",0
164,"Animal",1,"elephant",0,"elephant","164 elephant",0
164,"Animal",2,"tiger",0,"tiger","164 tiger",0
164,"Animal",3,"giraffe",0,"giraffe","164 giraffe",0
164,"Animal",4,"zebra",0,"zebra","164 zebra",0
164,"Animal",5,"lion",0,"lion","164 lion",0
164,"Emotion",1,"angry",0,"angry","164 angry",0
165,"Animal",1,"giraffe",0,"giraffe","165 giraffe",0
165,"Animal",2,"cheetah",0,"cheetah","165 cheetah",0
165,"Animal",3,"leopard",0,"leopard","165 leopard",0
165,"Animal",4,"lion",0,"lion","165 lion",0
165,"Animal",5,"tiger",0,"tiger","165 tiger",0
165,"Emotion",1,"mad",0,"mad","165 mad",0
165,"Emotion",2,"angry",0,"angry","165 angry",0
166,"Animal",1,"cat",0,"cat","166 cat",0
166,"Emotion",NA,NA,NA,NA,"166 NA",0
168,"Animal",1,"cow",0,"cow","168 cow",0
168,"Animal",2,"duck",0,"duck","168 duck",0
168,"Animal",3,"horse",0,"horse","168 horse",0
168,"Animal",4,"donkey",0,"donkey","168 donkey",0
168,"Animal",5,"cat",0,"cat","168 cat",0
168,"Animal",6,"dog",0,"dog","168 dog",0
168,"Emotion",1,"happy",0,"happy","168 happy",0
168,"Emotion",2,"sad",0,"sad","168 sad",0
168,"Emotion",3,"mad",0,"mad","168 mad",0
168,"Emotion",4,"frustrated",0,"frustrated","168 frustrated",0
168,"Emotion",5,"worried",0,"worried","168 worried",0
168,"Emotion",6,"surprise",0,"surprise","168 surprise",0
169,"Animal",1,"unicorn",0,"unicorn","169 unicorn",0
169,"Animal",2,"cheetah",0,"cheetah","169 cheetah",0
169,"Animal",3,"bunny",0,"bunny","169 bunny",0
169,"Animal",4,"lion",0,"lion","169 lion",0
169,"Animal",5,"tiger",0,"tiger","169 tiger",0
169,"Animal",6,"monkey",0,"monkey","169 monkey",0
169,"Animal",7,"seal",0,"seal","169 seal",0
169,"Animal",8,"rhino",0,"rhino","169 rhino",0
169,"Animal",9,"elephant",0,"elephant","169 elephant",0
169,"Emotion",1,"happy",0,"happy","169 happy",0
169,"Emotion",2,"mad",0,"mad","169 mad",0
169,"Emotion",3,"sad",0,"sad","169 sad",0
169,"Emotion",4,"angry",0,"angry","169 angry",0
170,"Animal",1,"seal",0,"seal","170 seal",0
170,"Animal",2,"whale",0,"whale","170 whale",0
170,"Animal",3,"dolphin",0,"dolphin","170 dolphin",0
170,"Animal",4,"penguin",0,"penguin","170 penguin",0
170,"Animal",5,"shark",0,"shark","170 shark",0
170,"Animal",6,"porcupine",0,"porcupine","170 porcupine",0
170,"Animal",7,"chipmunk",0,"chipmunk","170 chipmunk",0
170,"Animal",8,"elephant",0,"elephant","170 elephant",0
170,"Animal",9,"tiger",0,"tiger","170 tiger",0
170,"Animal",10,"dinosaur",0,"dinosaur","170 dinosaur",0
170,"Animal",11,"pterodactyl",0,"pterodactyl","170 pterodactyl",0
170,"Animal",12,"trex",0,"trex","170 trex",0
170,"Animal",13,"bear",0,"bear","170 bear",0
170,"Animal",14,"monster",0,"monster","170 monster",0
170,"Animal",15,"otter",0,"otter","170 otter",0
170,"Emotion",1,"mad",0,"mad","170 mad",0
170,"Emotion",2,"angry",0,"angry","170 angry",0
170,"Emotion",5,"cranky",0,"cranky","170 cranky",0
170,"Emotion",6,"sad",0,"sad","170 sad",0
170,"Emotion",7,"excited",0,"excited","170 excited",0
170,"Emotion",8,"frustrated",0,"frustrated","170 frustrated",0
171,"Animal",2,"turkey",0,"turkey","171 turkey",0
171,"Animal",3,"bird",0,"bird","171 bird",0
171,"Animal",4,"fish",0,"fish","171 fish",0
171,"Animal",6,"giraffe",0,"giraffe","171 giraffe",0
171,"Emotion",NA,NA,NA,NA,"171 NA",0
172,"Animal",1,"bird",0,"bird","172 bird",0
172,"Animal",3,"cardinal",0,"cardinal","172 cardinal",0
172,"Animal",4,"bluejay",0,"bluejay","172 bluejay",0
172,"Animal",5,"stork",0,"stork","172 stork",0
172,"Animal",7,"bear",0,"bear","172 bear",0
172,"Emotion",1,"mad",0,"mad","172 mad",0
172,"Emotion",2,"sad",0,"sad","172 sad",0
172,"Emotion",3,"happy",0,"happy","172 happy",0
172,"Emotion",4,"notsohappy",1,"notsohappy","172 notsohappy",0
172,"Emotion",5,"surprise",0,"surprise","172 surprise",0
173,"Animal",1,"deer",0,"deer","173 deer",0
173,"Animal",2,"cheetah",0,"cheetah","173 cheetah",0
173,"Animal",3,"wolf",0,"wolf","173 wolf",0
173,"Animal",4,"zebra",0,"zebra","173 zebra",0
173,"Animal",5,"tiger",0,"tiger","173 tiger",0
173,"Animal",6,"mouse",0,"mouse","173 mouse",0
173,"Animal",7,"jaguar",0,"jaguar","173 jaguar",0
173,"Emotion",2,"surprise",0,"surprise","173 surprise",0
173,"Emotion",3,"mad",0,"mad","173 mad",0
174,"Animal",1,"bunny",0,"bunny","174 bunny",0
174,"Animal",2,"sheep",0,"sheep","174 sheep",0
174,"Animal",3,"duck",0,"duck","174 duck",0
174,"Animal",4,"platypus",0,"platypus","174 platypus",0
174,"Animal",5,"lion",0,"lion","174 lion",0
174,"Animal",6,"elephant",0,"elephant","174 elephant",0
174,"Animal",7,"tiger",0,"tiger","174 tiger",0
174,"Animal",8,"bear",0,"bear","174 bear",0
174,"Emotion",1,"happy",0,"happy","174 happy",0
174,"Emotion",2,"sad",0,"sad","174 sad",0
175,"Animal",1,"zebra",0,"zebra","175 zebra",0
175,"Animal",2,"lion",0,"lion","175 lion",0
175,"Animal",3,"biglion",1,"biglion","175 biglion",0
175,"Animal",4,"bear",0,"bear","175 bear",0
175,"Emotion",NA,NA,NA,NA,"175 NA",0
176,"Animal",1,"cow",0,"cow","176 cow",0
176,"Animal",2,"chicken",0,"chicken","176 chicken",0
176,"Animal",3,"bird",0,"bird","176 bird",0
176,"Animal",4,"bunny",0,"bunny","176 bunny",0
176,"Animal",5,"duck",0,"duck","176 duck",0
176,"Emotion",NA,NA,NA,NA,"176 NA",0
177,"Animal",1,"cat",0,"cat","177 cat",0
177,"Emotion",NA,NA,NA,NA,"177 NA",0
178,"Animal",1,"rabbit",0,"rabbit","178 rabbit",0
178,"Animal",2,"bird",0,"bird","178 bird",0
178,"Animal",3,"bear",0,"bear","178 bear",0
178,"Animal",4,"bunny",0,"bunny","178 bunny",0
178,"Animal",5,"witches",1,"witches","178 witches",0
178,"Animal",6,"flowers",1,"flowers","178 flowers",0
178,"Animal",7,"goose",0,"goose","178 goose",0
178,"Animal",8,"penguin",0,"penguin","178 penguin",0
178,"Animal",9,"swallows",0,"swallows","178 swallows",0
178,"Animal",10,"flamingo",0,"flamingo","178 flamingo",0
178,"Emotion",1,"sad",0,"sad","178 sad",0
178,"Emotion",2,"happy",0,"happy","178 happy",0
178,"Emotion",3,"smiling",0,"smiling","178 smiling",0
178,"Emotion",4,"grumpy",0,"grumpy","178 grumpy",0
178,"Emotion",5,"mad",0,"mad","178 mad",0
178,"Emotion",6,"needtotakeadeepbreath",0,"needtotakeadeepbreath","178 needtotakeadeepbreath",0
179,"Animal",NA,NA,NA,NA,"179 NA",0
179,"Emotion",NA,NA,NA,NA,"179 NA",0
180,"Animal",1,"tiger",0,"tiger","180 tiger",0
180,"Animal",2,"lion",0,"lion","180 lion",0
180,"Animal",3,"giraffe",0,"giraffe","180 giraffe",0
180,"Animal",4,"dog",0,"dog","180 dog",0
180,"Animal",5,"cat",0,"cat","180 cat",0
180,"Emotion",1,"sad",0,"sad","180 sad",0
180,"Emotion",2,"happy",0,"happy","180 happy",0
180,"Emotion",3,"mad",0,"mad","180 mad",0
180,"Emotion",4,"disgusted",0,"disgusted","180 disgusted",0
181,"Animal",1,"giraffe",0,"giraffe","181 giraffe",0
181,"Animal",2,"monkey",0,"monkey","181 monkey",0
181,"Animal",3,"elephant",0,"elephant","181 elephant",0
181,"Animal",4,"kangaroo",0,"kangaroo","181 kangaroo",0
181,"Emotion",1,"happy",0,"happy","181 happy",0
181,"Emotion",2,"sad",0,"sad","181 sad",0
181,"Emotion",3,"mad",0,"mad","181 mad",0
182,"Animal",1,"giraffe",0,"giraffe","182 giraffe",0
182,"Animal",2,"octopus",0,"octopus","182 octopus",0
182,"Animal",4,"lion",0,"lion","182 lion",0
182,"Animal",5,"zebra",0,"zebra","182 zebra",0
182,"Animal",6,"gorilla",0,"gorilla","182 gorilla",0
182,"Animal",7,"chimpanzee",0,"chimpanzee","182 chimpanzee",0
182,"Animal",8,"tiger",0,"tiger","182 tiger",0
182,"Animal",9,"lizard",0,"lizard","182 lizard",0
182,"Animal",10,"dog",0,"dog","182 dog",0
182,"Animal",11,"cat",0,"cat","182 cat",0
182,"Animal",12,"elephant",0,"elephant","182 elephant",0
182,"Emotion",1,"sad",0,"sad","182 sad",0
182,"Emotion",2,"happy",0,"happy","182 happy",0
183,"Animal",1,"lion",0,"lion","183 lion",0
183,"Animal",2,"tiger",0,"tiger","183 tiger",0
183,"Animal",3,"giraffe",0,"giraffe","183 giraffe",0
183,"Animal",4,"cheetah",0,"cheetah","183 cheetah",0
183,"Animal",5,"leopard",0,"leopard","183 leopard",0
183,"Animal",6,"rhino",0,"rhino","183 rhino",0
183,"Emotion",1,"happy",0,"happy","183 happy",0
183,"Emotion",2,"sad",0,"sad","183 sad",0
183,"Emotion",3,"angry",0,"angry","183 angry",0
183,"Emotion",4,"mad",0,"mad","183 mad",0
184,"Animal",1,"lion",0,"lion","184 lion",0
184,"Animal",2,"flamingo",0,"flamingo","184 flamingo",0
184,"Animal",3,"giraffe",0,"giraffe","184 giraffe",0
184,"Animal",4,"unicorn",0,"unicorn","184 unicorn",0
184,"Animal",5,"tiger",0,"tiger","184 tiger",0
184,"Animal",6,"butterfly",0,"butterfly","184 butterfly",0
184,"Animal",7,"penguin",0,"penguin","184 penguin",0
184,"Animal",8,"monkey",0,"monkey","184 monkey",0
184,"Animal",9,"mouse",0,"mouse","184 mouse",0
184,"Animal",10,"dog",0,"dog","184 dog",0
184,"Animal",11,"cat",0,"cat","184 cat",0
184,"Emotion",1,"bored",0,"bored","184 bored",0
184,"Emotion",2,"worried",0,"worried","184 worried",0
184,"Emotion",3,"sad",0,"sad","184 sad",0
184,"Emotion",4,"angry",0,"angry","184 angry",0
184,"Emotion",5,"mad",0,"mad","184 mad",0
184,"Emotion",6,"happy",0,"happy","184 happy",0
184,"Emotion",7,"excited",0,"excited","184 excited",0
185,"Animal",1,"bunny",0,"bunny","185 bunny",0
185,"Animal",2,"tiger",0,"tiger","185 tiger",0
185,"Animal",3,"unicorn",0,"unicorn","185 unicorn",0
185,"Animal",4,"dinosaur",0,"dinosaur","185 dinosaur",0
185,"Animal",5,"giraffe",0,"giraffe","185 giraffe",0
185,"Animal",7,"monkey",0,"monkey","185 monkey",0
185,"Animal",8,"mouse",0,"mouse","185 mouse",0
185,"Animal",9,"cheetah",0,"cheetah","185 cheetah",0
185,"Animal",10,"dolphin",0,"dolphin","185 dolphin",0
185,"Animal",12,"fish",0,"fish","185 fish",0
185,"Animal",13,"rhino",0,"rhino","185 rhino",0
185,"Animal",14,"turtle",0,"turtle","185 turtle",0
185,"Animal",15,"bird",0,"bird","185 bird",0
185,"Emotion",1,"sad",0,"sad","185 sad",0
185,"Emotion",2,"happy",0,"happy","185 happy",0
185,"Emotion",3,"comfortable",0,"comfortable","185 comfortable",0
185,"Emotion",4,"confused",0,"confused","185 confused",0
185,"Emotion",5,"uncomfortable",0,"uncomfortable","185 uncomfortable",0
185,"Emotion",6,"mad",0,"mad","185 mad",0
185,"Emotion",7,"angry",0,"angry","185 angry",0
186,"Animal",1,"cat",0,"cat","186 cat",0
186,"Animal",2,"dog",0,"dog","186 dog",0
186,"Animal",3,"squirrel",0,"squirrel","186 squirrel",0
186,"Animal",4,"raccoon",0,"raccoon","186 raccoon",0
186,"Animal",5,"cow",0,"cow","186 cow",0
186,"Animal",6,"horse",0,"horse","186 horse",0
186,"Animal",7,"pig",0,"pig","186 pig",0
186,"Animal",8,"sheep",0,"sheep","186 sheep",0
186,"Animal",9,"zebra",0,"zebra","186 zebra",0
186,"Animal",10,"alligator",0,"alligator","186 alligator",0
186,"Animal",11,"monkey",0,"monkey","186 monkey",0
186,"Emotion",1,"happy",0,"happy","186 happy",0
186,"Emotion",2,"sad",0,"sad","186 sad",0
186,"Emotion",3,"mad",0,"mad","186 mad",0
186,"Emotion",4,"surprise",0,"surprise","186 surprise",0
187,"Animal",1,"giraffe",0,"giraffe","187 giraffe",0
187,"Animal",2,"elephant",0,"elephant","187 elephant",0
187,"Animal",3,"tiger",0,"tiger","187 tiger",0
187,"Animal",4,"monkey",0,"monkey","187 monkey",0
187,"Animal",5,"toucan",0,"toucan","187 toucan",0
187,"Animal",6,"dolphin",0,"dolphin","187 dolphin",0
187,"Animal",7,"whale",0,"whale","187 whale",0
187,"Animal",8,"penguin",0,"penguin","187 penguin",0
187,"Animal",9,"lion",0,"lion","187 lion",0
187,"Emotion",1,"sad",0,"sad","187 sad",0
187,"Emotion",2,"happy",0,"happy","187 happy",0
187,"Emotion",3,"angry",0,"angry","187 angry",0
187,"Emotion",4,"nervous",0,"nervous","187 nervous",0
187,"Emotion",5,"surprise",0,"surprise","187 surprise",0
187,"Emotion",6,"embarassed",0,"embarassed","187 embarassed",0
187,"Emotion",7,"furious",0,"furious","187 furious",0
188,"Animal",1,"lion",0,"lion","188 lion",0
188,"Animal",2,"alligator",0,"alligator","188 alligator",0
188,"Animal",3,"turtle",0,"turtle","188 turtle",0
188,"Animal",4,"snake",0,"snake","188 snake",0
188,"Animal",5,"monkey",0,"monkey","188 monkey",0
188,"Animal",6,"whale",0,"whale","188 whale",0
