Subj,Word_Category,Order,Word,Time,Duplicate_or_Wrong,Notes
303,Animal,9,baby pig,todo,1,
303,Emotion,1,NA,NA,NA,
304,Animal,1,elephant,7,0,
304,Animal,2,tiger,10,0,
304,Animal,3,lion,13,0,
304,Animal,4,squirrel,18,0,
304,Animal,5,bunny,20,0,
304,Animal,6,monkey,35,0,
304,Emotion,1,happy,48,0,
304,Emotion,2,mad,53,0,
304,Emotion,3,sad,56,0,
304,Emotion,4,frustrated,58,0,
304,Emotion,5,angry,1.02,0,
305,Animal,1,NA,NA,NA,
305,Emotion,1,NA,NA,NA,
307,Animal,1,birdie,todo,0,
307,Animal,2,cardinal,todo,0,
307,Emotion,1,NA,NA,NA,
