"participant","seed","sort","image","final_img_pos","posX","posY","subject","subjCode","Age","Gender","age_bin","age_group","image_cat","image_tax_cat"
"subjCode141",141,"Practice","bus","[ 215.  -74.]",215,-74,"p141",141,3.666666667,"M","3 to 4","kids","bus","vehicle"
"subjCode141",141,"Practice","bird","[  72.  373.]",72,373,"p141",141,3.666666667,"M","3 to 4","kids","bird","animal"
"subjCode141",141,"Sort1","M07surp_c","[ 215. -223.]",215,-223,"p141",141,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode141",141,"Sort1","M07sad_o","[-357.  -74.]",-357,-74,"p141",141,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode141",141,"Sort1","M07hap_c","[  72. -223.]",72,-223,"p141",141,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode141",141,"Sort1","M07hap_o","[ 72.  75.]",72,75,"p141",141,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode141",141,"Sort1","M07neut_o","[-214.  -74.]",-214,-74,"p141",141,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode141",141,"Sort1","M07exc_o","[-71. -74.]",-71,-74,"p141",141,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode141",141,"Sort1","M07neut_c","[ 358. -223.]",358,-223,"p141",141,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode141",141,"Sort1","M07sad_c","[ 501.  224.]",501,224,"p141",141,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode141",141,"Sort1","M07disg_o","[-214.  224.]",-214,224,"p141",141,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode141",141,"Sort1","M07fear_o","[ 72. -74.]",72,-74,"p141",141,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode141",141,"Sort1","M07ang_c","[-643. -372.]",-643,-372,"p141",141,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode141",141,"Sort1","M07surp_o","[ 215.   75.]",215,75,"p141",141,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode141",141,"Sort1","M07calm_c","[ 501. -223.]",501,-223,"p141",141,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode141",141,"Sort1","M07fear_c","[ -71. -223.]",-71,-223,"p141",141,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode141",141,"Sort1","M07disg_c","[-500. -372.]",-500,-372,"p141",141,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode141",141,"Sort1","M07exc_c","[-214. -223.]",-214,-223,"p141",141,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode141",141,"Sort1","M07ang_o","[-357.  224.]",-357,224,"p141",141,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode141",141,"Sort1","M07calm_o","[ 358.   75.]",358,75,"p141",141,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode141",141,"Sort2","M08fear_o","[-643. -372.]",-643,-372,"p141",141,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode141",141,"Sort2","M17sad_o","[ 215.  373.]",215,373,"p141",141,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode141",141,"Sort2","M05exc_c","[ 358.  224.]",358,224,"p141",141,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode141",141,"Sort2","M04disg_c","[  72.  373.]",72,373,"p141",141,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode141",141,"Sort2","F01fear_c","[-71.  75.]",-71,75,"p141",141,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode141",141,"Sort2","M03calm_c","[ 501.  224.]",501,224,"p141",141,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode141",141,"Sort2","F14surp_c","[-214.  373.]",-214,373,"p141",141,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode141",141,"Sort2","F22sad_c","[-500.  373.]",-500,373,"p141",141,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode141",141,"Sort2","M12hap_o","[ -71. -223.]",-71,-223,"p141",141,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode141",141,"Sort2","F13exc_o","[  72. -223.]",72,-223,"p141",141,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode141",141,"Sort2","F17calm_o","[ 358. -223.]",358,-223,"p141",141,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode141",141,"Sort2","M15surp_o","[-643.   75.]",-643,75,"p141",141,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode141",141,"Sort2","F15hap_c","[-643.  -74.]",-643,-74,"p141",141,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode141",141,"Sort2","M02ang_c","[  72.  224.]",72,224,"p141",141,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode141",141,"Sort2","F07neut_c","[ 215.   75.]",215,75,"p141",141,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode141",141,"Sort2","F10disg_o","[ 72. -74.]",72,-74,"p141",141,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode141",141,"Sort2","F04ang_o","[-357. -372.]",-357,-372,"p141",141,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode141",141,"Sort2","M14neut_o","[-214. -372.]",-214,-372,"p141",141,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode142",142,"Practice","squirrel","[  72. -372.]",72,-372,"p142",142,3.666666667,"M","3 to 4","kids","squirrel","animal"
"subjCode142",142,"Practice","bus","[ 72. -74.]",72,-74,"p142",142,3.666666667,"M","3 to 4","kids","bus","vehicle"
"subjCode142",142,"Practice","table","[ -71. -223.]",-71,-223,"p142",142,3.666666667,"M","3 to 4","kids","table","furniture"
"subjCode142",142,"Practice","car","[ 72.  75.]",72,75,"p142",142,3.666666667,"M","3 to 4","kids","car","vehicle"
"subjCode142",142,"Practice","bird","[-71.  75.]",-71,75,"p142",142,3.666666667,"M","3 to 4","kids","bird","animal"
"subjCode142",142,"Sort1","M07sad_o","[  72. -372.]",72,-372,"p142",142,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode142",142,"Sort1","M07disg_c","[ 72. -74.]",72,-74,"p142",142,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode142",142,"Sort1","M07exc_o","[ 72.  75.]",72,75,"p142",142,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode142",142,"Sort1","M07disg_o","[ 215. -372.]",215,-372,"p142",142,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode142",142,"Sort1","M07calm_o","[  72.  224.]",72,224,"p142",142,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode142",142,"Sort1","M07ang_o","[ 215.   75.]",215,75,"p142",142,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode142",142,"Sort1","M07calm_c","[ 215.  -74.]",215,-74,"p142",142,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode142",142,"Sort1","M07ang_c","[-71. -74.]",-71,-74,"p142",142,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode142",142,"Sort1","M07surp_c","[ 358.  -74.]",358,-74,"p142",142,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode142",142,"Sort1","M07exc_c","[ -71. -223.]",-71,-223,"p142",142,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode142",142,"Sort1","M07neut_c","[  72. -223.]",72,-223,"p142",142,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode142",142,"Sort1","M07surp_o","[ 215. -223.]",215,-223,"p142",142,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode142",142,"Sort1","M07fear_c","[-214.  -74.]",-214,-74,"p142",142,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode142",142,"Sort1","M07hap_o","[-71.  75.]",-71,75,"p142",142,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode142",142,"Sort1","M07hap_c","[-214.   75.]",-214,75,"p142",142,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode142",142,"Sort1","M07neut_o","[ -71. -372.]",-71,-372,"p142",142,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode142",142,"Sort1","M07sad_c","[-214. -372.]",-214,-372,"p142",142,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode142",142,"Sort1","M07fear_o","[-214. -223.]",-214,-223,"p142",142,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode142",142,"Sort2","M17sad_o","[ 72. -74.]",72,-74,"p142",142,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode142",142,"Sort2","F07neut_c","[ -71. -372.]",-71,-372,"p142",142,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode142",142,"Sort2","M03calm_c","[  72.  224.]",72,224,"p142",142,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode142",142,"Sort2","M12hap_o","[  72.  373.]",72,373,"p142",142,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode142",142,"Sort2","M14neut_o","[ -71. -223.]",-71,-223,"p142",142,3.666666667,"M","3 to 4","kids","neut","neut"
"subjCode142",142,"Sort2","F04ang_o","[-71. -74.]",-71,-74,"p142",142,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode142",142,"Sort2","F15hap_c","[  72. -223.]",72,-223,"p142",142,3.666666667,"M","3 to 4","kids","hap","hap"
"subjCode142",142,"Sort2","F17calm_o","[  72. -372.]",72,-372,"p142",142,3.666666667,"M","3 to 4","kids","calm","calm"
"subjCode142",142,"Sort2","M08fear_o","[ 215. -223.]",215,-223,"p142",142,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode142",142,"Sort2","F10disg_o","[ 215.   75.]",215,75,"p142",142,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode142",142,"Sort2","F14surp_c","[ 215.  -74.]",215,-74,"p142",142,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode142",142,"Sort2","M15surp_o","[ 358.  -74.]",358,-74,"p142",142,3.666666667,"M","3 to 4","kids","surp","surp"
"subjCode142",142,"Sort2","M02ang_c","[ 358. -372.]",358,-372,"p142",142,3.666666667,"M","3 to 4","kids","ang","ang"
"subjCode142",142,"Sort2","M04disg_c","[ 501. -223.]",501,-223,"p142",142,3.666666667,"M","3 to 4","kids","disg","disg"
"subjCode142",142,"Sort2","M05exc_c","[-71.  75.]",-71,75,"p142",142,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode142",142,"Sort2","F01fear_c","[ -71.  224.]",-71,224,"p142",142,3.666666667,"M","3 to 4","kids","fear","fear"
"subjCode142",142,"Sort2","F22sad_c","[ 215.  224.]",215,224,"p142",142,3.666666667,"M","3 to 4","kids","sad","sad"
"subjCode142",142,"Sort2","F13exc_o","[-357.   75.]",-357,75,"p142",142,3.666666667,"M","3 to 4","kids","exc","exc"
"subjCode145",145,"Practice","table","[  72.  224.]",72,224,"p145",145,5.666666667,"F","5 to 6","kids","table","furniture"
"subjCode145",145,"Practice","bus","[ -71. -372.]",-71,-372,"p145",145,5.666666667,"F","5 to 6","kids","bus","vehicle"
"subjCode145",145,"Practice","bird","[-643.  373.]",-643,373,"p145",145,5.666666667,"F","5 to 6","kids","bird","animal"
"subjCode145",145,"Practice","squirrel","[-500.  373.]",-500,373,"p145",145,5.666666667,"F","5 to 6","kids","squirrel","animal"
"subjCode145",145,"Practice","car","[  72. -372.]",72,-372,"p145",145,5.666666667,"F","5 to 6","kids","car","vehicle"
"subjCode145",145,"Sort1","M07neut_c","[-214.  373.]",-214,373,"p145",145,5.666666667,"F","5 to 6","kids","neut","neut"
"subjCode145",145,"Sort1","M07disg_c","[ 215.  373.]",215,373,"p145",145,5.666666667,"F","5 to 6","kids","disg","disg"
"subjCode145",145,"Sort1","M07ang_c","[ 215.  224.]",215,224,"p145",145,5.666666667,"F","5 to 6","kids","ang","ang"
"subjCode145",145,"Sort1","M07surp_c","[ 644.  373.]",644,373,"p145",145,5.666666667,"F","5 to 6","kids","surp","surp"
"subjCode145",145,"Sort1","M07exc_c","[-643.  373.]",-643,373,"p145",145,5.666666667,"F","5 to 6","kids","exc","exc"
"subjCode145",145,"Sort1","M07calm_c","[ 644.  224.]",644,224,"p145",145,5.666666667,"F","5 to 6","kids","calm","calm"
"subjCode145",145,"Sort1","M07fear_o","[-357.  -74.]",-357,-74,"p145",145,5.666666667,"F","5 to 6","kids","fear","fear"
"subjCode145",145,"Sort1","M07surp_o","[-643.  224.]",-643,224,"p145",145,5.666666667,"F","5 to 6","kids","surp","surp"
"subjCode145",145,"Sort1","M07disg_o","[ 215.   75.]",215,75,"p145",145,5.666666667,"F","5 to 6","kids","disg","disg"
"subjCode145",145,"Sort1","M07sad_c","[-214.  224.]",-214,224,"p145",145,5.666666667,"F","5 to 6","kids","sad","sad"
"subjCode145",145,"Sort1","M07neut_o","[-214.  -74.]",-214,-74,"p145",145,5.666666667,"F","5 to 6","kids","neut","neut"
"subjCode145",145,"Sort1","M07calm_o","[-643.   75.]",-643,75,"p145",145,5.666666667,"F","5 to 6","kids","calm","calm"
"subjCode145",145,"Sort1","M07hap_o","[-500.  224.]",-500,224,"p145",145,5.666666667,"F","5 to 6","kids","hap","hap"
"subjCode145",145,"Sort1","M07fear_c","[ -71.  373.]",-71,373,"p145",145,5.666666667,"F","5 to 6","kids","fear","fear"
"subjCode145",145,"Sort1","M07ang_o","[ 215.  -74.]",215,-74,"p145",145,5.666666667,"F","5 to 6","kids","ang","ang"
"subjCode145",145,"Sort1","M07exc_o","[-71. -74.]",-71,-74,"p145",145,5.666666667,"F","5 to 6","kids","exc","exc"
"subjCode145",145,"Sort1","M07sad_o","[-500.  -74.]",-500,-74,"p145",145,5.666666667,"F","5 to 6","kids","sad","sad"
"subjCode145",145,"Sort1","M07hap_c","[-500.  373.]",-500,373,"p145",145,5.666666667,"F","5 to 6","kids","hap","hap"
"subjCode145",145,"Sort2","F14surp_c","[ 644.  224.]",644,224,"p145",145,5.666666667,"F","5 to 6","kids","surp","surp"
"subjCode145",145,"Sort2","F07neut_c","[ 644.  373.]",644,373,"p145",145,5.666666667,"F","5 to 6","kids","neut","neut"
"subjCode145",145,"Sort2","F17calm_o","[-643.  373.]",-643,373,"p145",145,5.666666667,"F","5 to 6","kids","calm","calm"
"subjCode145",145,"Sort2","M08fear_o","[-643. -223.]",-643,-223,"p145",145,5.666666667,"F","5 to 6","kids","fear","fear"
"subjCode145",145,"Sort2","F10disg_o","[-214.  373.]",-214,373,"p145",145,5.666666667,"F","5 to 6","kids","disg","disg"
"subjCode145",145,"Sort2","F15hap_c","[-500.  373.]",-500,373,"p145",145,5.666666667,"F","5 to 6","kids","hap","hap"
"subjCode145",145,"Sort2","F13exc_o","[-643.  224.]",-643,224,"p145",145,5.666666667,"F","5 to 6","kids","exc","exc"
"subjCode145",145,"Sort2","M15surp_o","[-643.   75.]",-643,75,"p145",145,5.666666667,"F","5 to 6","kids","surp","surp"
"subjCode145",145,"Sort2","M12hap_o","[-500.  224.]",-500,224,"p145",145,5.666666667,"F","5 to 6","kids","hap","hap"
"subjCode145",145,"Sort2","F22sad_c","[ 644.  -74.]",644,-74,"p145",145,5.666666667,"F","5 to 6","kids","sad","sad"
"subjCode145",145,"Sort2","F01fear_c","[ 644.   75.]",644,75,"p145",145,5.666666667,"F","5 to 6","kids","fear","fear"
"subjCode145",145,"Sort2","M14neut_o","[-500. -223.]",-500,-223,"p145",145,5.666666667,"F","5 to 6","kids","neut","neut"
"subjCode145",145,"Sort2","M04disg_c","[-214.  224.]",-214,224,"p145",145,5.666666667,"F","5 to 6","kids","disg","disg"
"subjCode145",145,"Sort2","M02ang_c","[ 644. -223.]",644,-223,"p145",145,5.666666667,"F","5 to 6","kids","ang","ang"
"subjCode145",145,"Sort2","F04ang_o","[-214.   75.]",-214,75,"p145",145,5.666666667,"F","5 to 6","kids","ang","ang"
"subjCode145",145,"Sort2","M03calm_c","[-500.   75.]",-500,75,"p145",145,5.666666667,"F","5 to 6","kids","calm","calm"
"subjCode145",145,"Sort2","M17sad_o","[ 644. -372.]",644,-372,"p145",145,5.666666667,"F","5 to 6","kids","sad","sad"
"subjCode145",145,"Sort2","M05exc_c","[-643.  -74.]",-643,-74,"p145",145,5.666666667,"F","5 to 6","kids","exc","exc"
"subjCode146",146,"Practice","table","[ 644.  224.]",644,224,"p146",146,4.583333333,"F","4 to 5","kids","table","furniture"
"subjCode146",146,"Practice","car","[-214.  224.]",-214,224,"p146",146,4.583333333,"F","4 to 5","kids","car","vehicle"
"subjCode146",146,"Practice","squirrel","[ -71. -223.]",-71,-223,"p146",146,4.583333333,"F","4 to 5","kids","squirrel","animal"
"subjCode146",146,"Practice","bird","[-214.  -74.]",-214,-74,"p146",146,4.583333333,"F","4 to 5","kids","bird","animal"
"subjCode146",146,"Practice","bus","[ 215.  224.]",215,224,"p146",146,4.583333333,"F","4 to 5","kids","bus","vehicle"
"subjCode146",146,"Sort1","M07neut_c","[-214. -223.]",-214,-223,"p146",146,4.583333333,"F","4 to 5","kids","neut","neut"
"subjCode146",146,"Sort1","M07surp_c","[ -71. -223.]",-71,-223,"p146",146,4.583333333,"F","4 to 5","kids","surp","surp"
"subjCode146",146,"Sort1","M07calm_c","[ 358. -223.]",358,-223,"p146",146,4.583333333,"F","4 to 5","kids","calm","calm"
"subjCode146",146,"Sort1","M07disg_o","[ 501.  373.]",501,373,"p146",146,4.583333333,"F","4 to 5","kids","disg","disg"
"subjCode146",146,"Sort1","M07sad_o","[-643.  373.]",-643,373,"p146",146,4.583333333,"F","4 to 5","kids","sad","sad"
"subjCode146",146,"Sort1","M07fear_c","[  72. -223.]",72,-223,"p146",146,4.583333333,"F","4 to 5","kids","fear","fear"
"subjCode146",146,"Sort1","M07hap_c","[ 644. -223.]",644,-223,"p146",146,4.583333333,"F","4 to 5","kids","hap","hap"
"subjCode146",146,"Sort1","M07ang_c","[ 215.   75.]",215,75,"p146",146,4.583333333,"F","4 to 5","kids","ang","ang"
"subjCode146",146,"Sort1","M07surp_o","[ 215. -223.]",215,-223,"p146",146,4.583333333,"F","4 to 5","kids","surp","surp"
"subjCode146",146,"Sort1","M07calm_o","[ 501. -223.]",501,-223,"p146",146,4.583333333,"F","4 to 5","kids","calm","calm"
"subjCode146",146,"Sort1","M07exc_o","[-357. -223.]",-357,-223,"p146",146,4.583333333,"F","4 to 5","kids","exc","exc"
"subjCode146",146,"Sort1","M07hap_o","[-500. -223.]",-500,-223,"p146",146,4.583333333,"F","4 to 5","kids","hap","hap"
"subjCode146",146,"Sort1","M07sad_c","[-500.  373.]",-500,373,"p146",146,4.583333333,"F","4 to 5","kids","sad","sad"
"subjCode146",146,"Sort1","M07neut_o","[-643. -223.]",-643,-223,"p146",146,4.583333333,"F","4 to 5","kids","neut","neut"
"subjCode146",146,"Sort1","M07ang_o","[ 644.  373.]",644,373,"p146",146,4.583333333,"F","4 to 5","kids","ang","ang"
"subjCode146",146,"Sort1","M07exc_c","[  72. -372.]",72,-372,"p146",146,4.583333333,"F","4 to 5","kids","exc","exc"
"subjCode146",146,"Sort1","M07fear_o","[-214.   75.]",-214,75,"p146",146,4.583333333,"F","4 to 5","kids","fear","fear"
"subjCode146",146,"Sort1","M07disg_c","[-357.  373.]",-357,373,"p146",146,4.583333333,"F","4 to 5","kids","disg","disg"
"subjCode146",146,"Sort2","F14surp_c","[-643.  373.]",-643,373,"p146",146,4.583333333,"F","4 to 5","kids","surp","surp"
"subjCode146",146,"Sort2","M08fear_o","[ 644. -372.]",644,-372,"p146",146,4.583333333,"F","4 to 5","kids","fear","fear"
"subjCode146",146,"Sort2","F15hap_c","[ 644.  373.]",644,373,"p146",146,4.583333333,"F","4 to 5","kids","hap","hap"
"subjCode146",146,"Sort2","M12hap_o","[ 501.  373.]",501,373,"p146",146,4.583333333,"F","4 to 5","kids","hap","hap"
"subjCode146",146,"Sort2","M17sad_o","[ 72. -74.]",72,-74,"p146",146,4.583333333,"F","4 to 5","kids","sad","sad"
"subjCode146",146,"Sort2","M02ang_c","[-643. -372.]",-643,-372,"p146",146,4.583333333,"F","4 to 5","kids","ang","ang"
"subjCode146",146,"Sort2","M05exc_c","[ 215.  373.]",215,373,"p146",146,4.583333333,"F","4 to 5","kids","exc","exc"
"subjCode146",146,"Sort2","F17calm_o","[  72.  373.]",72,373,"p146",146,4.583333333,"F","4 to 5","kids","calm","calm"
"subjCode146",146,"Sort2","M15surp_o","[ 358.  224.]",358,224,"p146",146,4.583333333,"F","4 to 5","kids","surp","surp"
"subjCode146",146,"Sort2","M14neut_o","[-500.  373.]",-500,373,"p146",146,4.583333333,"F","4 to 5","kids","neut","neut"
"subjCode146",146,"Sort2","M03calm_c","[ -71.  373.]",-71,373,"p146",146,4.583333333,"F","4 to 5","kids","calm","calm"
"subjCode146",146,"Sort2","M04disg_c","[-500. -372.]",-500,-372,"p146",146,4.583333333,"F","4 to 5","kids","disg","disg"
"subjCode146",146,"Sort2","F22sad_c","[ 358.  -74.]",358,-74,"p146",146,4.583333333,"F","4 to 5","kids","sad","sad"
"subjCode146",146,"Sort2","F01fear_c","[-214.  373.]",-214,373,"p146",146,4.583333333,"F","4 to 5","kids","fear","fear"
"subjCode146",146,"Sort2","F04ang_o","[-357. -372.]",-357,-372,"p146",146,4.583333333,"F","4 to 5","kids","ang","ang"
"subjCode146",146,"Sort2","F10disg_o","[-214. -223.]",-214,-223,"p146",146,4.583333333,"F","4 to 5","kids","disg","disg"
"subjCode146",146,"Sort2","F13exc_o","[ -71.  224.]",-71,224,"p146",146,4.583333333,"F","4 to 5","kids","exc","exc"
"subjCode146",146,"Sort2","F07neut_c","[  72.  224.]",72,224,"p146",146,4.583333333,"F","4 to 5","kids","neut","neut"
"subjCode147",147,"Practice","table","[ 215. -372.]",215,-372,"p147",147,6.083333333,"F","6 to 7","kids","table","furniture"
"subjCode147",147,"Practice","car","[-500.   75.]",-500,75,"p147",147,6.083333333,"F","6 to 7","kids","car","vehicle"
"subjCode147",147,"Practice","bird","[ 358.  224.]",358,224,"p147",147,6.083333333,"F","6 to 7","kids","bird","animal"
"subjCode147",147,"Practice","bus","[-500.  -74.]",-500,-74,"p147",147,6.083333333,"F","6 to 7","kids","bus","vehicle"
"subjCode147",147,"Practice","squirrel","[ -71.  224.]",-71,224,"p147",147,6.083333333,"F","6 to 7","kids","squirrel","animal"
"subjCode147",147,"Sort1","M07neut_o","[-643. -223.]",-643,-223,"p147",147,6.083333333,"F","6 to 7","kids","neut","neut"
"subjCode147",147,"Sort1","M07hap_o","[-214.  373.]",-214,373,"p147",147,6.083333333,"F","6 to 7","kids","hap","hap"
"subjCode147",147,"Sort1","M07surp_o","[ -71.  373.]",-71,373,"p147",147,6.083333333,"F","6 to 7","kids","surp","surp"
"subjCode147",147,"Sort1","M07neut_c","[-357. -223.]",-357,-223,"p147",147,6.083333333,"F","6 to 7","kids","neut","neut"
"subjCode147",147,"Sort1","M07ang_o","[-214. -223.]",-214,-223,"p147",147,6.083333333,"F","6 to 7","kids","ang","ang"
"subjCode147",147,"Sort1","M07calm_o","[-357.  373.]",-357,373,"p147",147,6.083333333,"F","6 to 7","kids","calm","calm"
"subjCode147",147,"Sort1","M07surp_c","[  72.  373.]",72,373,"p147",147,6.083333333,"F","6 to 7","kids","surp","surp"
"subjCode147",147,"Sort1","M07sad_o","[-500. -223.]",-500,-223,"p147",147,6.083333333,"F","6 to 7","kids","sad","sad"
"subjCode147",147,"Sort1","M07calm_c","[ 215.  373.]",215,373,"p147",147,6.083333333,"F","6 to 7","kids","calm","calm"
"subjCode147",147,"Sort1","M07fear_c","[ 501.  -74.]",501,-74,"p147",147,6.083333333,"F","6 to 7","kids","fear","fear"
"subjCode147",147,"Sort1","M07sad_c","[-214.  -74.]",-214,-74,"p147",147,6.083333333,"F","6 to 7","kids","sad","sad"
"subjCode147",147,"Sort1","M07exc_c","[ 358.  373.]",358,373,"p147",147,6.083333333,"F","6 to 7","kids","exc","exc"
"subjCode147",147,"Sort1","M07disg_o","[ 215.   75.]",215,75,"p147",147,6.083333333,"F","6 to 7","kids","disg","disg"
"subjCode147",147,"Sort1","M07exc_o","[ 72.  75.]",72,75,"p147",147,6.083333333,"F","6 to 7","kids","exc","exc"
"subjCode147",147,"Sort1","M07ang_c","[-357.  -74.]",-357,-74,"p147",147,6.083333333,"F","6 to 7","kids","ang","ang"
"subjCode147",147,"Sort1","M07hap_c","[-500.  373.]",-500,373,"p147",147,6.083333333,"F","6 to 7","kids","hap","hap"
"subjCode147",147,"Sort1","M07disg_c","[-500.  -74.]",-500,-74,"p147",147,6.083333333,"F","6 to 7","kids","disg","disg"
"subjCode147",147,"Sort1","M07fear_o","[ 358.   75.]",358,75,"p147",147,6.083333333,"F","6 to 7","kids","fear","fear"
"subjCode147",147,"Sort2","F01fear_c","[-643. -372.]",-643,-372,"p147",147,6.083333333,"F","6 to 7","kids","fear","fear"
"subjCode147",147,"Sort2","M04disg_c","[ 644.  373.]",644,373,"p147",147,6.083333333,"F","6 to 7","kids","disg","disg"
"subjCode147",147,"Sort2","M15surp_o","[-71.  75.]",-71,75,"p147",147,6.083333333,"F","6 to 7","kids","surp","surp"
"subjCode147",147,"Sort2","F14surp_c","[ 72.  75.]",72,75,"p147",147,6.083333333,"F","6 to 7","kids","surp","surp"
"subjCode147",147,"Sort2","F04ang_o","[ 501.  373.]",501,373,"p147",147,6.083333333,"F","6 to 7","kids","ang","ang"
"subjCode147",147,"Sort2","M14neut_o","[-643.  373.]",-643,373,"p147",147,6.083333333,"F","6 to 7","kids","neut","neut"
"subjCode147",147,"Sort2","M08fear_o","[-500.  373.]",-500,373,"p147",147,6.083333333,"F","6 to 7","kids","fear","fear"
"subjCode147",147,"Sort2","M17sad_o","[ 358.  373.]",358,373,"p147",147,6.083333333,"F","6 to 7","kids","sad","sad"
"subjCode147",147,"Sort2","F15hap_c","[-500. -372.]",-500,-372,"p147",147,6.083333333,"F","6 to 7","kids","hap","hap"
"subjCode147",147,"Sort2","M02ang_c","[ 358.  224.]",358,224,"p147",147,6.083333333,"F","6 to 7","kids","ang","ang"
"subjCode147",147,"Sort2","F22sad_c","[ 501.  224.]",501,224,"p147",147,6.083333333,"F","6 to 7","kids","sad","sad"
"subjCode147",147,"Sort2","F10disg_o","[ 644.  224.]",644,224,"p147",147,6.083333333,"F","6 to 7","kids","disg","disg"
"subjCode147",147,"Sort2","M12hap_o","[-357. -372.]",-357,-372,"p147",147,6.083333333,"F","6 to 7","kids","hap","hap"
"subjCode147",147,"Sort2","M03calm_c","[-214. -372.]",-214,-372,"p147",147,6.083333333,"F","6 to 7","kids","calm","calm"
"subjCode147",147,"Sort2","F17calm_o","[-214. -223.]",-214,-223,"p147",147,6.083333333,"F","6 to 7","kids","calm","calm"
"subjCode147",147,"Sort2","M05exc_c","[-357. -223.]",-357,-223,"p147",147,6.083333333,"F","6 to 7","kids","exc","exc"
"subjCode147",147,"Sort2","F07neut_c","[-643. -223.]",-643,-223,"p147",147,6.083333333,"F","6 to 7","kids","neut","neut"
"subjCode147",147,"Sort2","F13exc_o","[-500. -223.]",-500,-223,"p147",147,6.083333333,"F","6 to 7","kids","exc","exc"
"subjCode148",148,"Practice","table","[ 215.   75.]",215,75,"p148",148,6.416666667,"F","6 to 7","kids","table","furniture"
"subjCode148",148,"Practice","bus","[-71. -74.]",-71,-74,"p148",148,6.416666667,"F","6 to 7","kids","bus","vehicle"
"subjCode148",148,"Practice","squirrel","[ 215. -223.]",215,-223,"p148",148,6.416666667,"F","6 to 7","kids","squirrel","animal"
"subjCode148",148,"Practice","car","[-214.  -74.]",-214,-74,"p148",148,6.416666667,"F","6 to 7","kids","car","vehicle"
"subjCode148",148,"Practice","bird","[ 358. -223.]",358,-223,"p148",148,6.416666667,"F","6 to 7","kids","bird","animal"
