"participant","seed","sort","image","final_img_pos","posX","posY","subject","subjCode","Age","Gender","age_bin","age_group","image_cat","image_tax_cat"
"196",196,"Sort2","M12hap_o","[-500. -223.]",-500,-223,"p196",196,6.583333333,"M","6 to 7","kids","hap","hap"
"196",196,"Sort2","F01fear_c","[-71. -74.]",-71,-74,"p196",196,6.583333333,"M","6 to 7","kids","fear","fear"
"196",196,"Sort2","M08fear_o","[-500.  373.]",-500,373,"p196",196,6.583333333,"M","6 to 7","kids","fear","fear"
"196",196,"Sort2","F07neut_c","[-214.  -74.]",-214,-74,"p196",196,6.583333333,"M","6 to 7","kids","neut","neut"
"196",196,"Sort2","M05exc_c","[ 358.   75.]",358,75,"p196",196,6.583333333,"M","6 to 7","kids","exc","exc"
"196",196,"Sort2","M02ang_c","[ -71. -372.]",-71,-372,"p196",196,6.583333333,"M","6 to 7","kids","ang","ang"
"196",196,"Sort2","F10disg_o","[-214. -372.]",-214,-372,"p196",196,6.583333333,"M","6 to 7","kids","disg","disg"
"196",196,"Sort2","F22sad_c","[-357.  373.]",-357,373,"p196",196,6.583333333,"M","6 to 7","kids","sad","sad"
"197",197,"Practice","table","[-643.  373.]",-643,373,"p197",197,6.583333333,"F","6 to 7","kids","table","furniture"
"197",197,"Practice","car","[ 644. -372.]",644,-372,"p197",197,6.583333333,"F","6 to 7","kids","car","vehicle"
"197",197,"Practice","squirrel","[-71. -74.]",-71,-74,"p197",197,6.583333333,"F","6 to 7","kids","squirrel","animal"
"197",197,"Practice","bus","[ 501. -372.]",501,-372,"p197",197,6.583333333,"F","6 to 7","kids","bus","vehicle"
"197",197,"Practice","bird","[ 644.  373.]",644,373,"p197",197,6.583333333,"F","6 to 7","kids","bird","animal"
"197",197,"Sort1","M07hap_c","[ 644.  373.]",644,373,"p197",197,6.583333333,"F","6 to 7","kids","hap","hap"
"197",197,"Sort1","M07disg_o","[-643.  373.]",-643,373,"p197",197,6.583333333,"F","6 to 7","kids","disg","disg"
"197",197,"Sort1","M07surp_o","[ 644.  224.]",644,224,"p197",197,6.583333333,"F","6 to 7","kids","surp","surp"
"197",197,"Sort1","M07sad_c","[ -71. -372.]",-71,-372,"p197",197,6.583333333,"F","6 to 7","kids","sad","sad"
"197",197,"Sort1","M07exc_o","[ 358. -372.]",358,-372,"p197",197,6.583333333,"F","6 to 7","kids","exc","exc"
"197",197,"Sort1","M07sad_o","[ 358. -223.]",358,-223,"p197",197,6.583333333,"F","6 to 7","kids","sad","sad"
"197",197,"Sort1","M07hap_o","[ 644.   75.]",644,75,"p197",197,6.583333333,"F","6 to 7","kids","hap","hap"
"197",197,"Sort1","M07ang_c","[-643.  224.]",-643,224,"p197",197,6.583333333,"F","6 to 7","kids","ang","ang"
"197",197,"Sort1","M07exc_c","[ 644.  -74.]",644,-74,"p197",197,6.583333333,"F","6 to 7","kids","exc","exc"
"197",197,"Sort1","M07fear_c","[ -71. -223.]",-71,-223,"p197",197,6.583333333,"F","6 to 7","kids","fear","fear"
"197",197,"Sort1","M07fear_o","[ 358.  -74.]",358,-74,"p197",197,6.583333333,"F","6 to 7","kids","fear","fear"
"197",197,"Sort1","M07surp_c","[ 358.   75.]",358,75,"p197",197,6.583333333,"F","6 to 7","kids","surp","surp"
"197",197,"Sort1","M07neut_o","[ 358.  224.]",358,224,"p197",197,6.583333333,"F","6 to 7","kids","neut","neut"
"197",197,"Sort1","M07neut_c","[-71. -74.]",-71,-74,"p197",197,6.583333333,"F","6 to 7","kids","neut","neut"
"197",197,"Sort1","M07calm_c","[ 358.  373.]",358,373,"p197",197,6.583333333,"F","6 to 7","kids","calm","calm"
"197",197,"Sort1","M07ang_o","[-643.   75.]",-643,75,"p197",197,6.583333333,"F","6 to 7","kids","ang","ang"
"197",197,"Sort1","M07disg_c","[-214. -372.]",-214,-372,"p197",197,6.583333333,"F","6 to 7","kids","disg","disg"
"197",197,"Sort1","M07calm_o","[ 644. -223.]",644,-223,"p197",197,6.583333333,"F","6 to 7","kids","calm","calm"
"197",197,"Sort2","M05exc_c","[ 644.  373.]",644,373,"p197",197,6.583333333,"F","6 to 7","kids","exc","exc"
"197",197,"Sort2","M12hap_o","[ 644.  224.]",644,224,"p197",197,6.583333333,"F","6 to 7","kids","hap","hap"
"197",197,"Sort2","M15surp_o","[ 501. -372.]",501,-372,"p197",197,6.583333333,"F","6 to 7","kids","surp","surp"
"197",197,"Sort2","F22sad_c","[ -71. -372.]",-71,-372,"p197",197,6.583333333,"F","6 to 7","kids","sad","sad"
"197",197,"Sort2","M03calm_c","[ -71. -223.]",-71,-223,"p197",197,6.583333333,"F","6 to 7","kids","calm","calm"
"197",197,"Sort2","M17sad_o","[-357. -372.]",-357,-372,"p197",197,6.583333333,"F","6 to 7","kids","sad","sad"
"197",197,"Sort2","M04disg_c","[-643. -372.]",-643,-372,"p197",197,6.583333333,"F","6 to 7","kids","disg","disg"
"197",197,"Sort2","F17calm_o","[ 644.   75.]",644,75,"p197",197,6.583333333,"F","6 to 7","kids","calm","calm"
"197",197,"Sort2","F10disg_o","[-643. -223.]",-643,-223,"p197",197,6.583333333,"F","6 to 7","kids","disg","disg"
"197",197,"Sort2","M02ang_c","[-71. -74.]",-71,-74,"p197",197,6.583333333,"F","6 to 7","kids","ang","ang"
"197",197,"Sort2","F13exc_o","[ 501. -223.]",501,-223,"p197",197,6.583333333,"F","6 to 7","kids","exc","exc"
"197",197,"Sort2","M08fear_o","[-214. -372.]",-214,-372,"p197",197,6.583333333,"F","6 to 7","kids","fear","fear"
"197",197,"Sort2","F01fear_c","[-71.  75.]",-71,75,"p197",197,6.583333333,"F","6 to 7","kids","fear","fear"
"197",197,"Sort2","F14surp_c","[ -71.  224.]",-71,224,"p197",197,6.583333333,"F","6 to 7","kids","surp","surp"
"197",197,"Sort2","F15hap_c","[ 644.  -74.]",644,-74,"p197",197,6.583333333,"F","6 to 7","kids","hap","hap"
"197",197,"Sort2","F04ang_o","[-643.  -74.]",-643,-74,"p197",197,6.583333333,"F","6 to 7","kids","ang","ang"
"197",197,"Sort2","F07neut_c","[ -71.  373.]",-71,373,"p197",197,6.583333333,"F","6 to 7","kids","neut","neut"
"197",197,"Sort2","M14neut_o","[  72. -372.]",72,-372,"p197",197,6.583333333,"F","6 to 7","kids","neut","neut"
"198",198,"Practice","squirrel","[-643. -372.]",-643,-372,"p198",198,6.75,"F","6 to 7","kids","squirrel","animal"
"198",198,"Practice","table","[ 644.  373.]",644,373,"p198",198,6.75,"F","6 to 7","kids","table","furniture"
"198",198,"Practice","car","[ 215.   75.]",215,75,"p198",198,6.75,"F","6 to 7","kids","car","vehicle"
"198",198,"Practice","bird","[-643.  224.]",-643,224,"p198",198,6.75,"F","6 to 7","kids","bird","animal"
"198",198,"Practice","bus","[ 72.  75.]",72,75,"p198",198,6.75,"F","6 to 7","kids","bus","vehicle"
"198",198,"Sort1","M07disg_c","[ 644. -372.]",644,-372,"p198",198,6.75,"F","6 to 7","kids","disg","disg"
"198",198,"Sort1","M07fear_o","[  72.  373.]",72,373,"p198",198,6.75,"F","6 to 7","kids","fear","fear"
"198",198,"Sort1","M07disg_o","[-643.   75.]",-643,75,"p198",198,6.75,"F","6 to 7","kids","disg","disg"
"198",198,"Sort1","M07hap_c","[ 72. -74.]",72,-74,"p198",198,6.75,"F","6 to 7","kids","hap","hap"
"198",198,"Sort1","M07sad_o","[ 215.  373.]",215,373,"p198",198,6.75,"F","6 to 7","kids","sad","sad"
"198",198,"Sort1","M07surp_c","[ 215.  -74.]",215,-74,"p198",198,6.75,"F","6 to 7","kids","surp","surp"
"198",198,"Sort1","M07exc_o","[ -71.  373.]",-71,373,"p198",198,6.75,"F","6 to 7","kids","exc","exc"
"198",198,"Sort1","M07calm_c","[ 358.  -74.]",358,-74,"p198",198,6.75,"F","6 to 7","kids","calm","calm"
"198",198,"Sort1","M07neut_o","[-214.  373.]",-214,373,"p198",198,6.75,"F","6 to 7","kids","neut","neut"
"198",198,"Sort1","M07calm_o","[-71. -74.]",-71,-74,"p198",198,6.75,"F","6 to 7","kids","calm","calm"
"198",198,"Sort1","M07hap_o","[-214.  -74.]",-214,-74,"p198",198,6.75,"F","6 to 7","kids","hap","hap"
"198",198,"Sort1","M07surp_o","[-357.  -74.]",-357,-74,"p198",198,6.75,"F","6 to 7","kids","surp","surp"
"198",198,"Sort1","M07fear_c","[-500.   75.]",-500,75,"p198",198,6.75,"F","6 to 7","kids","fear","fear"
"198",198,"Sort1","M07ang_c","[ 501. -372.]",501,-372,"p198",198,6.75,"F","6 to 7","kids","ang","ang"
"198",198,"Sort1","M07sad_c","[ 358. -372.]",358,-372,"p198",198,6.75,"F","6 to 7","kids","sad","sad"
"198",198,"Sort1","M07neut_c","[-357.   75.]",-357,75,"p198",198,6.75,"F","6 to 7","kids","neut","neut"
"198",198,"Sort1","M07exc_c","[-500.  -74.]",-500,-74,"p198",198,6.75,"F","6 to 7","kids","exc","exc"
"198",198,"Sort1","M07ang_o","[-214.   75.]",-214,75,"p198",198,6.75,"F","6 to 7","kids","ang","ang"
"198",198,"Sort2","F07neut_c","[ 644.  373.]",644,373,"p198",198,6.75,"F","6 to 7","kids","neut","neut"
"198",198,"Sort2","F13exc_o","[ 501.  373.]",501,373,"p198",198,6.75,"F","6 to 7","kids","exc","exc"
"198",198,"Sort2","M12hap_o","[ 358.  373.]",358,373,"p198",198,6.75,"F","6 to 7","kids","hap","hap"
"198",198,"Sort2","M05exc_c","[ 215.  373.]",215,373,"p198",198,6.75,"F","6 to 7","kids","exc","exc"
"198",198,"Sort2","M17sad_o","[ 644. -372.]",644,-372,"p198",198,6.75,"F","6 to 7","kids","sad","sad"
"198",198,"Sort2","M08fear_o","[-643.   75.]",-643,75,"p198",198,6.75,"F","6 to 7","kids","fear","fear"
"198",198,"Sort2","M03calm_c","[  72.  373.]",72,373,"p198",198,6.75,"F","6 to 7","kids","calm","calm"
"198",198,"Sort2","F15hap_c","[ -71.  373.]",-71,373,"p198",198,6.75,"F","6 to 7","kids","hap","hap"
"198",198,"Sort2","F01fear_c","[-214.  373.]",-214,373,"p198",198,6.75,"F","6 to 7","kids","fear","fear"
"198",198,"Sort2","M14neut_o","[-357. -223.]",-357,-223,"p198",198,6.75,"F","6 to 7","kids","neut","neut"
"198",198,"Sort2","M04disg_c","[ 358.   75.]",358,75,"p198",198,6.75,"F","6 to 7","kids","disg","disg"
"198",198,"Sort2","M15surp_o","[-500.   75.]",-500,75,"p198",198,6.75,"F","6 to 7","kids","surp","surp"
"198",198,"Sort2","M02ang_c","[ 215.   75.]",215,75,"p198",198,6.75,"F","6 to 7","kids","ang","ang"
"198",198,"Sort2","F17calm_o","[-357.  373.]",-357,373,"p198",198,6.75,"F","6 to 7","kids","calm","calm"
"198",198,"Sort2","F22sad_c","[ 501. -372.]",501,-372,"p198",198,6.75,"F","6 to 7","kids","sad","sad"
"198",198,"Sort2","F14surp_c","[-357.   75.]",-357,75,"p198",198,6.75,"F","6 to 7","kids","surp","surp"
"198",198,"Sort2","F10disg_o","[ -71.  224.]",-71,224,"p198",198,6.75,"F","6 to 7","kids","disg","disg"
"198",198,"Sort2","F04ang_o","[  72.  224.]",72,224,"p198",198,6.75,"F","6 to 7","kids","ang","ang"
"199",199,"Practice","bird","[-71. -74.]",-71,-74,"p199",199,3.833333333,"F","3 to 4","kids","bird","animal"
"199",199,"Practice","squirrel","[  72.  224.]",72,224,"p199",199,3.833333333,"F","3 to 4","kids","squirrel","animal"
"199",199,"Practice","bus","[ 644.  -74.]",644,-74,"p199",199,3.833333333,"F","3 to 4","kids","bus","vehicle"
"199",199,"Practice","car","[ 644.  373.]",644,373,"p199",199,3.833333333,"F","3 to 4","kids","car","vehicle"
"199",199,"Practice","table","[  72. -372.]",72,-372,"p199",199,3.833333333,"F","3 to 4","kids","table","furniture"
"199",199,"Sort1","M07exc_c","[-71. -74.]",-71,-74,"p199",199,3.833333333,"F","3 to 4","kids","exc","exc"
"199",199,"Sort1","M07exc_o","[ 72. -74.]",72,-74,"p199",199,3.833333333,"F","3 to 4","kids","exc","exc"
"199",199,"Sort1","M07sad_o","[  72. -223.]",72,-223,"p199",199,3.833333333,"F","3 to 4","kids","sad","sad"
"199",199,"Sort1","M07neut_c","[ -71. -223.]",-71,-223,"p199",199,3.833333333,"F","3 to 4","kids","neut","neut"
"199",199,"Sort1","M07disg_o","[-214. -223.]",-214,-223,"p199",199,3.833333333,"F","3 to 4","kids","disg","disg"
"199",199,"Sort1","M07sad_c","[ 215. -223.]",215,-223,"p199",199,3.833333333,"F","3 to 4","kids","sad","sad"
"199",199,"Sort1","M07neut_o","[-214.  -74.]",-214,-74,"p199",199,3.833333333,"F","3 to 4","kids","neut","neut"
"199",199,"Sort1","M07surp_o","[-357.  -74.]",-357,-74,"p199",199,3.833333333,"F","3 to 4","kids","surp","surp"
"199",199,"Sort1","M07calm_c","[-500.  -74.]",-500,-74,"p199",199,3.833333333,"F","3 to 4","kids","calm","calm"
"199",199,"Sort1","M07surp_c","[-643.  -74.]",-643,-74,"p199",199,3.833333333,"F","3 to 4","kids","surp","surp"
"199",199,"Sort1","M07disg_c","[-357. -223.]",-357,-223,"p199",199,3.833333333,"F","3 to 4","kids","disg","disg"
"199",199,"Sort1","M07hap_c","[ 215.  -74.]",215,-74,"p199",199,3.833333333,"F","3 to 4","kids","hap","hap"
"199",199,"Sort1","M07calm_o","[ 501.  -74.]",501,-74,"p199",199,3.833333333,"F","3 to 4","kids","calm","calm"
"199",199,"Sort1","M07ang_o","[ 358. -223.]",358,-223,"p199",199,3.833333333,"F","3 to 4","kids","ang","ang"
"199",199,"Sort1","M07fear_o","[ 501. -223.]",501,-223,"p199",199,3.833333333,"F","3 to 4","kids","fear","fear"
"199",199,"Sort1","M07hap_o","[ 358.  -74.]",358,-74,"p199",199,3.833333333,"F","3 to 4","kids","hap","hap"
"199",199,"Sort1","M07fear_c","[ 644.  -74.]",644,-74,"p199",199,3.833333333,"F","3 to 4","kids","fear","fear"
"199",199,"Sort1","M07ang_c","[ 644. -223.]",644,-223,"p199",199,3.833333333,"F","3 to 4","kids","ang","ang"
"199",199,"Sort2","F10disg_o","[-643.  373.]",-643,373,"p199",199,3.833333333,"F","3 to 4","kids","disg","disg"
"199",199,"Sort2","M03calm_c","[-643.  224.]",-643,224,"p199",199,3.833333333,"F","3 to 4","kids","calm","calm"
"199",199,"Sort2","M17sad_o","[-643.   75.]",-643,75,"p199",199,3.833333333,"F","3 to 4","kids","sad","sad"
"199",199,"Sort2","F14surp_c","[-643.  -74.]",-643,-74,"p199",199,3.833333333,"F","3 to 4","kids","surp","surp"
"199",199,"Sort2","M12hap_o","[-500.  -74.]",-500,-74,"p199",199,3.833333333,"F","3 to 4","kids","hap","hap"
"199",199,"Sort2","F22sad_c","[-500.  373.]",-500,373,"p199",199,3.833333333,"F","3 to 4","kids","sad","sad"
"199",199,"Sort2","F01fear_c","[-500.  224.]",-500,224,"p199",199,3.833333333,"F","3 to 4","kids","fear","fear"
"199",199,"Sort2","M15surp_o","[-357.  -74.]",-357,-74,"p199",199,3.833333333,"F","3 to 4","kids","surp","surp"
"199",199,"Sort2","F15hap_c","[-214.  -74.]",-214,-74,"p199",199,3.833333333,"F","3 to 4","kids","hap","hap"
"199",199,"Sort2","M08fear_o","[-500.   75.]",-500,75,"p199",199,3.833333333,"F","3 to 4","kids","fear","fear"
"199",199,"Sort2","F07neut_c","[-71. -74.]",-71,-74,"p199",199,3.833333333,"F","3 to 4","kids","neut","neut"
"199",199,"Sort2","M05exc_c","[ 72. -74.]",72,-74,"p199",199,3.833333333,"F","3 to 4","kids","exc","exc"
"199",199,"Sort2","M14neut_o","[-357.   75.]",-357,75,"p199",199,3.833333333,"F","3 to 4","kids","neut","neut"
"199",199,"Sort2","F04ang_o","[-357.  224.]",-357,224,"p199",199,3.833333333,"F","3 to 4","kids","ang","ang"
"199",199,"Sort2","F13exc_o","[-214.  373.]",-214,373,"p199",199,3.833333333,"F","3 to 4","kids","exc","exc"
"199",199,"Sort2","M04disg_c","[-214.  224.]",-214,224,"p199",199,3.833333333,"F","3 to 4","kids","disg","disg"
"199",199,"Sort2","M02ang_c","[-214.   75.]",-214,75,"p199",199,3.833333333,"F","3 to 4","kids","ang","ang"
"199",199,"Sort2","F17calm_o","[ 215.  -74.]",215,-74,"p199",199,3.833333333,"F","3 to 4","kids","calm","calm"
"300",300,"Practice","squirrel","[-643.  373.]",-643,373,"p300",300,6.083333333,"F","6 to 7","kids","squirrel","animal"
"300",300,"Practice","car","[-357.  224.]",-357,224,"p300",300,6.083333333,"F","6 to 7","kids","car","vehicle"
"300",300,"Practice","bus","[-214.  224.]",-214,224,"p300",300,6.083333333,"F","6 to 7","kids","bus","vehicle"
"300",300,"Practice","table","[-71. -74.]",-71,-74,"p300",300,6.083333333,"F","6 to 7","kids","table","furniture"
"300",300,"Practice","bird","[-500.  373.]",-500,373,"p300",300,6.083333333,"F","6 to 7","kids","bird","animal"
"300",300,"Sort1","M07exc_c","[-643.  373.]",-643,373,"p300",300,6.083333333,"F","6 to 7","kids","exc","exc"
"300",300,"Sort1","M07disg_o","[-357.  224.]",-357,224,"p300",300,6.083333333,"F","6 to 7","kids","disg","disg"
"300",300,"Sort1","M07sad_o","[-71. -74.]",-71,-74,"p300",300,6.083333333,"F","6 to 7","kids","sad","sad"
"300",300,"Sort1","M07disg_c","[-214.  224.]",-214,224,"p300",300,6.083333333,"F","6 to 7","kids","disg","disg"
"300",300,"Sort1","M07calm_o","[-500.  373.]",-500,373,"p300",300,6.083333333,"F","6 to 7","kids","calm","calm"
"300",300,"Sort1","M07hap_c","[-643.  224.]",-643,224,"p300",300,6.083333333,"F","6 to 7","kids","hap","hap"
"300",300,"Sort1","M07neut_o","[ 72. -74.]",72,-74,"p300",300,6.083333333,"F","6 to 7","kids","neut","neut"
"300",300,"Sort1","M07fear_c","[ 358.   75.]",358,75,"p300",300,6.083333333,"F","6 to 7","kids","fear","fear"
"300",300,"Sort1","M07surp_o","[-643.   75.]",-643,75,"p300",300,6.083333333,"F","6 to 7","kids","surp","surp"
"300",300,"Sort1","M07hap_o","[-643.  -74.]",-643,-74,"p300",300,6.083333333,"F","6 to 7","kids","hap","hap"
"300",300,"Sort1","M07neut_c","[ 501.   75.]",501,75,"p300",300,6.083333333,"F","6 to 7","kids","neut","neut"
"300",300,"Sort1","M07ang_c","[ 215. -372.]",215,-372,"p300",300,6.083333333,"F","6 to 7","kids","ang","ang"
"300",300,"Sort1","M07exc_o","[ 215.  -74.]",215,-74,"p300",300,6.083333333,"F","6 to 7","kids","exc","exc"
"300",300,"Sort1","M07sad_c","[-357. -372.]",-357,-372,"p300",300,6.083333333,"F","6 to 7","kids","sad","sad"
"300",300,"Sort1","M07calm_c","[ 644.   75.]",644,75,"p300",300,6.083333333,"F","6 to 7","kids","calm","calm"
"300",300,"Sort1","M07ang_o","[ -71.  224.]",-71,224,"p300",300,6.083333333,"F","6 to 7","kids","ang","ang"
"300",300,"Sort1","M07surp_c","[ 501.  -74.]",501,-74,"p300",300,6.083333333,"F","6 to 7","kids","surp","surp"
"300",300,"Sort1","M07fear_o","[ 644.  373.]",644,373,"p300",300,6.083333333,"F","6 to 7","kids","fear","fear"
"300",300,"Sort2","F10disg_o","[-643.  373.]",-643,373,"p300",300,6.083333333,"F","6 to 7","kids","disg","disg"
"300",300,"Sort2","M12hap_o","[ 215.   75.]",215,75,"p300",300,6.083333333,"F","6 to 7","kids","hap","hap"
"300",300,"Sort2","M17sad_o","[-357.  -74.]",-357,-74,"p300",300,6.083333333,"F","6 to 7","kids","sad","sad"
"300",300,"Sort2","F07neut_c","[ 358. -223.]",358,-223,"p300",300,6.083333333,"F","6 to 7","kids","neut","neut"
"300",300,"Sort2","M14neut_o","[ 501. -223.]",501,-223,"p300",300,6.083333333,"F","6 to 7","kids","neut","neut"
"300",300,"Sort2","M05exc_c","[ 358.   75.]",358,75,"p300",300,6.083333333,"F","6 to 7","kids","exc","exc"
"300",300,"Sort2","F01fear_c","[ 215. -223.]",215,-223,"p300",300,6.083333333,"F","6 to 7","kids","fear","fear"
"300",300,"Sort2","M02ang_c","[-214.  -74.]",-214,-74,"p300",300,6.083333333,"F","6 to 7","kids","ang","ang"
"300",300,"Sort2","M15surp_o","[ 501.   75.]",501,75,"p300",300,6.083333333,"F","6 to 7","kids","surp","surp"
"300",300,"Sort2","M04disg_c","[-500.  373.]",-500,373,"p300",300,6.083333333,"F","6 to 7","kids","disg","disg"
"300",300,"Sort2","F14surp_c","[  72. -223.]",72,-223,"p300",300,6.083333333,"F","6 to 7","kids","surp","surp"
"300",300,"Sort2","F17calm_o","[ 72.  75.]",72,75,"p300",300,6.083333333,"F","6 to 7","kids","calm","calm"
"300",300,"Sort2","M03calm_c","[ -71. -223.]",-71,-223,"p300",300,6.083333333,"F","6 to 7","kids","calm","calm"
"300",300,"Sort2","F22sad_c","[ 644. -223.]",644,-223,"p300",300,6.083333333,"F","6 to 7","kids","sad","sad"
"300",300,"Sort2","F15hap_c","[ 644.   75.]",644,75,"p300",300,6.083333333,"F","6 to 7","kids","hap","hap"
"300",300,"Sort2","F04ang_o","[-357.  373.]",-357,373,"p300",300,6.083333333,"F","6 to 7","kids","ang","ang"
"300",300,"Sort2","M08fear_o","[-214. -223.]",-214,-223,"p300",300,6.083333333,"F","6 to 7","kids","fear","fear"
"300",300,"Sort2","F13exc_o","[-71.  75.]",-71,75,"p300",300,6.083333333,"F","6 to 7","kids","exc","exc"
"301",301,"Practice","bird","[-643.  373.]",-643,373,"p301",301,6.916666667,"M","6 to 7","kids","bird","animal"
"301",301,"Practice","bus","[-643. -372.]",-643,-372,"p301",301,6.916666667,"M","6 to 7","kids","bus","vehicle"
"301",301,"Practice","car","[-500. -372.]",-500,-372,"p301",301,6.916666667,"M","6 to 7","kids","car","vehicle"
"301",301,"Practice","squirrel","[-357.  373.]",-357,373,"p301",301,6.916666667,"M","6 to 7","kids","squirrel","animal"
"301",301,"Practice","table","[ 501.   75.]",501,75,"p301",301,6.916666667,"M","6 to 7","kids","table","furniture"
"301",301,"Sort1","M07calm_o","[-643.  373.]",-643,373,"p301",301,6.916666667,"M","6 to 7","kids","calm","calm"
"301",301,"Sort1","M07neut_c","[ 644.  373.]",644,373,"p301",301,6.916666667,"M","6 to 7","kids","neut","neut"
"301",301,"Sort1","M07hap_c","[-500.  373.]",-500,373,"p301",301,6.916666667,"M","6 to 7","kids","hap","hap"
"301",301,"Sort1","M07surp_c","[ 644. -372.]",644,-372,"p301",301,6.916666667,"M","6 to 7","kids","surp","surp"
"301",301,"Sort1","M07hap_o","[-357.  373.]",-357,373,"p301",301,6.916666667,"M","6 to 7","kids","hap","hap"
"301",301,"Sort1","M07exc_o","[ 501. -372.]",501,-372,"p301",301,6.916666667,"M","6 to 7","kids","exc","exc"
"301",301,"Sort1","M07sad_c","[-643. -372.]",-643,-372,"p301",301,6.916666667,"M","6 to 7","kids","sad","sad"
"301",301,"Sort1","M07ang_o","[ 501.  373.]",501,373,"p301",301,6.916666667,"M","6 to 7","kids","ang","ang"
"301",301,"Sort1","M07exc_c","[-214.  373.]",-214,373,"p301",301,6.916666667,"M","6 to 7","kids","exc","exc"
"301",301,"Sort1","M07disg_c","[ 72.  75.]",72,75,"p301",301,6.916666667,"M","6 to 7","kids","disg","disg"
"301",301,"Sort1","M07fear_o","[ -71. -372.]",-71,-372,"p301",301,6.916666667,"M","6 to 7","kids","fear","fear"
"301",301,"Sort1","M07calm_c","[-643.   75.]",-643,75,"p301",301,6.916666667,"M","6 to 7","kids","calm","calm"
"301",301,"Sort1","M07disg_o","[ 644.   75.]",644,75,"p301",301,6.916666667,"M","6 to 7","kids","disg","disg"
"301",301,"Sort1","M07surp_o","[-357.  224.]",-357,224,"p301",301,6.916666667,"M","6 to 7","kids","surp","surp"
"301",301,"Sort1","M07ang_c","[-214.  -74.]",-214,-74,"p301",301,6.916666667,"M","6 to 7","kids","ang","ang"
"301",301,"Sort1","M07fear_c","[ 215. -372.]",215,-372,"p301",301,6.916666667,"M","6 to 7","kids","fear","fear"
"301",301,"Sort1","M07sad_o","[-357. -372.]",-357,-372,"p301",301,6.916666667,"M","6 to 7","kids","sad","sad"
"301",301,"Sort1","M07neut_o","[ 358.  -74.]",358,-74,"p301",301,6.916666667,"M","6 to 7","kids","neut","neut"
"301",301,"Sort2","M14neut_o","[ 644. -372.]",644,-372,"p301",301,6.916666667,"M","6 to 7","kids","neut","neut"
"301",301,"Sort2","F14surp_c","[  72. -372.]",72,-372,"p301",301,6.916666667,"M","6 to 7","kids","surp","surp"
"301",301,"Sort2","M05exc_c","[-643.   75.]",-643,75,"p301",301,6.916666667,"M","6 to 7","kids","exc","exc"
"301",301,"Sort2","M08fear_o","[ 358.  224.]",358,224,"p301",301,6.916666667,"M","6 to 7","kids","fear","fear"
"301",301,"Sort2","M04disg_c","[ 358.  -74.]",358,-74,"p301",301,6.916666667,"M","6 to 7","kids","disg","disg"
"301",301,"Sort2","M03calm_c","[-357.  224.]",-357,224,"p301",301,6.916666667,"M","6 to 7","kids","calm","calm"
"301",301,"Sort2","F22sad_c","[-357. -223.]",-357,-223,"p301",301,6.916666667,"M","6 to 7","kids","sad","sad"
"301",301,"Sort2","F04ang_o","[ 215.  -74.]",215,-74,"p301",301,6.916666667,"M","6 to 7","kids","ang","ang"
"301",301,"Sort2","F10disg_o","[ 215.   75.]",215,75,"p301",301,6.916666667,"M","6 to 7","kids","disg","disg"
"301",301,"Sort2","F07neut_c","[-71.  75.]",-71,75,"p301",301,6.916666667,"M","6 to 7","kids","neut","neut"
"301",301,"Sort2","F13exc_o","[-643.  224.]",-643,224,"p301",301,6.916666667,"M","6 to 7","kids","exc","exc"
"301",301,"Sort2","F15hap_c","[-500.  -74.]",-500,-74,"p301",301,6.916666667,"M","6 to 7","kids","hap","hap"
"301",301,"Sort2","M12hap_o","[-643.  373.]",-643,373,"p301",301,6.916666667,"M","6 to 7","kids","hap","hap"
"301",301,"Sort2","M15surp_o","[ 358. -372.]",358,-372,"p301",301,6.916666667,"M","6 to 7","kids","surp","surp"
"301",301,"Sort2","F17calm_o","[-643.  -74.]",-643,-74,"p301",301,6.916666667,"M","6 to 7","kids","calm","calm"
"301",301,"Sort2","M02ang_c","[-214.  -74.]",-214,-74,"p301",301,6.916666667,"M","6 to 7","kids","ang","ang"
"301",301,"Sort2","M17sad_o","[-357. -372.]",-357,-372,"p301",301,6.916666667,"M","6 to 7","kids","sad","sad"
"301",301,"Sort2","F01fear_c","[ -71. -372.]",-71,-372,"p301",301,6.916666667,"M","6 to 7","kids","fear","fear"
"302",302,"Practice","squirrel","[ 644.  -74.]",644,-74,"p302",302,5,"M","5 to 6","kids","squirrel","animal"
"302",302,"Practice","bus","[  72. -372.]",72,-372,"p302",302,5,"M","5 to 6","kids","bus","vehicle"
"302",302,"Practice","table","[ -71.  373.]",-71,373,"p302",302,5,"M","5 to 6","kids","table","furniture"
"302",302,"Practice","bird","[-643.  373.]",-643,373,"p302",302,5,"M","5 to 6","kids","bird","animal"
"302",302,"Practice","car","[-643.   75.]",-643,75,"p302",302,5,"M","5 to 6","kids","car","vehicle"
"302",302,"Sort1","M07sad_o","[ 644.   75.]",644,75,"p302",302,5,"M","5 to 6","kids","sad","sad"
"302",302,"Sort1","M07neut_c","[-643.  224.]",-643,224,"p302",302,5,"M","5 to 6","kids","neut","neut"
"302",302,"Sort1","M07fear_o","[ 501.   75.]",501,75,"p302",302,5,"M","5 to 6","kids","fear","fear"
"302",302,"Sort1","M07sad_c","[-643. -372.]",-643,-372,"p302",302,5,"M","5 to 6","kids","sad","sad"
