"participant","image","valence","arousal","positivity","negativity"
"926","M14neut_o",4,1,0,0
"926","F22sad_c",3,5,1,1
"926","M07exc_o",5,5,1,1
"926","F10disg_o",1,7,4,4
"926","M03calm_c",5,1,0,0
"926","F07neut_c",4,2,2,2
"926","M07hap_o",6,4,0,0
"926","M07calm_c",5,1,0,0
"926","M04disg_c",1,6,3,3
"926","M08fear_o",3,5,3,3
"926","M17sad_o",3,5,1,1
"926","M07surp_o",7,7,0,0
"926","M07neut_c",4,2,1,1
"927","M07surp_o",7,7,4,0
"927","M07neut_o",3,3,1,1
"927","F07neut_c",4,2,2,2
"927","M07neut_c",4,2,0,1
"927","M07calm_o",5,4,2,2
"927","F14surp_c",3,5,2,2
"927","M12hap_o",5,5,1,1
"927","M15surp_o",3,5,2,1
"927","M07surp_c",3,3,2,1
"927","M08fear_o",3,5,1,1
"927","M05exc_c",6,6,3,1
"927","M07ang_c",2,6,0,3
"927","F04ang_o",2,5,3,1
"927","M07fear_c",3,5,1,2
"927","M07ang_o",2,5,0,2
"927","M07sad_o",3,5,0,3
"927","M07fear_o",3,5,1,1
"927","F10disg_o",3,5,1,2
"927","M07exc_c",6,6,3,1
"927","M07exc_o",5,5,1,1
"927","M14neut_o",3,3,1,1
"927","F15hap_c",5,5,2,0
"927","F01fear_c",5,2,2,2
"927","M04disg_c",3,5,1,3
"927","M07sad_c",3,3,0,2
"927","M02ang_c",2,3,0,2
"927","M07disg_o",2,6,1,2
"927","M07hap_o",6,6,3,0
"927","F13exc_o",6,5,3,2
"927","F17calm_o",5,3,1,0
"927","M07hap_c",5,5,3,1
"927","M07disg_c",2,5,0,3
"927","M17sad_o",3,3,1,2
"927","M03calm_c",4,2,1,1
"927","M07calm_c",4,2,1,1
"927","F22sad_c",3,3,1,2
"928","M07neut_c",4,4,0,1
"928","M14neut_o",3,5,1,0
"928","M07exc_o",5,5,1,1
"928","M12hap_o",6,3,2,1
"928","M07fear_o",2,5,1,3
"928","F10disg_o",1,6,0,4
"928","M07calm_c",5,1,2,2
"928","M08fear_o",2,5,0,2
"928","F22sad_c",3,3,0,2
"928","M04disg_c",3,3,0,3
"928","M07surp_o",7,3,2,3
"928","M07fear_c",4,5,0,1
"928","M07hap_c",6,3,2,0
"928","F17calm_o",6,3,2,0
"928","M15surp_o",2,6,1,1
"928","F04ang_o",1,6,0,4
"928","M07sad_o",4,3,0,3
"928","F01fear_c",3,5,1,1
"928","F14surp_c",3,5,2,2
"928","M07neut_o",3,3,0,2
"928","M05exc_c",6,6,3,0
"928","M07disg_c",2,5,0,2
"928","M03calm_c",4,4,2,2
"928","M07ang_o",3,5,0,3
"928","F07neut_c",4,3,2,2
"928","M07ang_c",3,5,0,4
"928","M07hap_o",6,2,2,0
"928","F13exc_o",7,6,4,4
"928","M17sad_o",2,5,2,0
"928","M07sad_c",3,3,0,2
"928","M07exc_c",6,6,3,0
"928","F15hap_c",5,3,0,1
"928","M07surp_c",5,3,1,1
"928","M07calm_o",5,5,1,0
"928","M02ang_c",2,5,1,1
"928","M07disg_o",3,6,1,2
"929","M07ang_o",2,4,2,2
"929","M07neut_c",4,4,2,2
"929","M02ang_c",3,4,4,0
"929","M07disg_o",1,4,4,0
"929","M07sad_o",3,4,2,2
"929","F01fear_c",4,5,3,2
"929","M03calm_c",5,4,1,3
"929","M14neut_o",4,4,2,1
"929","M04disg_c",1,4,2,2
"929","M07hap_c",7,5,2,3
"929","M07fear_c",4,4,1,2
"929","F14surp_c",4,4,1,1
"929","M15surp_o",4,4,2,2
"929","F07neut_c",4,4,1,2
"929","M07fear_o",4,4,0,2
"929","M17sad_o",3,4,1,1
"929","M07hap_o",7,7,3,4
"929","M07ang_c",1,4,1,2
"929","M07calm_o",6,5,0,0
"929","M07exc_c",6,4,4,4
"929","M07calm_c",5,5,2,3
"929","F10disg_o",1,4,4,1
"929","M07surp_o",7,7,4,4
"929","F22sad_c",3,4,3,1
"929","F04ang_o",1,4,0,0
"929","M07surp_c",4,4,1,3
"929","M12hap_o",6,6,3,4
"929","M07disg_c",2,2,1,2
"929","M05exc_c",6,5,3,1
"929","F15hap_c",6,4,0,0
"929","F13exc_o",7,7,4,4
"929","M07exc_o",4,4,3,3
"929","F17calm_o",5,6,2,4
"929","M07neut_o",4,4,0,2
"929","M07sad_c",3,4,1,2
"929","M08fear_o",4,6,0,1
"930","M14neut_o",3,4,0,4
"930","M03calm_c",5,3,1,4
"930","M07disg_o",1,4,0,2
"930","M07exc_c",3,4,0,3
"930","M07disg_c",3,3,0,2
"930","F10disg_o",2,4,0,2
"930","M07neut_c",4,3,0,1
"930","F17calm_o",5,5,0,1
"930","F07neut_c",4,2,0,3
"930","F22sad_c",3,3,1,1
"930","M07exc_o",5,4,0,2
"930","M07sad_o",3,4,0,2
"930","F15hap_c",3,4,0,2
"930","M07ang_o",4,4,0,1
"930","M07hap_o",5,3,0,2
"930","F04ang_o",2,4,0,2
"930","M02ang_c",4,4,0,2
"930","M07neut_o",4,4,0,1
"930","M07calm_o",5,4,0,2
"930","M12hap_o",4,4,1,1
"930","M07fear_c",3,4,0,2
"930","M07ang_c",3,3,1,1
"930","M05exc_c",5,5,1,1
"930","M07surp_c",4,4,1,2
"930","M07calm_c",4,3,0,2
"930","M07hap_c",5,3,0,3
"930","M07sad_c",3,3,0,1
"930","M15surp_o",5,5,2,4
"930","F14surp_c",3,3,0,1
"930","M07fear_o",3,3,0,1
"930","M07surp_o",5,4,0,1
"930","M17sad_o",3,3,0,2
"930","F01fear_c",3,3,0,2
"930","M04disg_c",3,5,0,2
"930","F13exc_o",3,3,0,2
"930","M08fear_o",4,4,1,2
"931","F04ang_o",2,6,0,4
"931","F14surp_c",3,5,1,2
"931","M07hap_c",5,6,3,0
"931","M07sad_o",3,3,0,3
"931","M07neut_c",4,4,0,1
"931","M03calm_c",5,3,1,0
"931","M07neut_o",3,2,0,1
"931","M07surp_o",7,6,4,0
"931","M07exc_c",7,6,2,0
"931","M05exc_c",6,5,3,0
"931","M07fear_o",3,5,0,2
"931","M07disg_c",2,4,0,3
"931","F22sad_c",2,5,0,2
"931","M07surp_c",4,3,1,1
"931","M15surp_o",3,5,2,1
"931","M07calm_c",4,2,1,0
"931","M12hap_o",6,2,1,0
"931","M07exc_o",3,5,2,1
"931","M02ang_c",2,5,0,3
"931","M04disg_c",1,5,0,3
"931","M07calm_o",5,2,2,0
"931","F17calm_o",5,3,2,0
"931","F13exc_o",6,6,3,0
"931","M07sad_c",1,5,0,3
"931","M14neut_o",3,4,0,2
"931","M07fear_c",3,5,1,2
"931","M08fear_o",3,4,0,2
"931","F07neut_c",4,2,2,1
"931","F01fear_c",3,5,0,2
"931","M17sad_o",3,5,0,3
"931","F15hap_c",5,6,4,0
"931","M07disg_o",2,3,0,1
"931","M07hap_o",7,5,4,0
"931","F10disg_o",2,6,0,4
"931","M07ang_c",2,5,0,3
"931","M07ang_o",2,5,0,1
"932","F01fear_c",3,3,0,2
"932","M07disg_o",2,4,1,3
"932","M07surp_c",5,3,1,0
"932","F17calm_o",6,5,2,0
"932","M17sad_o",3,3,1,1
"932","M07calm_o",5,3,2,0
"932","F15hap_c",5,2,2,0
"932","M15surp_o",3,5,0,1
"932","M08fear_o",4,4,1,1
"932","M05exc_c",5,5,3,0
"932","M07sad_c",2,3,0,3
"932","M07fear_o",3,3,0,1
"932","F14surp_c",4,3,0,2
"932","M04disg_c",2,4,0,3
"932","M03calm_c",5,5,1,0
"932","M07fear_c",4,4,0,1
"932","M07neut_c",4,3,0,0
"932","F07neut_c",4,1,1,0
"932","F10disg_o",2,4,0,4
"932","M07hap_c",7,5,3,0
"932","M02ang_c",4,3,0,1
"932","M07exc_o",4,3,0,0
"932","M07ang_o",2,4,0,2
"932","F04ang_o",1,3,0,4
"932","M14neut_o",4,2,0,0
"932","M07calm_c",5,5,1,0
"932","M07neut_o",4,3,1,0
"932","F22sad_c",3,3,0,1
"932","M07exc_c",6,7,3,0
"932","M07ang_c",3,3,0,3
"932","M07hap_o",7,7,4,0
"932","M07sad_o",3,3,0,1
"932","M12hap_o",5,5,2,0
"932","F13exc_o",7,6,4,0
"932","M07surp_o",7,7,4,0
"932","M07disg_c",1,4,0,3
"933","M07disg_o",3,6,1,2
"933","M07surp_o",7,7,4,0
"933","M07disg_c",3,3,1,3
"933","M07ang_c",4,2,1,1
"933","F01fear_c",4,2,2,2
"933","M07fear_c",3,4,1,2
"933","M07sad_o",2,2,1,3
"933","M07neut_c",5,2,2,2
"933","M04disg_c",2,3,2,1
"933","F15hap_c",6,7,4,0
"933","M08fear_o",4,3,1,2
"933","F22sad_c",2,1,1,2
"933","M07exc_c",7,6,3,1
"933","M12hap_o",7,7,4,0
"933","M07fear_o",3,2,1,2
"933","M03calm_c",5,5,2,0
"933","M07ang_o",2,5,0,3
"933","F04ang_o",3,7,4,0
"933","M07neut_o",3,3,1,2
"933","M17sad_o",3,2,0,2
"933","M07hap_c",6,5,3,0
"933","F07neut_c",4,3,2,2
"933","F13exc_o",7,7,4,0
"933","M07sad_c",1,3,1,2
"933","M07calm_c",5,5,3,1
"933","F10disg_o",3,3,1,3
"933","M07exc_o",5,5,2,1
"933","F14surp_c",3,3,1,2
"933","M07surp_c",5,5,3,1
"933","M14neut_o",2,2,2,2
"933","M05exc_c",7,6,4,0
"933","M02ang_c",3,3,1,2
"933","F17calm_o",6,5,3,0
"933","M15surp_o",5,6,3,1
"933","M07hap_o",7,7,3,0
"933","M07calm_o",6,5,3,1
"934","M07neut_c",4,3,1,1
"934","M07surp_c",5,5,3,2
"934","M07ang_o",2,3,0,4
"934","F22sad_c",2,3,0,2
"934","M15surp_o",3,5,1,2
"934","M07exc_o",5,5,1,3
"934","M14neut_o",2,3,1,3
"934","F01fear_c",5,3,2,2
"934","F14surp_c",3,3,0,1
"934","F13exc_o",7,7,4,0
"934","M07calm_c",5,4,2,1
"934","M07hap_o",7,5,4,0
"934","M07surp_o",7,6,3,0
"934","F15hap_c",6,5,3,0
"934","M03calm_c",5,2,2,2
"934","M07hap_c",6,6,3,0
"934","F17calm_o",6,5,2,1
"934","M07disg_o",3,3,0,3
"934","M02ang_c",2,3,1,1
"934","M04disg_c",1,1,0,4
"934","M07sad_o",2,3,1,3
"934","M07fear_c",3,4,0,2
"934","M07exc_c",6,6,3,0
"934","M17sad_o",3,3,0,4
"934","M07ang_c",1,2,0,4
"934","F10disg_o",1,2,0,3
"934","M07disg_c",1,1,0,4
"934","F04ang_o",2,2,0,4
"934","M07sad_c",1,1,0,4
"934","F07neut_c",4,4,2,2
"934","M07fear_o",3,2,1,4
"934","M05exc_c",4,6,3,0
"934","M12hap_o",5,5,3,0
"934","M07neut_o",3,2,0,3
"934","M07calm_o",5,3,3,0
"934","M08fear_o",3,5,1,3
"935","M07disg_o",2,4,2,2
"935","M07disg_c",2,4,0,3
"935","M07calm_c",6,4,2,2
"935","M07fear_o",3,4,0,3
"935","M07surp_c",5,4,2,2
"935","M07calm_o",6,5,3,0
"935","F04ang_o",2,4,0,3
"935","M15surp_o",3,5,2,2
"935","M07hap_o",6,6,3,0
"935","M07exc_c",5,5,3,0
"935","M04disg_c",3,4,0,3
"935","F22sad_c",3,4,0,3
"935","M07ang_c",3,4,0,3
"935","M07sad_o",2,4,0,3
"935","F13exc_o",6,6,3,0
"935","F14surp_c",3,4,0,1
"935","M17sad_o",2,4,0,3
"935","M07sad_c",3,4,0,3
"935","M07ang_o",2,4,0,3
"935","M02ang_c",3,4,0,3
"935","F15hap_c",5,2,3,0
"935","M07exc_o",4,5,1,1
"935","F10disg_o",2,4,0,3
"935","M14neut_o",3,4,1,3
"935","F07neut_c",4,4,2,2
"935","M07surp_o",6,6,4,0
"935","M05exc_c",5,5,3,0
"935","M03calm_c",4,2,2,2
"935","F01fear_c",3,4,2,1
"935","M07fear_c",3,4,0,2
"935","M12hap_o",3,4,0,3
"935","F17calm_o",6,4,3,0
"935","M07neut_o",4,4,2,2
"935","M07hap_c",5,3,3,0
"935","M07neut_c",3,4,2,2
"935","M08fear_o",2,4,1,3
"936","F04ang_o",2,7,0,3
"936","F17calm_o",5,5,3,0
"936","M07surp_c",4,3,1,1
"936","M12hap_o",6,6,2,0
"936","M07sad_c",2,5,0,1
"936","F07neut_c",4,1,0,0
"936","M07disg_o",1,6,0,2
"936","F01fear_c",3,3,0,2
"936","M07hap_o",7,6,3,0
"936","M07ang_c",1,7,0,3
"936","M07calm_c",4,1,1,0
"936","M07disg_c",1,3,0,2
"936","M07fear_c",3,3,0,1
"936","F13exc_o",7,7,4,0
"936","M07surp_o",7,7,4,0
"936","M04disg_c",2,6,0,1
"936","M07neut_c",4,1,0,0
"936","M07exc_o",5,5,1,0
"936","M07sad_o",3,5,0,1
"936","M05exc_c",7,7,4,0
"936","M07calm_o",5,3,2,0
"936","M07neut_o",3,2,0,0
"936","F22sad_c",3,5,0,1
"936","F10disg_o",2,7,0,2
"936","M07exc_c",7,5,3,0
"936","M02ang_c",2,5,0,3
"936","M08fear_o",3,5,0,0
"936","M17sad_o",2,5,0,1
"936","F14surp_c",3,5,0,1
"936","M07ang_o",2,6,0,3
"936","M15surp_o",3,6,2,1
"936","M07hap_c",7,5,2,0
"936","M14neut_o",4,1,0,1
"936","M03calm_c",4,1,0,0
"936","F15hap_c",6,5,4,0
"936","M07fear_o",3,5,0,1
"937","M07fear_o",3,4,0,3
"937","M03calm_c",6,3,2,0
"937","M07hap_o",7,7,4,0
"937","M07surp_o",7,7,4,0
"937","F07neut_c",4,1,1,0
"937","M07hap_c",6,2,3,0
"937","F15hap_c",5,5,3,0
"937","M07ang_o",2,6,0,3
"937","F10disg_o",1,7,0,4
"937","M07neut_o",3,1,2,2
"937","F22sad_c",3,6,2,0
"937","M07sad_c",2,6,0,4
"937","M07calm_o",5,1,3,0
"937","M07surp_c",4,4,1,0
"937","M07disg_o",1,7,0,4
"937","M05exc_c",7,7,4,0
"937","M04disg_c",1,7,0,4
"937","M02ang_c",2,3,0,3
"937","M12hap_o",5,5,4,0
"937","M08fear_o",3,5,0,1
"937","F17calm_o",6,5,4,0
"937","M07exc_o",5,3,1,0
"937","F04ang_o",1,6,0,4
"937","M17sad_o",2,5,0,3
"937","M14neut_o",4,2,2,2
"937","M07fear_c",4,5,2,2
"937","M07disg_c",4,6,0,3
"937","M07exc_c",7,1,4,0
"937","F13exc_o",7,7,4,0
"937","F14surp_c",2,5,0,3
"937","M07sad_o",2,6,1,1
"937","M07neut_c",4,4,2,2
"937","M15surp_o",5,4,2,1
"937","F01fear_c",4,4,1,0
"937","M07ang_c",2,7,0,4
"937","M07calm_c",5,1,2,0
"938","M04disg_c",2,3,0,4
"938","F10disg_o",1,3,0,3
"938","M08fear_o",4,1,0,3
"938","M07ang_c",3,3,0,3
"938","M15surp_o",5,2,1,2
"938","M05exc_c",7,5,3,1
"938","M07exc_c",7,6,3,0
"938","M07fear_c",3,4,0,3
"938","M07calm_o",4,4,3,0
"938","F15hap_c",7,5,3,1
"938","M17sad_o",2,3,0,4
"938","M02ang_c",2,2,1,3
"938","M07exc_o",5,5,0,1
"938","M07neut_c",4,2,2,2
"938","M07surp_c",5,4,2,1
"938","M07ang_o",3,3,1,2
"938","M07hap_c",6,5,2,0
"938","M03calm_c",5,1,2,1
"938","F13exc_o",7,7,4,0
"938","F01fear_c",3,3,2,2
"938","M07neut_o",3,4,2,2
"938","M07sad_c",1,2,0,3
"938","F07neut_c",3,1,2,2
"938","M14neut_o",4,1,2,2
"938","M12hap_o",6,4,3,0
"938","F04ang_o",1,3,0,3
"938","M07surp_o",7,7,4,0
"938","F17calm_o",6,6,1,0
"938","M07disg_o",2,4,0,3
"938","F14surp_c",2,2,0,2
"938","M07fear_o",3,3,0,2
"938","M07hap_o",7,6,4,0
"938","M07disg_c",2,4,0,3
"938","M07calm_c",4,5,1,0
"938","M07sad_o",3,2,0,1
"938","F22sad_c",3,2,0,1
"939","M07fear_c",2,5,1,2
"939","M14neut_o",3,4,0,0
"939","M07disg_c",2,5,0,3
"939","M07exc_c",7,6,3,1
"939","F07neut_c",4,3,0,1
"939","M03calm_c",6,1,2,0
"939","M07neut_o",3,3,2,2
"939","M07sad_c",1,5,0,1
"939","F22sad_c",2,3,0,1
"939","M08fear_o",3,5,0,2
"939","M07hap_c",6,3,4,0
"939","M07calm_c",5,2,2,0
"939","M15surp_o",2,5,0,2
"939","M07ang_c",2,5,0,2
"939","M05exc_c",6,5,2,0
"939","M07fear_o",3,5,0,1
"939","M07surp_c",4,2,1,2
"939","M07neut_c",3,2,2,1
"939","M07exc_o",3,5,1,1
"939","M07sad_o",2,5,1,1
"939","F04ang_o",1,6,0,3
"939","F17calm_o",5,2,2,0
"939","M07ang_o",2,5,0,3
"939","M04disg_c",3,5,1,3
"939","M07hap_o",7,2,4,0
"939","M12hap_o",6,3,3,1
"939","F01fear_c",3,5,0,3
"939","M07disg_o",2,5,0,2
"939","F13exc_o",6,6,3,0
"939","M02ang_c",3,5,0,3
"939","M07calm_o",5,1,2,1
"939","F14surp_c",3,6,0,3
"939","F15hap_c",6,2,3,0
"939","M17sad_o",3,5,0,1
"939","F10disg_o",2,6,0,3
"939","M07surp_o",7,6,4,0
"940","F07neut_c",4,3,0,2
"940","M17sad_o",2,3,1,1
"940","F14surp_c",3,5,3,1
"940","M07disg_o",3,5,0,2
"940","M07hap_c",6,6,2,2
"940","M07neut_c",4,4,0,2
"940","M07surp_c",5,6,3,1
"940","M15surp_o",3,5,0,3
"940","F01fear_c",4,4,1,2
"940","F04ang_o",2,4,1,2
"940","M02ang_c",2,3,3,2
"940","M07sad_c",3,2,0,4
"940","M07fear_c",4,3,2,0
"940","M07surp_o",7,3,2,3
"940","M07disg_c",2,3,0,3
"940","M07sad_o",3,2,1,2
"940","M05exc_c",5,6,3,3
"940","M07neut_o",4,3,2,3
"940","F22sad_c",3,3,3,3
"940","M08fear_o",4,3,3,3
"940","M03calm_c",4,5,2,4
"940","F10disg_o",2,1,1,2
"940","M07exc_c",5,4,1,2
"940","M12hap_o",6,5,4,1
"940","M07hap_o",7,7,0,2
"940","M07ang_o",3,4,4,0
"940","M07fear_o",4,3,3,3
"940","M07calm_c",5,4,2,3
"940","F13exc_o",5,4,1,0
"940","M07ang_c",1,2,4,4
"940","M07calm_o",4,6,4,4
"940","F15hap_c",5,4,3,2
"940","F17calm_o",5,5,2,0
"940","M04disg_c",2,1,2,2
"940","M14neut_o",4,1,4,3
"940","M07exc_o",4,4,1,1
"941","M04disg_c",2,5,0,3
"941","F04ang_o",2,6,0,4
"941","M07hap_c",7,3,4,0
"941","M07sad_o",2,4,0,2
"941","M07fear_c",2,6,0,3
"941","M03calm_c",5,2,3,1
"941","F10disg_o",1,6,0,3
"941","M17sad_o",2,4,0,2
"941","M05exc_c",7,5,4,0
"941","M07exc_o",4,6,3,1
"941","M07ang_c",1,4,0,3
"941","F14surp_c",3,6,0,4
"941","M07neut_o",4,4,0,1
"941","M08fear_o",3,5,0,2
"941","F13exc_o",7,7,4,0
"941","M07calm_c",5,3,2,0
"941","F07neut_c",4,2,2,2
"941","F01fear_c",4,3,1,1
"941","M14neut_o",3,3,0,2
"941","M07hap_o",7,6,4,0
"941","M15surp_o",5,6,3,1
"941","M07exc_c",7,7,4,0
"941","M07disg_o",1,6,0,4
"941","M12hap_o",5,5,3,0
"941","M07sad_c",1,4,0,3
"941","M07surp_c",5,6,2,1
"941","F15hap_c",7,2,4,0
"941","M07fear_o",2,6,0,1
"941","M07disg_c",1,5,0,3
"941","M07neut_c",4,4,2,2
"941","M07calm_o",5,3,1,0
"941","M02ang_c",2,6,0,2
"941","M07surp_o",7,7,4,0
"941","F17calm_o",5,3,3,0
"941","M07ang_o",2,6,0,3
"941","F22sad_c",2,4,0,3
"942","M04disg_c",2,4,0,2
"942","F04ang_o",1,4,0,3
"942","M07hap_c",6,5,4,4
"942","M07sad_o",3,3,1,2
"942","M07fear_c",4,4,0,1
"942","M03calm_c",5,1,2,1
"942","F10disg_o",2,4,0,3
"942","M17sad_o",3,3,2,1
"942","M05exc_c",6,5,2,1
"942","M07exc_o",4,5,1,1
"942","M07ang_c",3,4,0,2
"942","F14surp_c",4,3,1,1
"942","M07neut_o",3,4,1,1
"942","M08fear_o",4,4,1,1
"942","F13exc_o",7,7,2,0
"942","M07calm_c",5,5,1,0
"942","F07neut_c",4,3,1,0
"942","F01fear_c",3,3,1,1
"942","M14neut_o",4,2,0,1
"942","M07hap_o",7,6,3,0
"942","M15surp_o",3,5,1,0
"942","M07exc_c",5,6,2,0
"942","M07disg_o",3,4,0,2
"942","M12hap_o",6,6,2,0
"942","M07sad_c",1,4,0,2
"942","M07surp_c",5,5,1,1
"942","F15hap_c",6,6,2,0
"942","M07fear_o",3,4,0,1
"942","M07disg_c",2,4,0,3
"942","M07neut_c",4,4,1,1
"942","M07calm_o",5,5,2,0
"942","M02ang_c",2,4,0,2
"942","M07surp_o",7,7,4,0
"942","F17calm_o",5,5,2,0
"942","M07ang_o",2,4,0,2
"942","F22sad_c",3,3,0,1
"943","M07disg_c",3,5,1,2
"943","M07sad_c",2,3,0,3
"943","M05exc_c",5,3,3,1
"943","M14neut_o",4,4,0,2
"943","M07exc_o",4,4,3,1
"943","M07surp_c",4,5,1,3
"943","F22sad_c",2,3,0,4
"943","F14surp_c",3,6,1,1
"943","M15surp_o",3,5,2,2
"943","M07calm_o",5,6,1,2
"943","M07neut_c",3,2,1,2
"943","M08fear_o",2,5,0,1
"943","M07neut_o",3,3,0,3
"943","F13exc_o",6,6,4,0
"943","M07surp_o",6,7,4,0
"943","F04ang_o",1,6,0,4
"943","M02ang_c",3,4,0,0
"943","M17sad_o",4,3,0,2
"943","M03calm_c",5,1,2,0
"943","M07hap_o",7,7,0,0
"943","M07ang_c",2,4,0,3
"943","M07hap_c",6,3,2,1
"943","M07fear_c",3,5,0,3
"943","M12hap_o",5,5,2,1
"943","F07neut_c",4,4,2,2
"943","F17calm_o",6,5,2,0
"943","M07fear_o",2,4,1,3
"943","M07ang_o",2,5,0,3
"943","M07exc_c",6,6,4,1
"943","F10disg_o",1,7,1,4
"943","F15hap_c",6,5,2,1
"943","F01fear_c",4,2,2,2
"943","M07sad_o",3,3,1,2
"943","M07disg_o",4,4,1,2
"943","M07calm_c",4,1,2,0
"943","M04disg_c",2,6,0,3
"944","M07disg_c",2,4,0,4
"944","M15surp_o",5,7,0,3
"944","M07calm_c",4,4,1,4
"944","M07hap_o",6,4,4,4
"944","M03calm_c",4,4,2,4
"944","M07sad_c",2,5,0,4
"944","M07calm_o",4,1,2,4
"944","F04ang_o",1,7,0,4
"944","M05exc_c",6,6,3,4
"944","M07neut_o",3,2,0,2
"944","F13exc_o",7,7,4,4
"944","F07neut_c",4,4,0,4
"944","M02ang_c",2,5,0,3
"944","M07neut_c",4,4,0,1
"944","F15hap_c",5,6,3,4
"944","M07exc_o",5,4,1,4
"944","M08fear_o",3,5,0,2
"944","M07fear_o",2,5,0,3
"944","F01fear_c",4,4,0,2
"944","M04disg_c",1,5,0,4
"944","M17sad_o",3,3,0,1
"944","M07sad_o",2,6,0,3
"944","F22sad_c",3,2,0,3
"944","F17calm_o",5,5,2,4
"944","M07fear_c",2,4,0,3
"944","M07hap_c",6,6,3,4
"944","F10disg_o",1,6,0,3
"944","M07disg_o",2,6,0,4
"944","M14neut_o",4,4,0,2
"944","M07ang_c",3,6,0,3
"944","M07ang_o",2,5,1,4
"944","M07surp_o",7,7,4,4
"944","M07surp_c",4,5,2,4
"944","M12hap_o",6,3,3,4
"944","F14surp_c",2,7,0,3
"944","M07exc_c",6,7,3,4
"945","M15surp_o",3,5,0,1
"945","M07sad_c",2,5,0,3
"945","F15hap_c",6,3,2,0
"945","M07surp_c",5,5,0,0
"945","M07neut_c",4,4,0,0
"945","M07surp_o",7,6,2,0
"945","M07exc_c",7,2,3,0
"945","M08fear_o",2,5,0,2
"945","M07calm_c",4,4,2,0
"945","M07hap_c",5,5,0,0
"945","F13exc_o",6,3,1,0
"945","M02ang_c",3,4,0,2
"945","F22sad_c",2,5,0,2
"945","F07neut_c",4,4,0,0
"945","M07hap_o",7,5,3,0
"945","M03calm_c",4,4,1,0
"945","M17sad_o",2,4,0,1
"945","M04disg_c",1,5,0,3
"945","F10disg_o",1,5,0,2
"945","F01fear_c",4,4,0,0
"945","M07disg_o",2,5,0,2
"945","M07exc_o",3,5,1,0
"945","F14surp_c",3,5,0,1
"945","M07neut_o",3,4,0,1
"945","M07sad_o",2,5,0,2
"945","M14neut_o",3,5,0,2
"945","M07calm_o",5,3,1,0
"945","M12hap_o",6,3,2,0
"945","M07ang_c",1,5,0,2
"945","F04ang_o",1,5,0,2
"945","M07ang_o",1,5,0,2
"945","M05exc_c",6,3,2,1
"945","M07fear_o",2,5,0,2
"945","M07disg_c",2,5,0,3
"945","M07fear_c",3,5,0,1
"945","F17calm_o",5,4,1,0
"946","M07hap_o",7,7,4,0
"946","F01fear_c",2,3,0,3
"946","M14neut_o",4,2,0,3
"946","F15hap_c",6,7,4,0
"946","M07sad_c",1,4,0,4
"946","F17calm_o",6,6,3,0
"946","F13exc_o",7,7,0,0
"946","M07disg_o",1,4,0,4
"946","M07exc_c",6,7,4,0
"946","F14surp_c",6,4,0,1
"946","M07surp_c",4,5,0,0
"946","M07hap_c",6,6,0,0
"946","M03calm_c",4,4,0,0
"946","M17sad_o",2,4,0,4
"946","M07disg_c",1,4,0,4
"946","M02ang_c",1,3,0,4
"946","M07exc_o",5,5,1,1
"946","M07neut_c",4,4,2,2
"946","M12hap_o",6,6,0,0
"946","M08fear_o",2,4,4,4
"946","M07fear_o",2,3,0,1
"946","F22sad_c",2,4,0,3
"946","M07ang_c",1,4,0,4
"946","M07calm_c",4,4,0,3
"946","M05exc_c",6,6,0,0
"946","F04ang_o",1,3,0,4
"946","M04disg_c",1,4,0,4
"946","M07ang_o",1,4,4,4
"946","M15surp_o",3,3,0,1
"946","M07fear_c",3,4,0,1
"946","M07sad_o",2,3,0,4
"946","M07surp_o",7,7,4,0
"946","M07neut_o",4,3,3,3
"946","M07calm_o",6,6,3,0
"946","F10disg_o",1,4,4,4
"946","F07neut_c",4,2,3,1
"947","F10disg_o",2,5,2,0
"947","M07hap_o",5,2,3,0
"947","M07ang_c",3,1,0,4
"947","F01fear_c",4,5,4,0
"947","M12hap_o",5,5,1,0
"947","M07exc_c",3,2,2,0
"947","M07fear_c",3,3,0,4
"947","F13exc_o",5,5,3,0
"947","M07neut_c",4,1,0,0
"947","M08fear_o",2,6,2,1
"947","F07neut_c",4,5,2,0
"947","M07surp_o",6,1,4,0
"947","F04ang_o",2,3,0,3
"947","M07surp_c",3,5,1,0
"947","M15surp_o",2,6,4,3
"947","M05exc_c",6,2,4,0
"947","M07hap_c",6,1,2,0
"947","F17calm_o",5,5,2,2
"947","M07disg_o",1,5,0,3
"947","F22sad_c",4,6,3,2
"947","F14surp_c",5,5,3,0
"947","M07calm_o",5,3,0,0
"947","M07neut_o",3,3,2,2
"947","M03calm_c",4,2,1,2
"947","M07calm_c",4,1,0,2
"947","M17sad_o",2,1,0,2
"947","M07disg_c",1,1,0,4
"947","M07ang_o",3,2,0,3
"947","M14neut_o",3,1,0,0
"947","M04disg_c",2,1,0,4
"947","M02ang_c",2,2,0,2
"947","M07exc_o",3,6,0,4
"947","M07fear_o",2,1,1,1
"947","F15hap_c",6,6,3,0
"947","M07sad_o",1,3,0,2
"947","M07sad_c",1,2,0,4
"948","F10disg_o",2,2,0,4
"948","M07surp_o",7,7,4,0
"948","M12hap_o",6,5,2,0
"948","M07ang_o",2,4,0,3
"948","M07exc_c",6,6,3,0
"948","F13exc_o",7,7,4,0
"948","M17sad_o",3,3,0,2
