"sample_index","age_bin","age_group","sort","sort_name","N","average_dist","ci_dist"
101,"6 to 7","kids","Sort1","Same Individual",23,0.0877460226820539,0.0487385506864585
101,"6 to 7","kids","Sort2","Different Individuals",23,0.122792585544007,0.0461641317781415
101,"adults","adults","Sort1","Same Individual",40,0.193606179625758,0.0318742934822101
101,"adults","adults","Sort2","Different Individuals",40,0.2282196570835,0.0349127360377656
102,"3 to 4","kids","Sort1","Same Individual",21,0.0155614324836647,0.0517716568046607
102,"3 to 4","kids","Sort2","Different Individuals",21,0.0289190734298907,0.037956812788334
102,"4 to 5","kids","Sort1","Same Individual",34,0.0178449702133419,0.0416715927404688
102,"4 to 5","kids","Sort2","Different Individuals",33,0.0165436155382922,0.0296879697371042
102,"5 to 6","kids","Sort1","Same Individual",28,0.0930399538186571,0.051085496576655
102,"5 to 6","kids","Sort2","Different Individuals",28,0.052954810881095,0.0357066550071159
102,"6 to 7","kids","Sort1","Same Individual",23,0.109595076503442,0.0494764671881761
102,"6 to 7","kids","Sort2","Different Individuals",23,0.115717292516672,0.0439915428637165
102,"adults","adults","Sort1","Same Individual",40,0.180592550057172,0.0298335663977212
102,"adults","adults","Sort2","Different Individuals",40,0.202378607252855,0.0348280164528848
103,"3 to 4","kids","Sort1","Same Individual",21,0.0138253122611866,0.0525973710400752
103,"3 to 4","kids","Sort2","Different Individuals",21,-0.0149538271548267,0.0403090127392316
103,"4 to 5","kids","Sort1","Same Individual",34,0.0201790281682251,0.0410701079979067
103,"4 to 5","kids","Sort2","Different Individuals",33,0.0320553471037363,0.0315770617316725
103,"5 to 6","kids","Sort1","Same Individual",28,0.0995981357408987,0.0508067730335342
103,"5 to 6","kids","Sort2","Different Individuals",28,0.0489667082330203,0.0363299195807157
103,"6 to 7","kids","Sort1","Same Individual",23,0.0703549573695747,0.0408363298661286
103,"6 to 7","kids","Sort2","Different Individuals",23,0.134509245445859,0.0513570156527073
103,"adults","adults","Sort1","Same Individual",40,0.178405900472224,0.0338064630012496
103,"adults","adults","Sort2","Different Individuals",40,0.19389043068741,0.03482802045973
104,"3 to 4","kids","Sort1","Same Individual",21,0.0264685553407174,0.0449193605636488
104,"3 to 4","kids","Sort2","Different Individuals",21,0.000531147634745705,0.0338913421639009
104,"4 to 5","kids","Sort1","Same Individual",34,0.000561577823996868,0.0385976935920986
104,"4 to 5","kids","Sort2","Different Individuals",33,0.0175543867671755,0.0323276913683333
104,"5 to 6","kids","Sort1","Same Individual",28,0.0589672996352021,0.0580248899526806
104,"5 to 6","kids","Sort2","Different Individuals",28,0.0550533468630686,0.0423036002056489
104,"6 to 7","kids","Sort1","Same Individual",23,0.0836760089426212,0.0476117155102018
104,"6 to 7","kids","Sort2","Different Individuals",23,0.101742980017657,0.0394020652290148
104,"adults","adults","Sort1","Same Individual",40,0.177494912883424,0.0327478134363815
104,"adults","adults","Sort2","Different Individuals",40,0.208700533678093,0.0329537519154772
105,"3 to 4","kids","Sort1","Same Individual",21,0.00735691430388267,0.0440698451257854
105,"3 to 4","kids","Sort2","Different Individuals",21,-0.00047882748663963,0.0289525904427932
105,"4 to 5","kids","Sort1","Same Individual",34,-0.00524758655674966,0.0414659666841519
105,"4 to 5","kids","Sort2","Different Individuals",33,0.0035776214337102,0.0327970318660358
105,"5 to 6","kids","Sort1","Same Individual",28,0.064898467922639,0.046645565230103
105,"5 to 6","kids","Sort2","Different Individuals",28,0.0648345824509619,0.0380376577248544
105,"6 to 7","kids","Sort1","Same Individual",23,0.0940735765642124,0.0381474486002216
105,"6 to 7","kids","Sort2","Different Individuals",23,0.135297166453098,0.0553095481982987
105,"adults","adults","Sort1","Same Individual",40,0.168760335745087,0.0335780868251215
105,"adults","adults","Sort2","Different Individuals",40,0.203328330569705,0.0304130203213015
106,"3 to 4","kids","Sort1","Same Individual",21,0.015371149302996,0.0390417322915746
106,"3 to 4","kids","Sort2","Different Individuals",21,0.00570715824150452,0.0366372919514394
106,"4 to 5","kids","Sort1","Same Individual",34,0.0167044646229309,0.0391419261419528
106,"4 to 5","kids","Sort2","Different Individuals",33,-0.0151865675367863,0.032789346616892
106,"5 to 6","kids","Sort1","Same Individual",28,0.0837463067514174,0.0470281475193629
106,"5 to 6","kids","Sort2","Different Individuals",28,0.0595000980230427,0.0445297353659713
106,"6 to 7","kids","Sort1","Same Individual",23,0.0790718067630012,0.0437022117329889
106,"6 to 7","kids","Sort2","Different Individuals",23,0.144366729126306,0.0502228482854475
106,"adults","adults","Sort1","Same Individual",40,0.191195401531697,0.0304989273862882
106,"adults","adults","Sort2","Different Individuals",40,0.210489647356407,0.0301076402461865
107,"3 to 4","kids","Sort1","Same Individual",21,0.0159332185720866,0.0473412346227296
107,"3 to 4","kids","Sort2","Different Individuals",21,-0.00461386735155696,0.0338559774270299
107,"4 to 5","kids","Sort1","Same Individual",34,0.0144583613827459,0.0485310845509123
107,"4 to 5","kids","Sort2","Different Individuals",33,-0.000914992386681056,0.0398441002004956
107,"5 to 6","kids","Sort1","Same Individual",28,0.08956121578005,0.0521072035899282
107,"5 to 6","kids","Sort2","Different Individuals",28,0.0743874290471987,0.0466956206907938
107,"6 to 7","kids","Sort1","Same Individual",23,0.0741402753212691,0.050002530398488
107,"6 to 7","kids","Sort2","Different Individuals",23,0.103708317377469,0.0514868249842162
107,"adults","adults","Sort1","Same Individual",40,0.186999581857896,0.0316756086526471
107,"adults","adults","Sort2","Different Individuals",40,0.188047278761432,0.0293216321915771
108,"3 to 4","kids","Sort1","Same Individual",21,0.0234394326600396,0.040956361309845
108,"3 to 4","kids","Sort2","Different Individuals",21,0.0107354901371183,0.030433956330575
108,"4 to 5","kids","Sort1","Same Individual",34,-0.00992423782005516,0.037786624943382
108,"4 to 5","kids","Sort2","Different Individuals",33,0.00339639815038016,0.0379028091577094
108,"5 to 6","kids","Sort1","Same Individual",28,0.0662028388371057,0.0513989029137603
108,"5 to 6","kids","Sort2","Different Individuals",28,0.0515160513425828,0.0469267905917181
108,"6 to 7","kids","Sort1","Same Individual",23,0.0783715916673056,0.0530447558703906
108,"6 to 7","kids","Sort2","Different Individuals",23,0.122698428450274,0.0486367876417465
108,"adults","adults","Sort1","Same Individual",40,0.170944733224867,0.0308725769131919
108,"adults","adults","Sort2","Different Individuals",40,0.21406252697013,0.0364223686104667
109,"3 to 4","kids","Sort1","Same Individual",21,0.0079087886394872,0.0414704498926693
109,"3 to 4","kids","Sort2","Different Individuals",21,0.00230335124300712,0.0348310951436577
109,"4 to 5","kids","Sort1","Same Individual",34,0.000242399065395923,0.0433541744457934
109,"4 to 5","kids","Sort2","Different Individuals",33,0.0153197146068446,0.0346380853092046
109,"5 to 6","kids","Sort1","Same Individual",28,0.0730321543330362,0.0574488280033412
109,"5 to 6","kids","Sort2","Different Individuals",28,0.0586353166163256,0.0448226518401076
109,"6 to 7","kids","Sort1","Same Individual",23,0.0750056153494093,0.051998706350866
109,"6 to 7","kids","Sort2","Different Individuals",23,0.11421809930232,0.0310867844427803
109,"adults","adults","Sort1","Same Individual",40,0.193943983224455,0.0290136335456781
109,"adults","adults","Sort2","Different Individuals",40,0.204889949435943,0.0343901956002592
110,"3 to 4","kids","Sort1","Same Individual",21,-0.00919642343184831,0.0401055664511981
110,"3 to 4","kids","Sort2","Different Individuals",21,0.0307804502561772,0.0342054943944121
110,"4 to 5","kids","Sort1","Same Individual",34,0.00976391552377569,0.0426352386171761
110,"4 to 5","kids","Sort2","Different Individuals",33,-0.00850483956009261,0.0370306677797064
110,"5 to 6","kids","Sort1","Same Individual",28,0.0714622014289628,0.0546586813273267
110,"5 to 6","kids","Sort2","Different Individuals",28,0.0413814099195856,0.0397938052147345
110,"6 to 7","kids","Sort1","Same Individual",23,0.0793719108509731,0.0453637697179675
110,"6 to 7","kids","Sort2","Different Individuals",23,0.125698274752309,0.0449302730901213
110,"adults","adults","Sort1","Same Individual",40,0.193591450101798,0.0375191913548113
110,"adults","adults","Sort2","Different Individuals",40,0.195873174914599,0.0347940975450111
111,"3 to 4","kids","Sort1","Same Individual",21,0.00871369619457389,0.0456880829819842
111,"3 to 4","kids","Sort2","Different Individuals",21,-0.00450573313534667,0.0375425007328709
111,"4 to 5","kids","Sort1","Same Individual",34,-0.0145802352373799,0.0449590434096673
111,"4 to 5","kids","Sort2","Different Individuals",33,0.0131317981917619,0.0298603796511763
111,"5 to 6","kids","Sort1","Same Individual",28,0.0731806872044456,0.0473693546064177
111,"5 to 6","kids","Sort2","Different Individuals",28,0.0481917432813354,0.0324023831161646
111,"6 to 7","kids","Sort1","Same Individual",23,0.0901518395164653,0.0483871996803589
111,"6 to 7","kids","Sort2","Different Individuals",23,0.128861282349527,0.0492796141355228
111,"adults","adults","Sort1","Same Individual",40,0.189510585555149,0.0283049427614615
111,"adults","adults","Sort2","Different Individuals",40,0.212058061222769,0.0343215314657134
112,"3 to 4","kids","Sort1","Same Individual",21,0.0210863831874428,0.0416137091345544
112,"3 to 4","kids","Sort2","Different Individuals",21,-0.0128924217566823,0.0353095006491732
112,"4 to 5","kids","Sort1","Same Individual",34,-0.00285677600852263,0.0393975199468949
112,"4 to 5","kids","Sort2","Different Individuals",33,0.0171065285167399,0.0380632790581414
112,"5 to 6","kids","Sort1","Same Individual",28,0.0661916053155959,0.0484778699898928
112,"5 to 6","kids","Sort2","Different Individuals",28,0.0460253330139592,0.0448574162876365
112,"6 to 7","kids","Sort1","Same Individual",23,0.069855151678856,0.0472786722613413
112,"6 to 7","kids","Sort2","Different Individuals",23,0.123974200527773,0.0471079812361023
112,"adults","adults","Sort1","Same Individual",40,0.186669858894069,0.0327431727269082
112,"adults","adults","Sort2","Different Individuals",40,0.2206806214434,0.0323047049466793
113,"3 to 4","kids","Sort1","Same Individual",21,-0.00667040768952537,0.0444567805520381
113,"3 to 4","kids","Sort2","Different Individuals",21,0.0157408779582104,0.0375927903242666
113,"4 to 5","kids","Sort1","Same Individual",34,0.014779057935594,0.0397709503162821
113,"4 to 5","kids","Sort2","Different Individuals",33,-0.000221989550389833,0.0370266924401067
113,"5 to 6","kids","Sort1","Same Individual",28,0.0763260903756206,0.051333036994161
113,"5 to 6","kids","Sort2","Different Individuals",28,0.0693494497315466,0.0320602473098805
113,"6 to 7","kids","Sort1","Same Individual",23,0.0952004723386004,0.046990034848185
113,"6 to 7","kids","Sort2","Different Individuals",23,0.146617254976002,0.0519908917735862
113,"adults","adults","Sort1","Same Individual",40,0.151212624771956,0.033557519437378
113,"adults","adults","Sort2","Different Individuals",40,0.220543120378205,0.0285382093332707
114,"3 to 4","kids","Sort1","Same Individual",21,0.0169779653719097,0.0445179330683511
114,"3 to 4","kids","Sort2","Different Individuals",21,-0.00965212116124298,0.0246891937128963
114,"4 to 5","kids","Sort1","Same Individual",34,0.0304951119852639,0.0440251458245146
114,"4 to 5","kids","Sort2","Different Individuals",33,0.011820730549701,0.0295496527174329
114,"5 to 6","kids","Sort1","Same Individual",28,0.0724289455527519,0.0520121640376826
114,"5 to 6","kids","Sort2","Different Individuals",28,0.0612611257745782,0.0450031944802948
114,"6 to 7","kids","Sort1","Same Individual",23,0.0679930904081782,0.049130317926015
114,"6 to 7","kids","Sort2","Different Individuals",23,0.145728368432688,0.041382773832932
114,"adults","adults","Sort1","Same Individual",40,0.17630246172433,0.0323456631942989
114,"adults","adults","Sort2","Different Individuals",40,0.236798756259448,0.0289724283849244
115,"3 to 4","kids","Sort1","Same Individual",21,0.00517160149855409,0.0412240118350685
115,"3 to 4","kids","Sort2","Different Individuals",21,-0.0204239951068319,0.0385777174035305
115,"4 to 5","kids","Sort1","Same Individual",34,0.00420787954608832,0.0407836769818671
115,"4 to 5","kids","Sort2","Different Individuals",33,0.0307828767239087,0.0296067965074934
115,"5 to 6","kids","Sort1","Same Individual",28,0.0733780953142023,0.0536619173576094
115,"5 to 6","kids","Sort2","Different Individuals",28,0.0731925411363906,0.0423308654643491
115,"6 to 7","kids","Sort1","Same Individual",23,0.113022351048726,0.0452900820089145
115,"6 to 7","kids","Sort2","Different Individuals",23,0.15019896008721,0.0486523747057587
115,"adults","adults","Sort1","Same Individual",40,0.18833843700136,0.0259166672459387
115,"adults","adults","Sort2","Different Individuals",40,0.210243640896952,0.0319633403263902
116,"3 to 4","kids","Sort1","Same Individual",21,0.0120265092719707,0.0417224887489345
116,"3 to 4","kids","Sort2","Different Individuals",21,-0.0237424234201243,0.0468697392223272
116,"4 to 5","kids","Sort1","Same Individual",34,-0.00608976434296446,0.0432603954072026
116,"4 to 5","kids","Sort2","Different Individuals",33,0.0186659694009885,0.0336724287258795
116,"5 to 6","kids","Sort1","Same Individual",28,0.0756107384096792,0.0462564184615935
116,"5 to 6","kids","Sort2","Different Individuals",28,0.0480415876510719,0.0401829509186978
116,"6 to 7","kids","Sort1","Same Individual",23,0.115375410712108,0.0546214080615177
116,"6 to 7","kids","Sort2","Different Individuals",23,0.14343651782344,0.050241216292139
116,"adults","adults","Sort1","Same Individual",40,0.177748594269611,0.0264705617562067
116,"adults","adults","Sort2","Different Individuals",40,0.223982193288789,0.0297319460884353
117,"3 to 4","kids","Sort1","Same Individual",21,-0.00247402592646968,0.0408808052207698
117,"3 to 4","kids","Sort2","Different Individuals",21,-0.0129315266413474,0.0499438321597572
117,"4 to 5","kids","Sort1","Same Individual",34,-0.0163151399590106,0.037692950869736
117,"4 to 5","kids","Sort2","Different Individuals",33,0.00476480786336578,0.0314544938324229
117,"5 to 6","kids","Sort1","Same Individual",28,0.0934315270183997,0.0436581150440091
117,"5 to 6","kids","Sort2","Different Individuals",28,0.0581799437809562,0.0412863696240882
117,"6 to 7","kids","Sort1","Same Individual",23,0.099585869656964,0.0463993055378344
117,"6 to 7","kids","Sort2","Different Individuals",23,0.13515833051472,0.0442417258199981
117,"adults","adults","Sort1","Same Individual",40,0.164719121882556,0.0340255001451965
117,"adults","adults","Sort2","Different Individuals",40,0.196959841727256,0.0364238850307093
118,"3 to 4","kids","Sort1","Same Individual",21,0.0327880201557767,0.0412112400127825
118,"3 to 4","kids","Sort2","Different Individuals",21,0.0007582375565477,0.0215445038078222
118,"4 to 5","kids","Sort1","Same Individual",34,0.00247656980442872,0.0340052561978999
118,"4 to 5","kids","Sort2","Different Individuals",33,0.00563590075895776,0.0371954466077911
118,"5 to 6","kids","Sort1","Same Individual",28,0.0715388127078313,0.046683947864824
118,"5 to 6","kids","Sort2","Different Individuals",28,0.0286804799064766,0.0523058914792009
118,"6 to 7","kids","Sort1","Same Individual",23,0.0746274152965795,0.0507736842368458
118,"6 to 7","kids","Sort2","Different Individuals",23,0.122336772029797,0.0514373933704838
118,"adults","adults","Sort1","Same Individual",40,0.177355840671101,0.0330017245621513
118,"adults","adults","Sort2","Different Individuals",40,0.213574856786977,0.030673736377008
119,"3 to 4","kids","Sort1","Same Individual",21,0.0249760397563458,0.0485383933897044
119,"3 to 4","kids","Sort2","Different Individuals",21,0.0121399292400809,0.0410114689354073
119,"4 to 5","kids","Sort1","Same Individual",34,-0.00924412790321482,0.0433421228481848
119,"4 to 5","kids","Sort2","Different Individuals",33,0.00765638920983388,0.0408390159493054
119,"5 to 6","kids","Sort1","Same Individual",28,0.0577566144789175,0.0570943938681412
119,"5 to 6","kids","Sort2","Different Individuals",28,0.0330729128149759,0.0400423822341278
119,"6 to 7","kids","Sort1","Same Individual",23,0.0822881719215614,0.0443273624449244
119,"6 to 7","kids","Sort2","Different Individuals",23,0.121682456035315,0.0451044034392687
119,"adults","adults","Sort1","Same Individual",40,0.174001588331927,0.0305005900623568
119,"adults","adults","Sort2","Different Individuals",40,0.213223064635582,0.0310997542360354
120,"3 to 4","kids","Sort1","Same Individual",21,0.0353983383120408,0.0494388982020356
120,"3 to 4","kids","Sort2","Different Individuals",21,0.0059194835931286,0.0354165867941043
120,"4 to 5","kids","Sort1","Same Individual",34,0.00952964043824579,0.0411715057907005
120,"4 to 5","kids","Sort2","Different Individuals",33,0.0217396600085292,0.0399905748256662
120,"5 to 6","kids","Sort1","Same Individual",28,0.0547761669647742,0.0529348631487497
120,"5 to 6","kids","Sort2","Different Individuals",28,0.0722380251076846,0.0361948390357422
120,"6 to 7","kids","Sort1","Same Individual",23,0.0908888448507492,0.0448541462127846
120,"6 to 7","kids","Sort2","Different Individuals",23,0.141868491126327,0.0477646902101812
120,"adults","adults","Sort1","Same Individual",40,0.173515487615994,0.0249051771391063
120,"adults","adults","Sort2","Different Individuals",40,0.207089108528996,0.0335989538525737
121,"3 to 4","kids","Sort1","Same Individual",21,0.0316284736464651,0.0477117428545445
121,"3 to 4","kids","Sort2","Different Individuals",21,0.0118778683537283,0.0402965544360173
121,"4 to 5","kids","Sort1","Same Individual",34,-0.00250150924674246,0.0450612044617347
121,"4 to 5","kids","Sort2","Different Individuals",33,0.00864509107657337,0.0388005552866917
121,"5 to 6","kids","Sort1","Same Individual",28,0.0627599412838871,0.0444368296430326
121,"5 to 6","kids","Sort2","Different Individuals",28,0.0220854149934945,0.0358836667824315
121,"6 to 7","kids","Sort1","Same Individual",23,0.0928795619721549,0.033785670075799
121,"6 to 7","kids","Sort2","Different Individuals",23,0.116609491326431,0.0415656736738088
121,"adults","adults","Sort1","Same Individual",40,0.209459190525195,0.031838376579525
121,"adults","adults","Sort2","Different Individuals",40,0.198879390496381,0.0281712727848734
122,"3 to 4","kids","Sort1","Same Individual",21,0.0357471222461047,0.04521350041123
122,"3 to 4","kids","Sort2","Different Individuals",21,-0.00334426623426749,0.0457528155078423
122,"4 to 5","kids","Sort1","Same Individual",34,-0.00472118766555853,0.0462997747596852
122,"4 to 5","kids","Sort2","Different Individuals",33,0.0293388501711528,0.0337862453168067
122,"5 to 6","kids","Sort1","Same Individual",28,0.0681939240865303,0.0470230535985964
122,"5 to 6","kids","Sort2","Different Individuals",28,0.061962774103579,0.0493772083335388
122,"6 to 7","kids","Sort1","Same Individual",23,0.116648758672593,0.0446209965721653
122,"6 to 7","kids","Sort2","Different Individuals",23,0.104363302468059,0.0604024107523342
122,"adults","adults","Sort1","Same Individual",40,0.172027728200427,0.032463210837339
122,"adults","adults","Sort2","Different Individuals",40,0.214558260042063,0.0344597258564376
123,"3 to 4","kids","Sort1","Same Individual",21,0.0419481239469589,0.0376067219585639
123,"3 to 4","kids","Sort2","Different Individuals",21,-0.0168708576273892,0.0296135515860016
123,"4 to 5","kids","Sort1","Same Individual",34,0.00826858927879449,0.0423633668309501
123,"4 to 5","kids","Sort2","Different Individuals",33,0.0149122514835536,0.0365755275751402
123,"5 to 6","kids","Sort1","Same Individual",28,0.0703962153680084,0.0535233489518173
123,"5 to 6","kids","Sort2","Different Individuals",28,0.0588421896386566,0.0343490323156824
123,"6 to 7","kids","Sort1","Same Individual",23,0.115605769347344,0.0452352441141222
123,"6 to 7","kids","Sort2","Different Individuals",23,0.110702925592872,0.0499756791880381
123,"adults","adults","Sort1","Same Individual",40,0.204348774359696,0.0338129106379224
123,"adults","adults","Sort2","Different Individuals",40,0.191016125053122,0.0322931518652966
124,"3 to 4","kids","Sort1","Same Individual",21,0.0243016542439278,0.0455391343200706
124,"3 to 4","kids","Sort2","Different Individuals",21,0.0071620429919818,0.0397005716571601
124,"4 to 5","kids","Sort1","Same Individual",34,-0.00786303488431431,0.0460992329839115
124,"4 to 5","kids","Sort2","Different Individuals",33,0.0172724402024309,0.0398111002851835
124,"5 to 6","kids","Sort1","Same Individual",28,0.0631883150623702,0.0567414558289365
124,"5 to 6","kids","Sort2","Different Individuals",28,0.0515031688750033,0.0371316563169991
124,"6 to 7","kids","Sort1","Same Individual",23,0.101698432881634,0.0452286187612376
124,"6 to 7","kids","Sort2","Different Individuals",23,0.144664929367729,0.0403625737287486
124,"adults","adults","Sort1","Same Individual",40,0.185760967744578,0.0341566777121431
124,"adults","adults","Sort2","Different Individuals",40,0.226561158299184,0.0342012432364814
125,"3 to 4","kids","Sort1","Same Individual",21,0.0263384500951811,0.0477250267363216
125,"3 to 4","kids","Sort2","Different Individuals",21,0.0144249345033228,0.0399346286583214
125,"4 to 5","kids","Sort1","Same Individual",34,-0.0191608873080744,0.0385494299411666
125,"4 to 5","kids","Sort2","Different Individuals",33,0.015383704437126,0.0392280995343596
125,"5 to 6","kids","Sort1","Same Individual",28,0.0836634143774017,0.0486747938538101
125,"5 to 6","kids","Sort2","Different Individuals",28,0.0759219437525154,0.0346968659472663
125,"6 to 7","kids","Sort1","Same Individual",23,0.0858565320820409,0.0564649455387501
125,"6 to 7","kids","Sort2","Different Individuals",23,0.125359292080096,0.0417439182250058
125,"adults","adults","Sort1","Same Individual",40,0.178852996669421,0.0332245729709123
125,"adults","adults","Sort2","Different Individuals",40,0.222565503116901,0.0372517293971795
126,"3 to 4","kids","Sort1","Same Individual",21,0.0316098066357762,0.0373655891006191
126,"3 to 4","kids","Sort2","Different Individuals",21,0.0215598652808533,0.0422077123978762
126,"4 to 5","kids","Sort1","Same Individual",34,-0.018782307156719,0.038079735738026
126,"4 to 5","kids","Sort2","Different Individuals",33,0.00521025003900982,0.0321981233278574
126,"5 to 6","kids","Sort1","Same Individual",28,0.0872429809244041,0.0503400302219949
126,"5 to 6","kids","Sort2","Different Individuals",28,0.0579513802849272,0.0343823927482867
126,"6 to 7","kids","Sort1","Same Individual",23,0.0918033482675941,0.0502116357047219
126,"6 to 7","kids","Sort2","Different Individuals",23,0.131260101464008,0.0465650247360482
126,"adults","adults","Sort1","Same Individual",40,0.16742958695063,0.0274242457236897
126,"adults","adults","Sort2","Different Individuals",40,0.217256065196416,0.0378576602368869
127,"3 to 4","kids","Sort1","Same Individual",21,0.0470829910248552,0.0435912806747688
127,"3 to 4","kids","Sort2","Different Individuals",21,0.0210838524110897,0.0334634034637758
127,"4 to 5","kids","Sort1","Same Individual",34,0.0182386153480844,0.0431918531688056
127,"4 to 5","kids","Sort2","Different Individuals",33,0.0135067858773211,0.0381166187115955
127,"5 to 6","kids","Sort1","Same Individual",28,0.0864953498975756,0.0456560623925882
127,"5 to 6","kids","Sort2","Different Individuals",28,0.0697826848192372,0.0405839422734162
127,"6 to 7","kids","Sort1","Same Individual",23,0.0708801295836824,0.0403560332594127
127,"6 to 7","kids","Sort2","Different Individuals",23,0.140982624883211,0.0458190751715507
127,"adults","adults","Sort1","Same Individual",40,0.197941238887897,0.032253182545466
127,"adults","adults","Sort2","Different Individuals",40,0.209666481104393,0.0336939533657494
128,"3 to 4","kids","Sort1","Same Individual",21,0.0101702730931645,0.0395697859909289
128,"3 to 4","kids","Sort2","Different Individuals",21,0.00967681956336702,0.0313414762479352
128,"4 to 5","kids","Sort1","Same Individual",34,-0.011359933910102,0.0396771819936969
128,"4 to 5","kids","Sort2","Different Individuals",33,0.0214180617922945,0.0297478049318083
128,"5 to 6","kids","Sort1","Same Individual",28,0.0700348585958198,0.0514466563177036
128,"5 to 6","kids","Sort2","Different Individuals",28,0.0667172477238309,0.0421034510220459
128,"6 to 7","kids","Sort1","Same Individual",23,0.106343040904582,0.0533232267447276
128,"6 to 7","kids","Sort2","Different Individuals",23,0.122389876368072,0.0534308848497599
128,"adults","adults","Sort1","Same Individual",40,0.190243931080501,0.035962703661628
128,"adults","adults","Sort2","Different Individuals",40,0.214924052614577,0.0347205279013672
129,"3 to 4","kids","Sort1","Same Individual",21,0.011624659551792,0.0338595110997644
129,"3 to 4","kids","Sort2","Different Individuals",21,0.0022546238189798,0.0363749648345267
129,"4 to 5","kids","Sort1","Same Individual",34,0.0157645820094603,0.0464266048571849
129,"4 to 5","kids","Sort2","Different Individuals",33,0.00947040858907269,0.0285696682836083
129,"5 to 6","kids","Sort1","Same Individual",28,0.0555392559569912,0.0500097199351721
129,"5 to 6","kids","Sort2","Different Individuals",28,0.0549449812459412,0.0329646675041792
129,"6 to 7","kids","Sort1","Same Individual",23,0.100145979050454,0.0432998909815091
129,"6 to 7","kids","Sort2","Different Individuals",23,0.157127718470222,0.0463168428118437
129,"adults","adults","Sort1","Same Individual",40,0.16312420173294,0.0264511083811143
129,"adults","adults","Sort2","Different Individuals",40,0.229908798467267,0.0272212330232309
130,"3 to 4","kids","Sort1","Same Individual",21,0.0131464403597595,0.0439949219874157
130,"3 to 4","kids","Sort2","Different Individuals",21,-0.0102478521589315,0.0293550929150026
130,"4 to 5","kids","Sort1","Same Individual",34,0.0171343151029776,0.0347598157354231
130,"4 to 5","kids","Sort2","Different Individuals",33,0.00912851196915742,0.0286936226773613
130,"5 to 6","kids","Sort1","Same Individual",28,0.0615659586851669,0.0437880644442074
130,"5 to 6","kids","Sort2","Different Individuals",28,0.067969395667111,0.0458978563610614
130,"6 to 7","kids","Sort1","Same Individual",23,0.116909911213804,0.0516100420354144
130,"6 to 7","kids","Sort2","Different Individuals",23,0.122872042642134,0.0382059454538989
130,"adults","adults","Sort1","Same Individual",40,0.195334405228984,0.031632237843008
130,"adults","adults","Sort2","Different Individuals",40,0.208717832786572,0.0298983598603525
131,"3 to 4","kids","Sort1","Same Individual",21,0.0351371456468132,0.0482595010175212
131,"3 to 4","kids","Sort2","Different Individuals",21,-0.00805790087430956,0.0329857914069957
131,"4 to 5","kids","Sort1","Same Individual",34,0.0200426195477192,0.0388824792096968
131,"4 to 5","kids","Sort2","Different Individuals",33,0.00861033062188146,0.0335696058334027
131,"5 to 6","kids","Sort1","Same Individual",28,0.0677193935827278,0.0473640518944642
131,"5 to 6","kids","Sort2","Different Individuals",28,0.0561914253527768,0.038476306283881
131,"6 to 7","kids","Sort1","Same Individual",23,0.0926605999648027,0.045102210645932
131,"6 to 7","kids","Sort2","Different Individuals",23,0.112487028270832,0.0494863877230525
131,"adults","adults","Sort1","Same Individual",40,0.174315751677516,0.0270439766799261
131,"adults","adults","Sort2","Different Individuals",40,0.214982571992814,0.0308491103548673
132,"3 to 4","kids","Sort1","Same Individual",21,0.0139577448684834,0.0417046287723405
132,"3 to 4","kids","Sort2","Different Individuals",21,-0.0131507854427507,0.0438702176861202
132,"4 to 5","kids","Sort1","Same Individual",34,0.000205679251504247,0.0401479026938236
132,"4 to 5","kids","Sort2","Different Individuals",33,0.0301056409891612,0.0300699043203634
132,"5 to 6","kids","Sort1","Same Individual",28,0.0731842017442435,0.0461254319891427
132,"5 to 6","kids","Sort2","Different Individuals",28,0.0605311853125195,0.0366100000089276
132,"6 to 7","kids","Sort1","Same Individual",23,0.103423391190879,0.042790274037839
132,"6 to 7","kids","Sort2","Different Individuals",23,0.15772841001565,0.0512231642305789
132,"adults","adults","Sort1","Same Individual",40,0.181326330040967,0.0270410894955699
132,"adults","adults","Sort2","Different Individuals",40,0.205581937043322,0.0347951562693491
133,"3 to 4","kids","Sort1","Same Individual",21,0.0223493408976142,0.0413136901000004
133,"3 to 4","kids","Sort2","Different Individuals",21,0.00658028515725414,0.0343193073702073
133,"4 to 5","kids","Sort1","Same Individual",34,0.0196511084815852,0.0480122940192168
133,"4 to 5","kids","Sort2","Different Individuals",33,-0.0102751506500455,0.0335552001378123
133,"5 to 6","kids","Sort1","Same Individual",28,0.0848033054364284,0.0432998301091335
133,"5 to 6","kids","Sort2","Different Individuals",28,0.0572246006914542,0.043283737073097
133,"6 to 7","kids","Sort1","Same Individual",23,0.067242657926572,0.0518696025972614
133,"6 to 7","kids","Sort2","Different Individuals",23,0.120840533214564,0.0459004086511247
133,"adults","adults","Sort1","Same Individual",40,0.173022909733248,0.0285980437653156
133,"adults","adults","Sort2","Different Individuals",40,0.210988986629386,0.0345185460701736
134,"3 to 4","kids","Sort1","Same Individual",21,0.0148325657901905,0.0464537290694924
134,"3 to 4","kids","Sort2","Different Individuals",21,0.00121678937212058,0.036106364248201
134,"4 to 5","kids","Sort1","Same Individual",34,-0.00767056969425827,0.0433919196461705
134,"4 to 5","kids","Sort2","Different Individuals",33,0.000912913204899004,0.0340156463998646
