"sample_index","age_bin","age_group","sort","sort_name","N","average_dist","ci_dist"
514,"4 to 5","kids","Sort1","Same Individual",34,0.0033731702824441,0.0430060351774013
514,"4 to 5","kids","Sort2","Different Individuals",33,0.0216792292503134,0.0354790195298904
514,"5 to 6","kids","Sort1","Same Individual",28,0.0426674289192529,0.0445388751383073
514,"5 to 6","kids","Sort2","Different Individuals",28,0.0438248584563122,0.0491907091278239
514,"6 to 7","kids","Sort1","Same Individual",23,0.0939522061535489,0.0391897696746251
514,"6 to 7","kids","Sort2","Different Individuals",23,0.125962131182431,0.0389364027781884
514,"adults","adults","Sort1","Same Individual",40,0.218515169643036,0.0297926133874845
514,"adults","adults","Sort2","Different Individuals",40,0.221180415587339,0.0344790550340388
515,"3 to 4","kids","Sort1","Same Individual",21,0.000176654219866379,0.0448876116755654
515,"3 to 4","kids","Sort2","Different Individuals",21,0.00561475353461425,0.0288207112386545
515,"4 to 5","kids","Sort1","Same Individual",34,0.00446421227429725,0.0411205910104038
515,"4 to 5","kids","Sort2","Different Individuals",33,0.00664442413408736,0.0389742902810263
515,"5 to 6","kids","Sort1","Same Individual",28,0.0745375190542335,0.0474821967967971
515,"5 to 6","kids","Sort2","Different Individuals",28,0.0491816373560228,0.0413191097780111
515,"6 to 7","kids","Sort1","Same Individual",23,0.0936046872265529,0.0350948325699342
515,"6 to 7","kids","Sort2","Different Individuals",23,0.116349576352693,0.0493947858706305
515,"adults","adults","Sort1","Same Individual",40,0.183272190186383,0.0306125745322021
515,"adults","adults","Sort2","Different Individuals",40,0.217406475925732,0.0341258941480465
516,"3 to 4","kids","Sort1","Same Individual",21,0.0067543815219444,0.045251667446413
516,"3 to 4","kids","Sort2","Different Individuals",21,-0.00812638265841769,0.0346655922696169
516,"4 to 5","kids","Sort1","Same Individual",34,0.0150901686506801,0.0406001444139221
516,"4 to 5","kids","Sort2","Different Individuals",33,0.00163741794503858,0.0382283569132274
516,"5 to 6","kids","Sort1","Same Individual",28,0.0583974559948484,0.0467145099736422
516,"5 to 6","kids","Sort2","Different Individuals",28,0.0558815213414436,0.0449285705806972
516,"6 to 7","kids","Sort1","Same Individual",23,0.104361135207151,0.0372474700071827
516,"6 to 7","kids","Sort2","Different Individuals",23,0.123526353812615,0.0517936691763039
516,"adults","adults","Sort1","Same Individual",40,0.187043220270695,0.029917372646194
516,"adults","adults","Sort2","Different Individuals",40,0.218107735950981,0.035078878983107
517,"3 to 4","kids","Sort1","Same Individual",21,0.0226092395433531,0.0464780127164742
517,"3 to 4","kids","Sort2","Different Individuals",21,-0.0156384998293422,0.0357145314422334
517,"4 to 5","kids","Sort1","Same Individual",34,0.00247073336141847,0.0455487559148838
517,"4 to 5","kids","Sort2","Different Individuals",33,-0.0124358808902006,0.0338510482301419
517,"5 to 6","kids","Sort1","Same Individual",28,0.0638491923108509,0.0462714342479026
517,"5 to 6","kids","Sort2","Different Individuals",28,0.0518872570004511,0.0317041724308722
517,"6 to 7","kids","Sort1","Same Individual",23,0.0858661913793871,0.0524308387621614
517,"6 to 7","kids","Sort2","Different Individuals",23,0.141307034871288,0.0434921073407729
517,"adults","adults","Sort1","Same Individual",40,0.182205658540497,0.0297589192007133
517,"adults","adults","Sort2","Different Individuals",40,0.228342054462998,0.0346762429343469
518,"3 to 4","kids","Sort1","Same Individual",21,0.0105903320483596,0.0449014007387197
518,"3 to 4","kids","Sort2","Different Individuals",21,-0.0424211613807549,0.0309050847929243
518,"4 to 5","kids","Sort1","Same Individual",34,-0.0171953558661662,0.0450128451858706
518,"4 to 5","kids","Sort2","Different Individuals",33,0.0164783180195122,0.0342420749121807
518,"5 to 6","kids","Sort1","Same Individual",28,0.0652723797395629,0.0438410985844041
518,"5 to 6","kids","Sort2","Different Individuals",28,0.0666458632325087,0.0444902963954208
518,"6 to 7","kids","Sort1","Same Individual",23,0.0699112011633172,0.0485484657491003
518,"6 to 7","kids","Sort2","Different Individuals",23,0.120034623866692,0.0440248323804346
518,"adults","adults","Sort1","Same Individual",40,0.196508923239269,0.0293804809018684
518,"adults","adults","Sort2","Different Individuals",40,0.214570355913262,0.0374278210922514
519,"3 to 4","kids","Sort1","Same Individual",21,0.0419540950637552,0.0525950229133917
519,"3 to 4","kids","Sort2","Different Individuals",21,0.00604225658938348,0.0362543801634884
519,"4 to 5","kids","Sort1","Same Individual",34,0.00891753029679354,0.0478513867743443
519,"4 to 5","kids","Sort2","Different Individuals",33,0.00931414722478042,0.030181633218208
519,"5 to 6","kids","Sort1","Same Individual",28,0.0719321702556238,0.0498105490794791
519,"5 to 6","kids","Sort2","Different Individuals",28,0.0642844622858968,0.0362472989162065
519,"6 to 7","kids","Sort1","Same Individual",23,0.08296538832493,0.0378142514576987
519,"6 to 7","kids","Sort2","Different Individuals",23,0.147870253717491,0.0420676260501957
519,"adults","adults","Sort1","Same Individual",40,0.172013125614746,0.0322451878511086
519,"adults","adults","Sort2","Different Individuals",40,0.207810813332227,0.0345778218334506
520,"3 to 4","kids","Sort1","Same Individual",21,0.0338644025939194,0.0513581200818408
520,"3 to 4","kids","Sort2","Different Individuals",21,-0.00348095117319172,0.0350886222236287
520,"4 to 5","kids","Sort1","Same Individual",34,0.0175107817306775,0.0392704965962675
520,"4 to 5","kids","Sort2","Different Individuals",33,0.0181472593776779,0.0318310252069521
520,"5 to 6","kids","Sort1","Same Individual",28,0.0588050389514838,0.0323590928495491
520,"5 to 6","kids","Sort2","Different Individuals",28,0.06303044724012,0.0400427279197098
520,"6 to 7","kids","Sort1","Same Individual",23,0.0927163355104016,0.039346512612911
520,"6 to 7","kids","Sort2","Different Individuals",23,0.12971920371537,0.0469887140100619
520,"adults","adults","Sort1","Same Individual",40,0.171910615927308,0.0317669227248218
520,"adults","adults","Sort2","Different Individuals",40,0.213905320131091,0.0333931550545243
521,"3 to 4","kids","Sort1","Same Individual",21,0.0353744416924191,0.0529368394253317
521,"3 to 4","kids","Sort2","Different Individuals",21,0.0142668940086397,0.0430248761199364
521,"4 to 5","kids","Sort1","Same Individual",34,0.00329042973857923,0.0421909330553107
521,"4 to 5","kids","Sort2","Different Individuals",33,0.0276509300664651,0.0366402068328089
521,"5 to 6","kids","Sort1","Same Individual",28,0.0861731198249409,0.0489909633690479
521,"5 to 6","kids","Sort2","Different Individuals",28,0.0366651982369687,0.039477734329438
521,"6 to 7","kids","Sort1","Same Individual",23,0.0970488787675441,0.0522870894116976
521,"6 to 7","kids","Sort2","Different Individuals",23,0.139061114803767,0.0347814989816637
521,"adults","adults","Sort1","Same Individual",40,0.181121223011055,0.0303090803540836
521,"adults","adults","Sort2","Different Individuals",40,0.212473279329462,0.0399271685789304
522,"3 to 4","kids","Sort1","Same Individual",21,0.0277400145717354,0.0399080574741697
522,"3 to 4","kids","Sort2","Different Individuals",21,-0.00546591543700115,0.0426801782596439
522,"4 to 5","kids","Sort1","Same Individual",34,0.00259092178275729,0.042733668410987
522,"4 to 5","kids","Sort2","Different Individuals",33,0.00439302769630138,0.0380579130049945
522,"5 to 6","kids","Sort1","Same Individual",28,0.0767010800171702,0.0519737654016489
522,"5 to 6","kids","Sort2","Different Individuals",28,0.0450250390978187,0.0404020745319859
522,"6 to 7","kids","Sort1","Same Individual",23,0.0965526764451524,0.0497376378304599
522,"6 to 7","kids","Sort2","Different Individuals",23,0.133606052157959,0.0377128486137748
522,"adults","adults","Sort1","Same Individual",40,0.182434487314243,0.0279923337900886
522,"adults","adults","Sort2","Different Individuals",40,0.208086318992529,0.0269011493995932
523,"3 to 4","kids","Sort1","Same Individual",21,0.0162910858657858,0.0441602056298363
523,"3 to 4","kids","Sort2","Different Individuals",21,-0.0111669492248638,0.0369336971165857
523,"4 to 5","kids","Sort1","Same Individual",34,0.0298612570560818,0.044202572259702
523,"4 to 5","kids","Sort2","Different Individuals",33,0.00161382730776482,0.0354208176730393
523,"5 to 6","kids","Sort1","Same Individual",28,0.0562157015655358,0.044752579186056
523,"5 to 6","kids","Sort2","Different Individuals",28,0.0402210760291439,0.0435285849722238
523,"6 to 7","kids","Sort1","Same Individual",23,0.090057679533233,0.0416121775817444
523,"6 to 7","kids","Sort2","Different Individuals",23,0.108441283227567,0.043892495766524
523,"adults","adults","Sort1","Same Individual",40,0.165011160873302,0.027719167350411
523,"adults","adults","Sort2","Different Individuals",40,0.215168714856888,0.0290518498951249
524,"3 to 4","kids","Sort1","Same Individual",21,0.0266138923220722,0.0438534748842506
524,"3 to 4","kids","Sort2","Different Individuals",21,0.0261475770879485,0.0426824208482162
524,"4 to 5","kids","Sort1","Same Individual",34,-0.004627963857355,0.0440198838772782
524,"4 to 5","kids","Sort2","Different Individuals",33,0.00544269345707922,0.0385889766873603
524,"5 to 6","kids","Sort1","Same Individual",28,0.0639637558271297,0.0512891031778168
524,"5 to 6","kids","Sort2","Different Individuals",28,0.0405670332483144,0.0369575768581131
524,"6 to 7","kids","Sort1","Same Individual",23,0.06842501868378,0.0463843088891038
524,"6 to 7","kids","Sort2","Different Individuals",23,0.145373555746878,0.0448440091445425
524,"adults","adults","Sort1","Same Individual",40,0.190512189848233,0.0292895142320972
524,"adults","adults","Sort2","Different Individuals",40,0.214673219299354,0.0343788044221804
525,"3 to 4","kids","Sort1","Same Individual",21,0.00703185893085355,0.048367952708505
525,"3 to 4","kids","Sort2","Different Individuals",21,0.0205446584845412,0.0393414080929233
525,"4 to 5","kids","Sort1","Same Individual",34,-0.0208503413353915,0.039864187460206
525,"4 to 5","kids","Sort2","Different Individuals",33,0.0185635770931663,0.0404061600541936
525,"5 to 6","kids","Sort1","Same Individual",28,0.0754869056282709,0.0462209033625734
525,"5 to 6","kids","Sort2","Different Individuals",28,0.075676920478998,0.0337512941638296
525,"6 to 7","kids","Sort1","Same Individual",23,0.0862956493857066,0.0477728963653357
525,"6 to 7","kids","Sort2","Different Individuals",23,0.130746748332937,0.057716520621084
525,"adults","adults","Sort1","Same Individual",40,0.174476058585118,0.0311371377337842
525,"adults","adults","Sort2","Different Individuals",40,0.239013798110897,0.0368035082468731
526,"3 to 4","kids","Sort1","Same Individual",21,-0.00654518623516862,0.042416901365416
526,"3 to 4","kids","Sort2","Different Individuals",21,0.0069282659726625,0.0363429282449284
526,"4 to 5","kids","Sort1","Same Individual",34,0.0141059759502528,0.0406163539113029
526,"4 to 5","kids","Sort2","Different Individuals",33,0.0131870102203781,0.0340355103033962
526,"5 to 6","kids","Sort1","Same Individual",28,0.0800051061176139,0.0509457588005895
526,"5 to 6","kids","Sort2","Different Individuals",28,0.0598139599692974,0.0389603492376542
526,"6 to 7","kids","Sort1","Same Individual",23,0.0936865726252634,0.0449447129974405
526,"6 to 7","kids","Sort2","Different Individuals",23,0.121326225832374,0.0563441636375012
526,"adults","adults","Sort1","Same Individual",40,0.181155882031755,0.0356081838331212
526,"adults","adults","Sort2","Different Individuals",40,0.196277502897121,0.0316342136234183
527,"3 to 4","kids","Sort1","Same Individual",21,0.0420187969286565,0.0479199247188137
527,"3 to 4","kids","Sort2","Different Individuals",21,-0.00764449570465159,0.029880289240568
527,"4 to 5","kids","Sort1","Same Individual",34,0.0090253864674086,0.0369316494541848
527,"4 to 5","kids","Sort2","Different Individuals",33,0.0178276097265702,0.0326135379901644
527,"5 to 6","kids","Sort1","Same Individual",28,0.0546744645680979,0.0507723438876293
527,"5 to 6","kids","Sort2","Different Individuals",28,0.0473688533143974,0.0462696334659613
527,"6 to 7","kids","Sort1","Same Individual",23,0.0851132813538466,0.0487323386052623
527,"6 to 7","kids","Sort2","Different Individuals",23,0.117155115288739,0.0504466366853264
527,"adults","adults","Sort1","Same Individual",40,0.18428646151626,0.0337151834375332
527,"adults","adults","Sort2","Different Individuals",40,0.216855912669731,0.0358772401142193
528,"3 to 4","kids","Sort1","Same Individual",21,0.00812031847108032,0.0399171794323459
528,"3 to 4","kids","Sort2","Different Individuals",21,0.0193147485318792,0.0385988744354993
528,"4 to 5","kids","Sort1","Same Individual",34,0.00760005461888562,0.0427630650829007
528,"4 to 5","kids","Sort2","Different Individuals",33,0.0400579114102013,0.0384622110648041
528,"5 to 6","kids","Sort1","Same Individual",28,0.038699935063084,0.0455276449483001
528,"5 to 6","kids","Sort2","Different Individuals",28,0.07244902709888,0.0377741728110935
528,"6 to 7","kids","Sort1","Same Individual",23,0.0895810089008117,0.0458020159174741
528,"6 to 7","kids","Sort2","Different Individuals",23,0.148878540919225,0.0534946237954494
528,"adults","adults","Sort1","Same Individual",40,0.168539372882292,0.0297779089629187
528,"adults","adults","Sort2","Different Individuals",40,0.201895793222329,0.0362683728139989
529,"3 to 4","kids","Sort1","Same Individual",21,0.0240225880188342,0.0447777174885981
529,"3 to 4","kids","Sort2","Different Individuals",21,-0.0029048560607079,0.0323385162407647
529,"4 to 5","kids","Sort1","Same Individual",34,0.0107716636383377,0.0457023022799478
529,"4 to 5","kids","Sort2","Different Individuals",33,0.0244765969461436,0.0296027594275705
529,"5 to 6","kids","Sort1","Same Individual",28,0.0568560019207955,0.0454885811564835
529,"5 to 6","kids","Sort2","Different Individuals",28,0.0507397021660245,0.0347166282297288
529,"6 to 7","kids","Sort1","Same Individual",23,0.111537041401694,0.0575889394987175
529,"6 to 7","kids","Sort2","Different Individuals",23,0.117851576372395,0.0494512921538406
529,"adults","adults","Sort1","Same Individual",40,0.184017631033629,0.031615669101713
529,"adults","adults","Sort2","Different Individuals",40,0.220653468856278,0.0343521911458497
530,"3 to 4","kids","Sort1","Same Individual",21,0.00717491086696599,0.0353111230314727
530,"3 to 4","kids","Sort2","Different Individuals",21,0.0123680705609887,0.0342014989626643
530,"4 to 5","kids","Sort1","Same Individual",34,0.0179966072487852,0.0391300958412911
530,"4 to 5","kids","Sort2","Different Individuals",33,0.0174254823497877,0.0351315486350236
530,"5 to 6","kids","Sort1","Same Individual",28,0.0610192091033907,0.0548017604501615
530,"5 to 6","kids","Sort2","Different Individuals",28,0.051527961593081,0.046738293345408
530,"6 to 7","kids","Sort1","Same Individual",23,0.0858670707782433,0.0473755249376044
530,"6 to 7","kids","Sort2","Different Individuals",23,0.111116515672172,0.043802239350379
530,"adults","adults","Sort1","Same Individual",40,0.157771838123099,0.0298003199574157
530,"adults","adults","Sort2","Different Individuals",40,0.217231803712309,0.0300893730165568
531,"3 to 4","kids","Sort1","Same Individual",21,0.00739553802982014,0.055474957690066
531,"3 to 4","kids","Sort2","Different Individuals",21,0.0228605242716897,0.0401142474445013
531,"4 to 5","kids","Sort1","Same Individual",34,0.012878875373765,0.043906747861274
531,"4 to 5","kids","Sort2","Different Individuals",33,-0.0114234913564187,0.0326173960537493
531,"5 to 6","kids","Sort1","Same Individual",28,0.0838003616218091,0.0533178787048838
531,"5 to 6","kids","Sort2","Different Individuals",28,0.0508958075673547,0.0429536532463552
531,"6 to 7","kids","Sort1","Same Individual",23,0.0581147735995473,0.04557267801052
531,"6 to 7","kids","Sort2","Different Individuals",23,0.125290966673625,0.0362720781231268
531,"adults","adults","Sort1","Same Individual",40,0.180512948037189,0.0302341651215317
531,"adults","adults","Sort2","Different Individuals",40,0.213810321101848,0.0395391146879169
532,"3 to 4","kids","Sort1","Same Individual",21,0.011532739165591,0.0384298863563253
532,"3 to 4","kids","Sort2","Different Individuals",21,0.0135347761991216,0.0467654593683609
532,"4 to 5","kids","Sort1","Same Individual",34,0.0128739641761829,0.0479289589798891
532,"4 to 5","kids","Sort2","Different Individuals",33,0.0143800766033997,0.034658011402586
532,"5 to 6","kids","Sort1","Same Individual",28,0.0621655988455023,0.0489823095314648
532,"5 to 6","kids","Sort2","Different Individuals",28,0.0585084274316631,0.0431957439714796
532,"6 to 7","kids","Sort1","Same Individual",23,0.0794141649152162,0.0568163061040334
532,"6 to 7","kids","Sort2","Different Individuals",23,0.127177851804306,0.0494615135997147
532,"adults","adults","Sort1","Same Individual",40,0.165429781511726,0.0246551566383759
532,"adults","adults","Sort2","Different Individuals",40,0.199196268600161,0.0312365293832391
533,"3 to 4","kids","Sort1","Same Individual",21,0.0169355297286072,0.0391756021649553
533,"3 to 4","kids","Sort2","Different Individuals",21,0.000235613418843851,0.0385375918773573
533,"4 to 5","kids","Sort1","Same Individual",34,0.013920268569383,0.0458518303524208
533,"4 to 5","kids","Sort2","Different Individuals",33,0.0159256638687895,0.0390767131454753
533,"5 to 6","kids","Sort1","Same Individual",28,0.0861144894852957,0.0444674284207775
533,"5 to 6","kids","Sort2","Different Individuals",28,0.0593879575054396,0.0400749693104489
533,"6 to 7","kids","Sort1","Same Individual",23,0.0804986582691589,0.0608163107485711
533,"6 to 7","kids","Sort2","Different Individuals",23,0.124275910424961,0.0431081457116329
533,"adults","adults","Sort1","Same Individual",40,0.164692478155946,0.0300851790049303
533,"adults","adults","Sort2","Different Individuals",40,0.207886150019163,0.0355698929741749
534,"3 to 4","kids","Sort1","Same Individual",21,0.00366268132511786,0.046280183110759
534,"3 to 4","kids","Sort2","Different Individuals",21,0.0131899418226785,0.0343131087302396
534,"4 to 5","kids","Sort1","Same Individual",34,0.000910355792643332,0.0432569536506267
534,"4 to 5","kids","Sort2","Different Individuals",33,-0.00219596850908164,0.0387523661440795
534,"5 to 6","kids","Sort1","Same Individual",28,0.103069026393143,0.0492722418262482
534,"5 to 6","kids","Sort2","Different Individuals",28,0.0761288906416955,0.0418436208257576
534,"6 to 7","kids","Sort1","Same Individual",23,0.0923478292155117,0.0516086295043719
534,"6 to 7","kids","Sort2","Different Individuals",23,0.111352118633079,0.0423646856018158
534,"adults","adults","Sort1","Same Individual",40,0.17517690312508,0.0305641876422588
534,"adults","adults","Sort2","Different Individuals",40,0.220593188325915,0.0340058672772408
535,"3 to 4","kids","Sort1","Same Individual",21,0.00378913991135565,0.0430937681652721
535,"3 to 4","kids","Sort2","Different Individuals",21,-0.00539937014303832,0.0443694876606443
535,"4 to 5","kids","Sort1","Same Individual",34,0.000918144557286734,0.0401431339690561
535,"4 to 5","kids","Sort2","Different Individuals",33,0.0148193112758291,0.0380288704394453
535,"5 to 6","kids","Sort1","Same Individual",28,0.0697139115030836,0.0472528883197658
535,"5 to 6","kids","Sort2","Different Individuals",28,0.0853195320318035,0.0422323022658166
535,"6 to 7","kids","Sort1","Same Individual",23,0.0984664976548121,0.0473609077775585
535,"6 to 7","kids","Sort2","Different Individuals",23,0.128805710549107,0.0395651597721989
535,"adults","adults","Sort1","Same Individual",40,0.177843536572272,0.0356409323113843
535,"adults","adults","Sort2","Different Individuals",40,0.212860694338481,0.0436429164562658
536,"3 to 4","kids","Sort1","Same Individual",21,0.0165679895107167,0.0480233941561406
536,"3 to 4","kids","Sort2","Different Individuals",21,0.0215885065905913,0.0397249914427774
536,"4 to 5","kids","Sort1","Same Individual",34,-0.00074358918371065,0.0400643629315705
536,"4 to 5","kids","Sort2","Different Individuals",33,0.00870329447433905,0.0308051666472515
536,"5 to 6","kids","Sort1","Same Individual",28,0.0753989960467489,0.0491462930798696
536,"5 to 6","kids","Sort2","Different Individuals",28,0.0390562483240553,0.032173357558664
536,"6 to 7","kids","Sort1","Same Individual",23,0.110581743941526,0.0374561392341826
536,"6 to 7","kids","Sort2","Different Individuals",23,0.130665927917753,0.0528385064002347
536,"adults","adults","Sort1","Same Individual",40,0.165893859632407,0.0316166088810713
536,"adults","adults","Sort2","Different Individuals",40,0.211193262298077,0.0354332119694517
537,"3 to 4","kids","Sort1","Same Individual",21,0.00426127405414151,0.0446631456609693
537,"3 to 4","kids","Sort2","Different Individuals",21,0.000183192290885447,0.0314289062676352
537,"4 to 5","kids","Sort1","Same Individual",34,0.0206768314930353,0.033773711096709
537,"4 to 5","kids","Sort2","Different Individuals",33,0.01619199111954,0.0351800866479661
537,"5 to 6","kids","Sort1","Same Individual",28,0.0714802142711956,0.0502282580789225
537,"5 to 6","kids","Sort2","Different Individuals",28,0.0459986464924876,0.0423954664015945
537,"6 to 7","kids","Sort1","Same Individual",23,0.0847259339796611,0.0531004600083323
537,"6 to 7","kids","Sort2","Different Individuals",23,0.116493237119752,0.0482572987036996
537,"adults","adults","Sort1","Same Individual",40,0.184248410840416,0.0296227124403301
537,"adults","adults","Sort2","Different Individuals",40,0.194770200039124,0.0331925133290666
538,"3 to 4","kids","Sort1","Same Individual",21,0.0327380254105603,0.0462818531377278
538,"3 to 4","kids","Sort2","Different Individuals",21,0.00228336091728193,0.0334512714234504
538,"4 to 5","kids","Sort1","Same Individual",34,0.0121702699590392,0.0417479364552403
538,"4 to 5","kids","Sort2","Different Individuals",33,0.0492897056222329,0.040109098356641
538,"5 to 6","kids","Sort1","Same Individual",28,0.0567110807124047,0.0447177589566163
538,"5 to 6","kids","Sort2","Different Individuals",28,0.0504199119446382,0.0355531854951089
538,"6 to 7","kids","Sort1","Same Individual",23,0.0860852586708269,0.0547291663313814
538,"6 to 7","kids","Sort2","Different Individuals",23,0.103572867937646,0.0438774854449677
538,"adults","adults","Sort1","Same Individual",40,0.192809382440382,0.0320428953199789
538,"adults","adults","Sort2","Different Individuals",40,0.210333927729982,0.0292328616623673
539,"3 to 4","kids","Sort1","Same Individual",21,0.0314953297402394,0.0485754780196783
539,"3 to 4","kids","Sort2","Different Individuals",21,-0.0138139746752978,0.0366107203007617
539,"4 to 5","kids","Sort1","Same Individual",34,0.0189480219945719,0.0397531766284863
539,"4 to 5","kids","Sort2","Different Individuals",33,0.0051449823846741,0.0279051750982772
539,"5 to 6","kids","Sort1","Same Individual",28,0.0823521057862328,0.0513689517898371
539,"5 to 6","kids","Sort2","Different Individuals",28,0.0484268833502314,0.032755900000005
539,"6 to 7","kids","Sort1","Same Individual",23,0.0895465369399156,0.0421619564513404
539,"6 to 7","kids","Sort2","Different Individuals",23,0.133738297568208,0.0492111421468038
539,"adults","adults","Sort1","Same Individual",40,0.184764400332583,0.0282644351651956
539,"adults","adults","Sort2","Different Individuals",40,0.198719661146241,0.0334183505739346
540,"3 to 4","kids","Sort1","Same Individual",21,0.0121006225983252,0.0344586206191299
540,"3 to 4","kids","Sort2","Different Individuals",21,-0.000669674234174028,0.0352567128618049
540,"4 to 5","kids","Sort1","Same Individual",34,0.0136021474868853,0.0399241219720027
540,"4 to 5","kids","Sort2","Different Individuals",33,-0.00692534937256289,0.0413991667241885
540,"5 to 6","kids","Sort1","Same Individual",28,0.0768467341799316,0.0522152863235332
540,"5 to 6","kids","Sort2","Different Individuals",28,0.0644736540890253,0.0330113912191069
540,"6 to 7","kids","Sort1","Same Individual",23,0.0772168380124838,0.0489558090496288
540,"6 to 7","kids","Sort2","Different Individuals",23,0.139603132603099,0.0461480161900069
540,"adults","adults","Sort1","Same Individual",40,0.180230489810974,0.0323019521708661
540,"adults","adults","Sort2","Different Individuals",40,0.201237807310925,0.0340952265766389
541,"3 to 4","kids","Sort1","Same Individual",21,0.00957805563250355,0.0511176098658385
541,"3 to 4","kids","Sort2","Different Individuals",21,-0.000916233600159564,0.0373323838990934
541,"4 to 5","kids","Sort1","Same Individual",34,-0.00225170222985506,0.0424167810019914
541,"4 to 5","kids","Sort2","Different Individuals",33,0.0125580324204063,0.0344782006400479
541,"5 to 6","kids","Sort1","Same Individual",28,0.0854322341584995,0.0494726950319528
541,"5 to 6","kids","Sort2","Different Individuals",28,0.0576546292726658,0.039046544763387
541,"6 to 7","kids","Sort1","Same Individual",23,0.0963994662575471,0.0438778763336551
541,"6 to 7","kids","Sort2","Different Individuals",23,0.13010680774635,0.0411306533463047
541,"adults","adults","Sort1","Same Individual",40,0.178392112570465,0.0310986505249825
541,"adults","adults","Sort2","Different Individuals",40,0.197707326968345,0.0339767878771561
542,"3 to 4","kids","Sort1","Same Individual",21,0.0180080112710308,0.0530076330865183
542,"3 to 4","kids","Sort2","Different Individuals",21,-0.00877059712108766,0.0392370256000015
542,"4 to 5","kids","Sort1","Same Individual",34,0.0184647699065931,0.038434659456135
542,"4 to 5","kids","Sort2","Different Individuals",33,0.022701764822221,0.0348546855048688
542,"5 to 6","kids","Sort1","Same Individual",28,0.0846198649626593,0.0556739545678036
542,"5 to 6","kids","Sort2","Different Individuals",28,0.048848796157263,0.047685544564199
542,"6 to 7","kids","Sort1","Same Individual",23,0.0895971105055842,0.0416809098035681
542,"6 to 7","kids","Sort2","Different Individuals",23,0.128641087121103,0.0472625955753948
542,"adults","adults","Sort1","Same Individual",40,0.175429352557477,0.0315451668595829
542,"adults","adults","Sort2","Different Individuals",40,0.220640577157272,0.0300172976705759
543,"3 to 4","kids","Sort1","Same Individual",21,0.0161124090911232,0.0482151650169761
543,"3 to 4","kids","Sort2","Different Individuals",21,-0.0197007763365923,0.0456121656493278
543,"4 to 5","kids","Sort1","Same Individual",34,0.0267823577163507,0.0395811193780838
543,"4 to 5","kids","Sort2","Different Individuals",33,0.016206319936555,0.0322704807432921
543,"5 to 6","kids","Sort1","Same Individual",28,0.0866811676769584,0.0484839717972728
543,"5 to 6","kids","Sort2","Different Individuals",28,0.0572628388261428,0.0470909376854248
543,"6 to 7","kids","Sort1","Same Individual",23,0.080392293940672,0.0431737449862172
543,"6 to 7","kids","Sort2","Different Individuals",23,0.127328908943442,0.0395995520839706
543,"adults","adults","Sort1","Same Individual",40,0.154308540806663,0.030570915687412
543,"adults","adults","Sort2","Different Individuals",40,0.200997697361326,0.0311852821945437
544,"3 to 4","kids","Sort1","Same Individual",21,0.00363598399734998,0.0422725917147992
544,"3 to 4","kids","Sort2","Different Individuals",21,-0.013023215041823,0.0334823027031555
544,"4 to 5","kids","Sort1","Same Individual",34,0.0348459579771374,0.0472989086887294
544,"4 to 5","kids","Sort2","Different Individuals",33,-0.00656477951251565,0.0333122717531279
544,"5 to 6","kids","Sort1","Same Individual",28,0.0640128314604709,0.0484218880907294
544,"5 to 6","kids","Sort2","Different Individuals",28,0.0530447225582345,0.0413955743503446
544,"6 to 7","kids","Sort1","Same Individual",23,0.0913612439813698,0.0521052963437282
544,"6 to 7","kids","Sort2","Different Individuals",23,0.12711408577208,0.0377998678026652
544,"adults","adults","Sort1","Same Individual",40,0.190869430885203,0.0338411716363915
544,"adults","adults","Sort2","Different Individuals",40,0.212653671855923,0.0330440629977035
545,"3 to 4","kids","Sort1","Same Individual",21,0.00182192770497125,0.0497756426630574
545,"3 to 4","kids","Sort2","Different Individuals",21,-0.018130610231725,0.0297374589006331
545,"4 to 5","kids","Sort1","Same Individual",34,-0.0149912116525282,0.0489429701751654
545,"4 to 5","kids","Sort2","Different Individuals",33,0.00640044414269894,0.0328145048102818
545,"5 to 6","kids","Sort1","Same Individual",28,0.0791053910483571,0.0486779570099955
545,"5 to 6","kids","Sort2","Different Individuals",28,0.0679312204241713,0.0439934902592675
545,"6 to 7","kids","Sort1","Same Individual",23,0.0951990014390442,0.041260478335243
545,"6 to 7","kids","Sort2","Different Individuals",23,0.109291611946947,0.0554838729588488
545,"adults","adults","Sort1","Same Individual",40,0.192154632253965,0.0310157747911987
545,"adults","adults","Sort2","Different Individuals",40,0.220690479457984,0.0343659543357996
546,"3 to 4","kids","Sort1","Same Individual",21,0.0113681137262154,0.0391138956890007
546,"3 to 4","kids","Sort2","Different Individuals",21,-0.00532873202702733,0.0352440553298957
546,"4 to 5","kids","Sort1","Same Individual",34,0.0147740324759731,0.0390383415761907
546,"4 to 5","kids","Sort2","Different Individuals",33,-0.000172124000483718,0.0388218936174647
546,"5 to 6","kids","Sort1","Same Individual",28,0.0732007149761745,0.0538660406842797
546,"5 to 6","kids","Sort2","Different Individuals",28,0.0460061209162198,0.0463886018647578
546,"6 to 7","kids","Sort1","Same Individual",23,0.0899864519621827,0.0471158742608155
546,"6 to 7","kids","Sort2","Different Individuals",23,0.107483170419303,0.0402271444462696
546,"adults","adults","Sort1","Same Individual",40,0.181195865312713,0.030279466612608
546,"adults","adults","Sort2","Different Individuals",40,0.204061933619794,0.0361229294728086
