"items","item1","item2","emotion_pair_same","shared_category","category_pair","pos_1","neg_1","ESG_type_1","arousal_1","valence_1","val_type_1","sort","image_cat_1","mouth_1","actor_gender_1","pos_2","neg_2","ESG_type_2","arousal_2","valence_2","val_type_2","image_cat_2","mouth_2","actor_gender_2","dist_valence","dist_arousal","dist_pos","dist_neg"
"M07ang_o-M07calm_c","M07ang_o","M07calm_c",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","calm","c","M",2.43137254901961,1.15686274509804,1.03921568627451,1.80392156862745
"M07ang_o-M07surp_o","M07ang_o","M07surp_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",4.62745098039216,1.82352941176471,2.98039215686274,2.19607843137255
"M07ang_o-M07sad_o","M07ang_o","M07sad_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.41176470588236,0.76470588235294,0.11764705882353,0.47058823529412
"M07calm_c-M07calm_o","M07calm_c","M07calm_o",1,"calm","within",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","calm","o","M",0.47058823529412,0.64705882352942,0.31372549019608,0.254901960784314
"M07calm_o-M07surp_o","M07calm_o","M07surp_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",1.72549019607843,2.33333333333333,1.62745098039215,0.137254901960785
"M07calm_o-M07sad_o","M07calm_o","M07sad_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",2.49019607843137,0.25490196078432,1.47058823529412,1.58823529411765
"M07calm_c-M07surp_o","M07calm_c","M07surp_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",2.19607843137255,2.98039215686275,1.94117647058823,0.392156862745099
"M07calm_c-M07sad_o","M07calm_c","M07sad_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",2.01960784313725,0.3921568627451,1.15686274509804,1.33333333333333
"M07sad_o-M07surp_o","M07sad_o","M07surp_o",0,"between","between",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","Sort1","sad","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",4.2156862745098,2.58823529411765,3.09803921568627,1.72549019607843
"F10disg_o-F14surp_c","F10disg_o","F14surp_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","surp","c","F",1.76470588235294,0.0784313725490193,0.196078431372549,1.35294117647059
"F10disg_o-M12hap_o","F10disg_o","M12hap_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",3.86274509803921,0.0392156862745097,1.84313725490196,2.47058823529412
"F10disg_o-M05exc_c","F10disg_o","M05exc_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",4.3921568627451,0.52941176470588,2.43137254901961,2.62745098039216
"F07neut_c-F10disg_o","F07neut_c","F10disg_o",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","disg","o","F",2.35294117647059,1.94117647058824,0.784313725490197,1.84313725490196
"F01fear_c-F10disg_o","F01fear_c","F10disg_o",0,"between","between",1,1.52941176470588,"indifferent",3.66666666666667,3.50980392156863,"indifferent","Sort2","fear","c","F",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","disg","o","F",1.92156862745098,1,0.549019607843137,1.54901960784314
"F10disg_o-F22sad_c","F10disg_o","F22sad_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.490196078431373,1.76470588235294,"indifferent",3.58823529411765,2.82352941176471,"pol_neg","sad","c","F",1.23529411764706,1.07843137254902,0.03921568627451,1.31372549019608
"F10disg_o-M08fear_o","F10disg_o","M08fear_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.686274509803922,1.86274509803922,"indifferent",4.33333333333333,2.98039215686275,"pol_neg","fear","o","M",1.3921568627451,0.333333333333339,0.235294117647059,1.2156862745098
"F10disg_o-M04disg_c","F10disg_o","M04disg_c",1,"disg","within",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.333333333333333,2.94117647058824,"pol_neg",4.35294117647059,1.7843137254902,"pol_neg","disg","c","M",0.19607843137255,0.31372549019608,0.11764705882353,0.13725490196078
"F10disg_o-F17calm_o","F10disg_o","F17calm_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",2,0.411764705882353,"pol_pos",4.29411764705882,5.29411764705882,"pol_pos","calm","o","F",3.70588235294117,0.37254901960785,1.54901960784314,2.66666666666667
"F10disg_o-M02ang_c","F10disg_o","M02ang_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.490196078431373,2.25490196078431,"pol_neg",3.7843137254902,2.58823529411765,"pol_neg","ang","c","M",1,0.88235294117647,0.03921568627451,0.82352941176471
"F10disg_o-M03calm_c","F10disg_o","M03calm_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",1.49019607843137,0.980392156862745,"indifferent",3.01960784313725,4.54901960784314,"indifferent","calm","c","M",2.96078431372549,1.64705882352942,1.03921568627451,2.09803921568628
"F10disg_o-F13exc_o","F10disg_o","F13exc_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",2.94117647058824,0.470588235294118,"pol_pos",6.05882352941176,6.47058823529412,"pol_pos","exc","o","F",4.88235294117647,1.39215686274509,2.49019607843138,2.6078431372549
"F04ang_o-F10disg_o","F04ang_o","F10disg_o",0,"between","between",0.313725490196078,3.23529411764706,"pol_neg",4.70588235294118,1.58823529411765,"pol_neg","Sort2","ang","o","F",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","disg","o","F",0,0.0392156862745106,0.137254901960785,0.15686274509804
"F10disg_o-M14neut_o","F10disg_o","M14neut_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.823529411764706,1.54901960784314,"indifferent",3.01960784313725,3.52941176470588,"indifferent","neut","o","M",1.94117647058823,1.64705882352942,0.372549019607843,1.52941176470588
"F10disg_o-F15hap_c","F10disg_o","F15hap_c",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",2.37254901960784,0.372549019607843,"pol_pos",4.76470588235294,5.52941176470588,"pol_pos","hap","c","F",3.94117647058823,0.0980392156862706,1.92156862745098,2.70588235294118
"F10disg_o-M15surp_o","F10disg_o","M15surp_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",1.19607843137255,1.56862745098039,"indifferent",4.90196078431373,3.23529411764706,"indifferent","surp","o","M",1.64705882352941,0.235294117647061,0.745098039215687,1.50980392156863
"F10disg_o-M17sad_o","F10disg_o","M17sad_o",0,"between","between",0.450980392156863,3.07843137254902,"pol_neg",4.66666666666667,1.58823529411765,"pol_neg","Sort2","disg","o","F",0.411764705882353,2.11764705882353,"pol_neg",3.68627450980392,2.72549019607843,"pol_neg","sad","o","M",1.13725490196078,0.98039215686275,0.03921568627451,0.96078431372549
"F14surp_c-M12hap_o","F14surp_c","M12hap_o",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",2.09803921568627,0.0392156862745097,1.64705882352941,1.11764705882353
"F14surp_c-M05exc_c","F14surp_c","M05exc_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",2.62745098039216,0.6078431372549,2.23529411764706,1.27450980392157
"F07neut_c-F14surp_c","F07neut_c","F14surp_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","surp","c","F",0.58823529411765,1.86274509803922,0.588235294117648,0.49019607843137
"F01fear_c-F14surp_c","F01fear_c","F14surp_c",0,"between","between",1,1.52941176470588,"indifferent",3.66666666666667,3.50980392156863,"indifferent","Sort2","fear","c","F",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","surp","c","F",0.15686274509804,0.92156862745098,0.352941176470588,0.19607843137255
"F14surp_c-F22sad_c","F14surp_c","F22sad_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.490196078431373,1.76470588235294,"indifferent",3.58823529411765,2.82352941176471,"pol_neg","sad","c","F",0.52941176470588,1,0.156862745098039,0.0392156862745101
"F14surp_c-M08fear_o","F14surp_c","M08fear_o",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.686274509803922,1.86274509803922,"indifferent",4.33333333333333,2.98039215686275,"pol_neg","fear","o","M",0.37254901960784,0.25490196078432,0.03921568627451,0.13725490196079
"F14surp_c-M04disg_c","F14surp_c","M04disg_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.333333333333333,2.94117647058824,"pol_neg",4.35294117647059,1.7843137254902,"pol_neg","disg","c","M",1.56862745098039,0.235294117647061,0.313725490196079,1.21568627450981
"F14surp_c-F17calm_o","F14surp_c","F17calm_o",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",2,0.411764705882353,"pol_pos",4.29411764705882,5.29411764705882,"pol_pos","calm","o","F",1.94117647058823,0.29411764705883,1.35294117647059,1.31372549019608
"F14surp_c-M02ang_c","F14surp_c","M02ang_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.490196078431373,2.25490196078431,"pol_neg",3.7843137254902,2.58823529411765,"pol_neg","ang","c","M",0.76470588235294,0.80392156862745,0.156862745098039,0.52941176470588
"F14surp_c-M03calm_c","F14surp_c","M03calm_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",1.49019607843137,0.980392156862745,"indifferent",3.01960784313725,4.54901960784314,"indifferent","calm","c","M",1.19607843137255,1.5686274509804,0.843137254901958,0.745098039215685
"F13exc_o-F14surp_c","F13exc_o","F14surp_c",0,"between","between",2.94117647058824,0.470588235294118,"pol_pos",6.05882352941176,6.47058823529412,"pol_pos","Sort2","exc","o","F",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","surp","c","F",3.11764705882353,1.47058823529411,2.29411764705883,1.25490196078431
"F04ang_o-F14surp_c","F04ang_o","F14surp_c",0,"between","between",0.313725490196078,3.23529411764706,"pol_neg",4.70588235294118,1.58823529411765,"pol_neg","Sort2","ang","o","F",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","surp","c","F",1.76470588235294,0.11764705882353,0.333333333333334,1.50980392156863
"F14surp_c-M14neut_o","F14surp_c","M14neut_o",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.823529411764706,1.54901960784314,"indifferent",3.01960784313725,3.52941176470588,"indifferent","neut","o","M",0.17647058823529,1.5686274509804,0.176470588235294,0.17647058823529
"F14surp_c-F15hap_c","F14surp_c","F15hap_c",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",2.37254901960784,0.372549019607843,"pol_pos",4.76470588235294,5.52941176470588,"pol_pos","hap","c","F",2.17647058823529,0.17647058823529,1.72549019607843,1.35294117647059
"F14surp_c-M15surp_o","F14surp_c","M15surp_o",1,"surp","within",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",1.19607843137255,1.56862745098039,"indifferent",4.90196078431373,3.23529411764706,"indifferent","surp","o","M",0.11764705882353,0.31372549019608,0.549019607843138,0.15686274509804
"F14surp_c-M17sad_o","F14surp_c","M17sad_o",0,"between","between",0.647058823529412,1.72549019607843,"indifferent",4.58823529411765,3.35294117647059,"indifferent","Sort2","surp","c","F",0.411764705882353,2.11764705882353,"pol_neg",3.68627450980392,2.72549019607843,"pol_neg","sad","o","M",0.62745098039216,0.90196078431373,0.235294117647059,0.3921568627451
"M05exc_c-M12hap_o","M05exc_c","M12hap_o",0,"between","between",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","Sort2","exc","c","M",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",0.529411764705889,0.56862745098039,0.58823529411765,0.156862745098039
"F07neut_c-M12hap_o","F07neut_c","M12hap_o",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",1.50980392156862,1.90196078431373,1.05882352941176,0.627450980392158
"F01fear_c-M12hap_o","F01fear_c","M12hap_o",0,"between","between",1,1.52941176470588,"indifferent",3.66666666666667,3.50980392156863,"indifferent","Sort2","fear","c","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",1.94117647058823,0.96078431372549,1.29411764705882,0.921568627450978
"F22sad_c-M12hap_o","F22sad_c","M12hap_o",0,"between","between",0.490196078431373,1.76470588235294,"indifferent",3.58823529411765,2.82352941176471,"pol_neg","Sort2","sad","c","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",2.62745098039215,1.03921568627451,1.80392156862745,1.15686274509804
"M08fear_o-M12hap_o","M08fear_o","M12hap_o",0,"between","between",0.686274509803922,1.86274509803922,"indifferent",4.33333333333333,2.98039215686275,"pol_neg","Sort2","fear","o","M",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",2.47058823529411,0.29411764705883,1.6078431372549,1.25490196078432
"M04disg_c-M12hap_o","M04disg_c","M12hap_o",0,"between","between",0.333333333333333,2.94117647058824,"pol_neg",4.35294117647059,1.7843137254902,"pol_neg","Sort2","disg","c","M",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",3.66666666666666,0.27450980392157,1.96078431372549,2.33333333333334
"F17calm_o-M12hap_o","F17calm_o","M12hap_o",0,"between","between",2,0.411764705882353,"pol_pos",4.29411764705882,5.29411764705882,"pol_pos","Sort2","calm","o","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",0.15686274509804,0.33333333333334,0.29411764705882,0.196078431372549
"M02ang_c-M12hap_o","M02ang_c","M12hap_o",0,"between","between",0.490196078431373,2.25490196078431,"pol_neg",3.7843137254902,2.58823529411765,"pol_neg","Sort2","ang","c","M",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",2.86274509803921,0.84313725490196,1.80392156862745,1.64705882352941
"M03calm_c-M12hap_o","M03calm_c","M12hap_o",0,"between","between",1.49019607843137,0.980392156862745,"indifferent",3.01960784313725,4.54901960784314,"indifferent","Sort2","calm","c","M",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",0.901960784313721,1.60784313725491,0.80392156862745,0.372549019607843
"F13exc_o-M12hap_o","F13exc_o","M12hap_o",0,"between","between",2.94117647058824,0.470588235294118,"pol_pos",6.05882352941176,6.47058823529412,"pol_pos","Sort2","exc","o","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",1.01960784313726,1.4313725490196,0.64705882352942,0.137254901960784
"F04ang_o-M12hap_o","F04ang_o","M12hap_o",0,"between","between",0.313725490196078,3.23529411764706,"pol_neg",4.70588235294118,1.58823529411765,"pol_neg","Sort2","ang","o","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",3.86274509803921,0.0784313725490202,1.98039215686274,2.62745098039216
"M12hap_o-M14neut_o","M12hap_o","M14neut_o",0,"between","between",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","Sort2","hap","o","M",0.823529411764706,1.54901960784314,"indifferent",3.01960784313725,3.52941176470588,"indifferent","neut","o","M",1.92156862745098,1.60784313725491,1.47058823529411,0.941176470588238
"F15hap_c-M12hap_o","F15hap_c","M12hap_o",1,"hap","within",2.37254901960784,0.372549019607843,"pol_pos",4.76470588235294,5.52941176470588,"pol_pos","Sort2","hap","c","F",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","hap","o","M",0.0784313725490193,0.13725490196078,0.0784313725490202,0.235294117647059
"M12hap_o-M15surp_o","M12hap_o","M15surp_o",0,"between","between",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","Sort2","hap","o","M",1.19607843137255,1.56862745098039,"indifferent",4.90196078431373,3.23529411764706,"indifferent","surp","o","M",2.2156862745098,0.27450980392157,1.09803921568627,0.960784313725488
"M12hap_o-M17sad_o","M12hap_o","M17sad_o",0,"between","between",2.29411764705882,0.607843137254902,"pol_pos",4.62745098039216,5.45098039215686,"pol_pos","Sort2","hap","o","M",0.411764705882353,2.11764705882353,"pol_neg",3.68627450980392,2.72549019607843,"pol_neg","sad","o","M",2.72549019607843,0.94117647058824,1.88235294117647,1.50980392156863
"F07neut_c-M05exc_c","F07neut_c","M05exc_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",2.03921568627451,2.47058823529412,1.64705882352941,0.784313725490197
"F01fear_c-M05exc_c","F01fear_c","M05exc_c",0,"between","between",1,1.52941176470588,"indifferent",3.66666666666667,3.50980392156863,"indifferent","Sort2","fear","c","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",2.47058823529412,1.52941176470588,1.88235294117647,1.07843137254902
"F22sad_c-M05exc_c","F22sad_c","M05exc_c",0,"between","between",0.490196078431373,1.76470588235294,"indifferent",3.58823529411765,2.82352941176471,"pol_neg","Sort2","sad","c","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",3.15686274509804,1.6078431372549,2.3921568627451,1.31372549019608
"M05exc_c-M08fear_o","M05exc_c","M08fear_o",0,"between","between",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","Sort2","exc","c","M",0.686274509803922,1.86274509803922,"indifferent",4.33333333333333,2.98039215686275,"pol_neg","fear","o","M",3,0.86274509803922,2.19607843137255,1.41176470588236
"M04disg_c-M05exc_c","M04disg_c","M05exc_c",0,"between","between",0.333333333333333,2.94117647058824,"pol_neg",4.35294117647059,1.7843137254902,"pol_neg","Sort2","disg","c","M",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",4.19607843137255,0.84313725490196,2.54901960784314,2.49019607843138
"F17calm_o-M05exc_c","F17calm_o","M05exc_c",0,"between","between",2,0.411764705882353,"pol_pos",4.29411764705882,5.29411764705882,"pol_pos","Sort2","calm","o","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",0.68627450980393,0.90196078431373,0.88235294117647,0.03921568627451
"M02ang_c-M05exc_c","M02ang_c","M05exc_c",0,"between","between",0.490196078431373,2.25490196078431,"pol_neg",3.7843137254902,2.58823529411765,"pol_neg","Sort2","ang","c","M",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",3.3921568627451,1.41176470588235,2.3921568627451,1.80392156862745
"M03calm_c-M05exc_c","M03calm_c","M05exc_c",0,"between","between",1.49019607843137,0.980392156862745,"indifferent",3.01960784313725,4.54901960784314,"indifferent","Sort2","calm","c","M",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",1.43137254901961,2.1764705882353,1.3921568627451,0.529411764705882
"F13exc_o-M05exc_c","F13exc_o","M05exc_c",1,"exc","within",2.94117647058824,0.470588235294118,"pol_pos",6.05882352941176,6.47058823529412,"pol_pos","Sort2","exc","o","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",0.490196078431371,0.86274509803921,0.0588235294117698,0.019607843137255
"F04ang_o-M05exc_c","F04ang_o","M05exc_c",0,"between","between",0.313725490196078,3.23529411764706,"pol_neg",4.70588235294118,1.58823529411765,"pol_neg","Sort2","ang","o","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",4.3921568627451,0.49019607843137,2.56862745098039,2.7843137254902
"M05exc_c-M14neut_o","M05exc_c","M14neut_o",0,"between","between",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","Sort2","exc","c","M",0.823529411764706,1.54901960784314,"indifferent",3.01960784313725,3.52941176470588,"indifferent","neut","o","M",2.45098039215687,2.1764705882353,2.05882352941176,1.09803921568628
"F15hap_c-M05exc_c","F15hap_c","M05exc_c",0,"between","between",2.37254901960784,0.372549019607843,"pol_pos",4.76470588235294,5.52941176470588,"pol_pos","Sort2","hap","c","F",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","exc","c","M",0.45098039215687,0.43137254901961,0.50980392156863,0.07843137254902
"M05exc_c-M15surp_o","M05exc_c","M15surp_o",0,"between","between",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","Sort2","exc","c","M",1.19607843137255,1.56862745098039,"indifferent",4.90196078431373,3.23529411764706,"indifferent","surp","o","M",2.74509803921569,0.29411764705882,1.68627450980392,1.11764705882353
"M05exc_c-M17sad_o","M05exc_c","M17sad_o",0,"between","between",2.88235294117647,0.450980392156863,"pol_pos",5.19607843137255,5.98039215686275,"pol_pos","Sort2","exc","c","M",0.411764705882353,2.11764705882353,"pol_neg",3.68627450980392,2.72549019607843,"pol_neg","sad","o","M",3.25490196078432,1.50980392156863,2.47058823529412,1.66666666666667
"F01fear_c-F07neut_c","F01fear_c","F07neut_c",0,"between","between",1,1.52941176470588,"indifferent",3.66666666666667,3.50980392156863,"indifferent","Sort2","fear","c","F",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","neut","c","F",0.43137254901961,0.94117647058824,0.23529411764706,0.29411764705882
"F07neut_c-F22sad_c","F07neut_c","F22sad_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.490196078431373,1.76470588235294,"indifferent",3.58823529411765,2.82352941176471,"pol_neg","sad","c","F",1.11764705882353,0.86274509803922,0.745098039215687,0.52941176470588
"F07neut_c-M08fear_o","F07neut_c","M08fear_o",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.686274509803922,1.86274509803922,"indifferent",4.33333333333333,2.98039215686275,"pol_neg","fear","o","M",0.96078431372549,1.6078431372549,0.549019607843138,0.62745098039216
"F07neut_c-M04disg_c","F07neut_c","M04disg_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.333333333333333,2.94117647058824,"pol_neg",4.35294117647059,1.7843137254902,"pol_neg","disg","c","M",2.15686274509804,1.62745098039216,0.901960784313727,1.70588235294118
"F07neut_c-F17calm_o","F07neut_c","F17calm_o",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",2,0.411764705882353,"pol_pos",4.29411764705882,5.29411764705882,"pol_pos","calm","o","F",1.35294117647058,1.56862745098039,0.76470588235294,0.823529411764707
"F07neut_c-M02ang_c","F07neut_c","M02ang_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",0.490196078431373,2.25490196078431,"pol_neg",3.7843137254902,2.58823529411765,"pol_neg","ang","c","M",1.35294117647059,1.05882352941177,0.745098039215687,1.01960784313725
"F07neut_c-M03calm_c","F07neut_c","M03calm_c",0,"between","between",1.23529411764706,1.23529411764706,"indifferent",2.72549019607843,3.94117647058824,"indifferent","Sort2","neut","c","F",1.49019607843137,0.980392156862745,"indifferent",3.01960784313725,4.54901960784314,"indifferent","calm","c","M",0.6078431372549,0.29411764705882,0.25490196078431,0.254901960784315
