"items","item1","item2","emotion_pair_same","shared_category","category_pair","pos_1","neg_1","ESG_type_1","arousal_1","valence_1","val_type_1","sort","image_cat_1","mouth_1","actor_gender_1","pos_2","neg_2","ESG_type_2","arousal_2","valence_2","val_type_2","image_cat_2","mouth_2","actor_gender_2","dist_valence","dist_arousal","dist_pos","dist_neg"
"M07ang_c-M07disg_c","M07ang_c","M07disg_c",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","disg","c","M",0.45098039215686,0.215686274509809,0.176470588235294,0.2156862745098
"M07disg_c-M07fear_c","M07disg_c","M07fear_c",0,"between","between",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","Sort1","disg","c","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.52941176470588,0.0588235294117698,0.411764705882353,1.49019607843137
"M07disg_c-M07exc_o","M07disg_c","M07exc_o",0,"between","between",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","Sort1","disg","c","M",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","exc","o","M",2.62745098039216,0.725490196078439,1.21568627450981,2.09803921568628
"M07disg_c-M07fear_o","M07disg_c","M07fear_o",0,"between","between",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","Sort1","disg","c","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",1.19607843137255,0.0196078431372593,0.254901960784314,1.31372549019608
"M07ang_o-M07disg_c","M07ang_o","M07disg_c",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","disg","c","M",0.45098039215686,0.43137254901961,0.294117647058824,0.45098039215686
"M07calm_o-M07disg_c","M07calm_o","M07disg_c",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","disg","c","M",3.35294117647059,0.0784313725490104,1.64705882352942,2.50980392156863
"M07calm_c-M07disg_c","M07calm_c","M07disg_c",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","disg","c","M",2.88235294117647,0.725490196078431,1.33333333333334,2.25490196078431
"M07disg_c-M07surp_o","M07disg_c","M07surp_o",0,"between","between",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","Sort1","disg","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",5.07843137254902,2.25490196078432,3.27450980392157,2.64705882352941
"M07disg_c-M07sad_o","M07disg_c","M07sad_o",0,"between","between",0.176470588235294,3.15686274509804,"pol_neg",4.01960784313725,1.68627450980392,"pol_neg","Sort1","disg","c","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.86274509803922,0.33333333333333,0.176470588235294,0.92156862745098
"M07neut_o-M07sad_c","M07neut_o","M07sad_c",0,"between","between",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","Sort1","neut","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",1.49019607843137,0.68627450980392,0.549019607843137,1.01960784313725
"M07neut_o-M07surp_c","M07neut_o","M07surp_c",0,"between","between",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","Sort1","neut","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",1.03921568627451,1.25490196078431,0.607843137254904,0.647058823529415
"M07hap_o-M07neut_o","M07hap_o","M07neut_o",0,"between","between",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","Sort1","hap","o","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",3.11764705882353,2.37254901960784,2.33333333333333,1.23529411764706
"M07ang_c-M07neut_o","M07ang_c","M07neut_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",1.23529411764706,1.15686274509804,0.431372549019608,1.31372549019608
"M07fear_c-M07neut_o","M07fear_c","M07neut_o",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",0.15686274509804,1,0.196078431372549,0.0392156862745101
"M07exc_o-M07neut_o","M07exc_o","M07neut_o",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",0.94117647058824,1.66666666666667,0.607843137254904,0.5686274509804
"M07fear_o-M07neut_o","M07fear_o","M07neut_o",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",0.49019607843137,0.960784313725489,0.352941176470588,0.2156862745098
"M07ang_o-M07neut_o","M07ang_o","M07neut_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",1.23529411764706,1.37254901960784,0.313725490196078,1.07843137254902
"M07calm_o-M07neut_o","M07calm_o","M07neut_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",1.66666666666667,0.86274509803922,1.03921568627451,0.980392156862748
"M07calm_c-M07neut_o","M07calm_c","M07neut_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","neut","o","M",1.19607843137255,0.2156862745098,0.725490196078434,0.725490196078434
"M07neut_o-M07surp_o","M07neut_o","M07surp_o",0,"between","between",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","Sort1","neut","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",3.3921568627451,3.19607843137255,2.66666666666666,1.11764705882353
"M07neut_o-M07sad_o","M07neut_o","M07sad_o",0,"between","between",0.784313725490196,1.62745098039216,"indifferent",3.07843137254902,3.37254901960784,"indifferent","Sort1","neut","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.8235294117647,0.6078431372549,0.431372549019608,0.6078431372549
"M07sad_c-M07surp_c","M07sad_c","M07surp_c",0,"between","between",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","Sort1","sad","c","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",2.52941176470588,0.568627450980391,1.15686274509804,1.66666666666666
"M07hap_o-M07sad_c","M07hap_o","M07sad_c",0,"between","between",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","Sort1","hap","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",4.6078431372549,1.68627450980392,2.88235294117647,2.25490196078431
"M07ang_c-M07sad_c","M07ang_c","M07sad_c",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",0.25490196078431,0.47058823529412,0.117647058823529,0.29411764705883
"M07fear_c-M07sad_c","M07fear_c","M07sad_c",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",1.33333333333333,0.31372549019608,0.352941176470588,0.98039215686274
"M07exc_o-M07sad_c","M07exc_o","M07sad_c",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",2.43137254901961,0.98039215686275,1.15686274509804,1.58823529411765
"M07fear_o-M07sad_c","M07fear_o","M07sad_c",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",1,0.27450980392157,0.196078431372549,0.80392156862745
"M07ang_o-M07sad_c","M07ang_o","M07sad_c",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",0.25490196078431,0.68627450980392,0.235294117647059,0.0588235294117703
"M07calm_o-M07sad_c","M07calm_o","M07sad_c",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",3.15686274509804,0.1764705882353,1.58823529411765,2
"M07calm_c-M07sad_c","M07calm_c","M07sad_c",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","sad","c","M",2.68627450980392,0.47058823529412,1.27450980392157,1.74509803921568
"M07sad_c-M07surp_o","M07sad_c","M07surp_o",0,"between","between",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","Sort1","sad","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",4.88235294117647,2.50980392156863,3.2156862745098,2.13725490196078
"M07sad_c-M07sad_o","M07sad_c","M07sad_o",1,"sad","within",0.235294117647059,2.64705882352941,"pol_neg",3.76470588235294,1.88235294117647,"pol_neg","Sort1","sad","c","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.66666666666667,0.0784313725490198,0.117647058823529,0.41176470588235
"M07hap_o-M07surp_c","M07hap_o","M07surp_c",0,"between","between",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","Sort1","hap","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",2.07843137254902,1.11764705882353,1.72549019607843,0.588235294117647
"M07ang_c-M07surp_c","M07ang_c","M07surp_c",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",2.27450980392157,0.0980392156862706,1.03921568627451,1.96078431372549
"M07fear_c-M07surp_c","M07fear_c","M07surp_c",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",1.19607843137255,0.25490196078431,0.803921568627453,0.686274509803925
"M07exc_o-M07surp_c","M07exc_o","M07surp_c",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",0.0980392156862697,0.411764705882359,0,0.0784313725490151
"M07fear_o-M07surp_c","M07fear_o","M07surp_c",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",1.52941176470588,0.294117647058821,0.960784313725492,0.862745098039215
"M07ang_o-M07surp_c","M07ang_o","M07surp_c",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",2.27450980392157,0.11764705882353,0.921568627450982,1.72549019607844
"M07calm_o-M07surp_c","M07calm_o","M07surp_c",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",0.62745098039216,0.39215686274509,0.43137254901961,0.333333333333333
"M07calm_c-M07surp_c","M07calm_c","M07surp_c",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",0.15686274509804,1.03921568627451,0.11764705882353,0.078431372549019
"M07surp_c-M07surp_o","M07surp_c","M07surp_o",1,"surp","within",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","Sort1","surp","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",2.35294117647059,1.94117647058824,2.05882352941176,0.470588235294118
"M07sad_o-M07surp_c","M07sad_o","M07surp_c",0,"between","between",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","Sort1","sad","o","M",1.3921568627451,0.980392156862745,"indifferent",4.33333333333333,4.41176470588235,"indifferent","surp","c","M",1.86274509803921,0.64705882352941,1.03921568627451,1.25490196078432
"M07ang_c-M07hap_o","M07ang_c","M07hap_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",4.35294117647059,1.2156862745098,2.76470588235294,2.54901960784314
"M07fear_c-M07hap_o","M07fear_c","M07hap_o",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",3.27450980392157,1.37254901960784,2.52941176470588,1.27450980392157
"M07exc_o-M07hap_o","M07exc_o","M07hap_o",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",2.17647058823529,0.70588235294117,1.72549019607843,0.666666666666662
"M07fear_o-M07hap_o","M07fear_o","M07hap_o",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",3.6078431372549,1.41176470588235,2.68627450980392,1.45098039215686
"M07ang_o-M07hap_o","M07ang_o","M07hap_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",4.35294117647059,1,2.64705882352941,2.31372549019608
"M07calm_o-M07hap_o","M07calm_o","M07hap_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",1.45098039215686,1.50980392156862,1.29411764705882,0.254901960784314
"M07calm_c-M07hap_o","M07calm_c","M07hap_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","hap","o","M",1.92156862745098,2.15686274509804,1.6078431372549,0.509803921568628
"M07hap_o-M07surp_o","M07hap_o","M07surp_o",0,"between","between",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","Sort1","hap","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",0.27450980392157,0.82352941176471,0.33333333333333,0.117647058823529
"M07hap_o-M07sad_o","M07hap_o","M07sad_o",0,"between","between",3.11764705882353,0.392156862745098,"pol_pos",5.45098039215686,6.49019607843137,"pol_pos","Sort1","hap","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",3.94117647058823,1.76470588235294,2.76470588235294,1.84313725490196
"M07ang_c-M07fear_c","M07ang_c","M07fear_c",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.07843137254902,0.15686274509804,0.235294117647059,1.27450980392157
"M07ang_c-M07exc_o","M07ang_c","M07exc_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","exc","o","M",2.1764705882353,0.50980392156863,1.03921568627451,1.88235294117648
"M07ang_c-M07fear_o","M07ang_c","M07fear_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",0.74509803921569,0.19607843137255,0.07843137254902,1.09803921568628
"M07ang_c-M07ang_o","M07ang_c","M07ang_o",1,"ang","within",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","ang","o","M",0,0.2156862745098,0.11764705882353,0.23529411764706
"M07ang_c-M07calm_o","M07ang_c","M07calm_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","calm","o","M",2.90196078431373,0.29411764705882,1.47058823529412,2.29411764705883
"M07ang_c-M07calm_c","M07ang_c","M07calm_c",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","calm","c","M",2.43137254901961,0.94117647058824,1.15686274509804,2.03921568627451
"M07ang_c-M07surp_o","M07ang_c","M07surp_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",4.62745098039216,2.03921568627451,3.09803921568627,2.43137254901961
"M07ang_c-M07sad_o","M07ang_c","M07sad_o",0,"between","between",0.352941176470588,2.94117647058824,"pol_neg",4.23529411764706,2.13725490196078,"pol_neg","Sort1","ang","c","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.41176470588236,0.54901960784314,0,0.70588235294118
"M07exc_o-M07fear_c","M07exc_o","M07fear_c",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.09803921568628,0.66666666666667,0.803921568627453,0.60784313725491
"M07fear_c-M07fear_o","M07fear_c","M07fear_o",1,"fear","within",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",0.33333333333333,0.0392156862745106,0.156862745098039,0.17647058823529
"M07ang_o-M07fear_c","M07ang_o","M07fear_c",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.07843137254902,0.37254901960784,0.117647058823529,1.03921568627451
"M07calm_o-M07fear_c","M07calm_o","M07fear_c",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.82352941176471,0.13725490196078,1.23529411764706,1.01960784313726
"M07calm_c-M07fear_c","M07calm_c","M07fear_c",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","fear","c","M",1.35294117647059,0.7843137254902,0.921568627450983,0.764705882352944
"M07fear_c-M07surp_o","M07fear_c","M07surp_o",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",3.54901960784314,2.19607843137255,2.86274509803921,1.15686274509804
"M07fear_c-M07sad_o","M07fear_c","M07sad_o",0,"between","between",0.588235294117647,1.66666666666667,"indifferent",4.07843137254902,3.2156862745098,"indifferent","Sort1","fear","c","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.66666666666666,0.3921568627451,0.235294117647059,0.56862745098039
"M07exc_o-M07fear_o","M07exc_o","M07fear_o",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",1.43137254901961,0.70588235294118,0.960784313725492,0.7843137254902
"M07ang_o-M07exc_o","M07ang_o","M07exc_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","exc","o","M",2.1764705882353,0.29411764705883,0.921568627450982,1.64705882352942
"M07calm_o-M07exc_o","M07calm_o","M07exc_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","exc","o","M",0.72549019607843,0.80392156862745,0.43137254901961,0.411764705882348
"M07calm_c-M07exc_o","M07calm_c","M07exc_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","exc","o","M",0.25490196078431,1.45098039215687,0.11764705882353,0.156862745098034
"M07exc_o-M07surp_o","M07exc_o","M07surp_o",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",2.45098039215686,1.52941176470588,2.05882352941176,0.549019607843133
"M07exc_o-M07sad_o","M07exc_o","M07sad_o",0,"between","between",1.3921568627451,1.05882352941176,"indifferent",4.74509803921569,4.31372549019608,"indifferent","Sort1","exc","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",1.76470588235294,1.05882352941177,1.03921568627451,1.1764705882353
"M07ang_o-M07fear_o","M07ang_o","M07fear_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",0.74509803921569,0.411764705882351,0.03921568627451,0.86274509803922
"M07calm_o-M07fear_o","M07calm_o","M07fear_o",0,"between","between",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","Sort1","calm","o","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",2.15686274509804,0.0980392156862697,1.3921568627451,1.19607843137255
"M07calm_c-M07fear_o","M07calm_c","M07fear_o",0,"between","between",1.50980392156863,0.901960784313726,"indifferent",3.29411764705882,4.56862745098039,"indifferent","Sort1","calm","c","M",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","fear","o","M",1.68627450980392,0.74509803921569,1.07843137254902,0.941176470588234
"M07fear_o-M07surp_o","M07fear_o","M07surp_o",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",3.45098039215686,0.509803921568627,"pol_pos",6.27450980392157,6.76470588235294,"pol_pos","surp","o","M",3.88235294117647,2.23529411764706,3.01960784313725,1.33333333333333
"M07fear_o-M07sad_o","M07fear_o","M07sad_o",0,"between","between",0.431372549019608,1.84313725490196,"indifferent",4.03921568627451,2.88235294117647,"pol_neg","Sort1","fear","o","M",0.352941176470588,2.23529411764706,"pol_neg",3.68627450980392,2.54901960784314,"pol_neg","sad","o","M",0.33333333333333,0.35294117647059,0.07843137254902,0.3921568627451
"M07ang_o-M07calm_o","M07ang_o","M07calm_o",0,"between","between",0.470588235294118,2.70588235294118,"pol_neg",4.45098039215686,2.13725490196078,"pol_neg","Sort1","ang","o","M",1.82352941176471,0.647058823529412,"indifferent",3.94117647058824,5.03921568627451,"pol_pos","calm","o","M",2.90196078431373,0.50980392156862,1.35294117647059,2.05882352941177
