"participant","seed","sort","image","final_img_pos","posX","posY","subject","subjCode","Age","Gender","age_bin","age_group","image_cat","image_tax_cat","mouth","actor_gender"
"s102",2,"Practice","table","[-71.  75.]",-71,75,"p102",102,4.166666667,"F","4 to 5","kids","table","furniture","table","table"
"s102",2,"Practice","bird","[-357. -223.]",-357,-223,"p102",102,4.166666667,"F","4 to 5","kids","bird","animal","bird","bird"
"s102",2,"Practice","bus","[-357.   75.]",-357,75,"p102",102,4.166666667,"F","4 to 5","kids","bus","vehicle","bus","bus"
"s102",2,"Practice","squirrel","[-357. -372.]",-357,-372,"p102",102,4.166666667,"F","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"s102",2,"Practice","car","[-500.   75.]",-500,75,"p102",102,4.166666667,"F","4 to 5","kids","car","vehicle","car","car"
"s102",2,"Sort1","M07hap_c","[-71. -74.]",-71,-74,"p102",102,4.166666667,"F","4 to 5","kids","hap","hap","c","M"
"s102",2,"Sort1","M07neut_o","[ 72. -74.]",72,-74,"p102",102,4.166666667,"F","4 to 5","kids","neut","neut","o","M"
"s102",2,"Sort1","M07fear_o","[ 215.  -74.]",215,-74,"p102",102,4.166666667,"F","4 to 5","kids","fear","fear","o","M"
"s102",2,"Sort1","M07sad_o","[ -71.  224.]",-71,224,"p102",102,4.166666667,"F","4 to 5","kids","sad","sad","o","M"
"s102",2,"Sort1","M07exc_c","[ 358.  -74.]",358,-74,"p102",102,4.166666667,"F","4 to 5","kids","exc","exc","c","M"
"s102",2,"Sort1","M07disg_c","[ 215.   75.]",215,75,"p102",102,4.166666667,"F","4 to 5","kids","disg","disg","c","M"
"s102",2,"Sort1","M07exc_o","[ 215.  224.]",215,224,"p102",102,4.166666667,"F","4 to 5","kids","exc","exc","o","M"
"s102",2,"Sort1","M07hap_o","[ 72.  75.]",72,75,"p102",102,4.166666667,"F","4 to 5","kids","hap","hap","o","M"
"s102",2,"Sort1","M07surp_c","[ 358.   75.]",358,75,"p102",102,4.166666667,"F","4 to 5","kids","surp","surp","c","M"
"s102",2,"Sort1","M07ang_c","[-214.  -74.]",-214,-74,"p102",102,4.166666667,"F","4 to 5","kids","ang","ang","c","M"
"s102",2,"Sort1","M07surp_o","[-71.  75.]",-71,75,"p102",102,4.166666667,"F","4 to 5","kids","surp","surp","o","M"
"s102",2,"Sort1","M07disg_o","[-214.   75.]",-214,75,"p102",102,4.166666667,"F","4 to 5","kids","disg","disg","o","M"
"s102",2,"Sort1","M07calm_o","[  72.  224.]",72,224,"p102",102,4.166666667,"F","4 to 5","kids","calm","calm","o","M"
"s102",2,"Sort1","M07sad_c","[ 501.  -74.]",501,-74,"p102",102,4.166666667,"F","4 to 5","kids","sad","sad","c","M"
"s102",2,"Sort1","M07neut_c","[-214. -372.]",-214,-372,"p102",102,4.166666667,"F","4 to 5","kids","neut","neut","c","M"
"s102",2,"Sort1","M07ang_o","[ 501. -223.]",501,-223,"p102",102,4.166666667,"F","4 to 5","kids","ang","ang","o","M"
"s102",2,"Sort1","M07calm_c","[ 358. -223.]",358,-223,"p102",102,4.166666667,"F","4 to 5","kids","calm","calm","c","M"
"s102",2,"Sort1","M07fear_c","[-214. -223.]",-214,-223,"p102",102,4.166666667,"F","4 to 5","kids","fear","fear","c","M"
"s102",2,"Sort2","M05exc_c","[  72.  373.]",72,373,"p102",102,4.166666667,"F","4 to 5","kids","exc","exc","c","M"
"s102",2,"Sort2","F01fear_c","[ -71. -372.]",-71,-372,"p102",102,4.166666667,"F","4 to 5","kids","fear","fear","c","F"
"s102",2,"Sort2","F13exc_o","[ 644. -223.]",644,-223,"p102",102,4.166666667,"F","4 to 5","kids","exc","exc","o","F"
"s102",2,"Sort2","M17sad_o","[  72. -372.]",72,-372,"p102",102,4.166666667,"F","4 to 5","kids","sad","sad","o","M"
"s102",2,"Sort2","F10disg_o","[-214. -372.]",-214,-372,"p102",102,4.166666667,"F","4 to 5","kids","disg","disg","o","F"
"s102",2,"Sort2","F07neut_c","[-357. -372.]",-357,-372,"p102",102,4.166666667,"F","4 to 5","kids","neut","neut","c","F"
"s102",2,"Sort2","M03calm_c","[-214. -223.]",-214,-223,"p102",102,4.166666667,"F","4 to 5","kids","calm","calm","c","M"
"s102",2,"Sort2","M04disg_c","[-71.  75.]",-71,75,"p102",102,4.166666667,"F","4 to 5","kids","disg","disg","c","M"
"s102",2,"Sort2","M08fear_o","[  72. -223.]",72,-223,"p102",102,4.166666667,"F","4 to 5","kids","fear","fear","o","M"
"s102",2,"Sort2","F17calm_o","[ -71. -223.]",-71,-223,"p102",102,4.166666667,"F","4 to 5","kids","calm","calm","o","F"
"s102",2,"Sort2","M15surp_o","[ 358.   75.]",358,75,"p102",102,4.166666667,"F","4 to 5","kids","surp","surp","o","M"
"s102",2,"Sort2","M12hap_o","[ 358.  -74.]",358,-74,"p102",102,4.166666667,"F","4 to 5","kids","hap","hap","o","M"
"s102",2,"Sort2","M14neut_o","[  72.  224.]",72,224,"p102",102,4.166666667,"F","4 to 5","kids","neut","neut","o","M"
"s102",2,"Sort2","F22sad_c","[ -71.  373.]",-71,373,"p102",102,4.166666667,"F","4 to 5","kids","sad","sad","c","F"
"s102",2,"Sort2","F14surp_c","[-643.  373.]",-643,373,"p102",102,4.166666667,"F","4 to 5","kids","surp","surp","c","F"
"s102",2,"Sort2","F04ang_o","[ 215.  224.]",215,224,"p102",102,4.166666667,"F","4 to 5","kids","ang","ang","o","F"
"s102",2,"Sort2","F15hap_c","[ 72.  75.]",72,75,"p102",102,4.166666667,"F","4 to 5","kids","hap","hap","c","F"
"s102",2,"Sort2","M02ang_c","[-214.   75.]",-214,75,"p102",102,4.166666667,"F","4 to 5","kids","ang","ang","c","M"
"subjCode103",3,"Practice","bus","[ 215.  373.]",215,373,"p103",103,3.583333333,"F","3 to 4","kids","bus","vehicle","bus","bus"
"subjCode103",3,"Practice","squirrel","[-71.  75.]",-71,75,"p103",103,3.583333333,"F","3 to 4","kids","squirrel","animal","squirrel","squirrel"
"subjCode103",3,"Practice","car","[-357.  -74.]",-357,-74,"p103",103,3.583333333,"F","3 to 4","kids","car","vehicle","car","car"
"subjCode103",3,"Practice","bird","[ -71. -223.]",-71,-223,"p103",103,3.583333333,"F","3 to 4","kids","bird","animal","bird","bird"
"subjCode103",3,"Practice","table","[ 72. -74.]",72,-74,"p103",103,3.583333333,"F","3 to 4","kids","table","furniture","table","table"
"subjCode103",3,"Sort1","M07ang_c","[-214.  -74.]",-214,-74,"p103",103,3.583333333,"F","3 to 4","kids","ang","ang","c","M"
"subjCode103",3,"Sort1","M07neut_c","[-71. -74.]",-71,-74,"p103",103,3.583333333,"F","3 to 4","kids","neut","neut","c","M"
"subjCode103",3,"Sort1","M07sad_c","[ 72. -74.]",72,-74,"p103",103,3.583333333,"F","3 to 4","kids","sad","sad","c","M"
"subjCode103",3,"Sort1","M07fear_c","[ 215.  -74.]",215,-74,"p103",103,3.583333333,"F","3 to 4","kids","fear","fear","c","M"
"subjCode103",3,"Sort1","M07sad_o","[ 358.   75.]",358,75,"p103",103,3.583333333,"F","3 to 4","kids","sad","sad","o","M"
"subjCode103",3,"Sort1","M07hap_c","[ 644.  -74.]",644,-74,"p103",103,3.583333333,"F","3 to 4","kids","hap","hap","c","M"
"subjCode103",3,"Sort1","M07surp_o","[ 501.  -74.]",501,-74,"p103",103,3.583333333,"F","3 to 4","kids","surp","surp","o","M"
"subjCode103",3,"Sort1","M07neut_o","[-357.  -74.]",-357,-74,"p103",103,3.583333333,"F","3 to 4","kids","neut","neut","o","M"
"subjCode103",3,"Sort1","M07fear_o","[-643.   75.]",-643,75,"p103",103,3.583333333,"F","3 to 4","kids","fear","fear","o","M"
"subjCode103",3,"Sort1","M07disg_c","[-500.   75.]",-500,75,"p103",103,3.583333333,"F","3 to 4","kids","disg","disg","c","M"
"subjCode103",3,"Sort1","M07exc_o","[  72.  224.]",72,224,"p103",103,3.583333333,"F","3 to 4","kids","exc","exc","o","M"
"subjCode103",3,"Sort1","M07exc_c","[ -71.  373.]",-71,373,"p103",103,3.583333333,"F","3 to 4","kids","exc","exc","c","M"
"subjCode103",3,"Sort1","M07ang_o","[-357.  373.]",-357,373,"p103",103,3.583333333,"F","3 to 4","kids","ang","ang","o","M"
"subjCode103",3,"Sort1","M07disg_o","[ 358.  373.]",358,373,"p103",103,3.583333333,"F","3 to 4","kids","disg","disg","o","M"
"subjCode103",3,"Sort1","M07calm_c","[-214.  224.]",-214,224,"p103",103,3.583333333,"F","3 to 4","kids","calm","calm","c","M"
"subjCode103",3,"Sort1","M07surp_c","[-71.  75.]",-71,75,"p103",103,3.583333333,"F","3 to 4","kids","surp","surp","c","M"
"subjCode103",3,"Sort1","M07calm_o","[ 215.   75.]",215,75,"p103",103,3.583333333,"F","3 to 4","kids","calm","calm","o","M"
"subjCode103",3,"Sort1","M07hap_o","[ 215.  373.]",215,373,"p103",103,3.583333333,"F","3 to 4","kids","hap","hap","o","M"
"subjCode103",3,"Sort2","F17calm_o","[ -71.  224.]",-71,224,"p103",103,3.583333333,"F","3 to 4","kids","calm","calm","o","F"
"subjCode103",3,"Sort2","F14surp_c","[-71.  75.]",-71,75,"p103",103,3.583333333,"F","3 to 4","kids","surp","surp","c","F"
"subjCode103",3,"Sort2","F22sad_c","[ 644.  373.]",644,373,"p103",103,3.583333333,"F","3 to 4","kids","sad","sad","c","F"
"subjCode103",3,"Sort2","M02ang_c","[ 501.  373.]",501,373,"p103",103,3.583333333,"F","3 to 4","kids","ang","ang","c","M"
"subjCode103",3,"Sort2","M17sad_o","[  72.  373.]",72,373,"p103",103,3.583333333,"F","3 to 4","kids","sad","sad","o","M"
"subjCode103",3,"Sort2","M05exc_c","[ -71.  373.]",-71,373,"p103",103,3.583333333,"F","3 to 4","kids","exc","exc","c","M"
"subjCode103",3,"Sort2","M15surp_o","[ 215. -372.]",215,-372,"p103",103,3.583333333,"F","3 to 4","kids","surp","surp","o","M"
"subjCode103",3,"Sort2","F01fear_c","[ 215.  224.]",215,224,"p103",103,3.583333333,"F","3 to 4","kids","fear","fear","c","F"
"subjCode103",3,"Sort2","F13exc_o","[ 72.  75.]",72,75,"p103",103,3.583333333,"F","3 to 4","kids","exc","exc","o","F"
"subjCode103",3,"Sort2","F07neut_c","[ 358. -223.]",358,-223,"p103",103,3.583333333,"F","3 to 4","kids","neut","neut","c","F"
"subjCode103",3,"Sort2","M03calm_c","[ 215.   75.]",215,75,"p103",103,3.583333333,"F","3 to 4","kids","calm","calm","c","M"
"subjCode103",3,"Sort2","F10disg_o","[-214. -223.]",-214,-223,"p103",103,3.583333333,"F","3 to 4","kids","disg","disg","o","F"
"subjCode103",3,"Sort2","F04ang_o","[ -71. -223.]",-71,-223,"p103",103,3.583333333,"F","3 to 4","kids","ang","ang","o","F"
"subjCode103",3,"Sort2","M12hap_o","[ 644. -223.]",644,-223,"p103",103,3.583333333,"F","3 to 4","kids","hap","hap","o","M"
"subjCode103",3,"Sort2","F15hap_c","[ 215.  -74.]",215,-74,"p103",103,3.583333333,"F","3 to 4","kids","hap","hap","c","F"
"subjCode103",3,"Sort2","M08fear_o","[-71. -74.]",-71,-74,"p103",103,3.583333333,"F","3 to 4","kids","fear","fear","o","M"
"subjCode103",3,"Sort2","M14neut_o","[ 72. -74.]",72,-74,"p103",103,3.583333333,"F","3 to 4","kids","neut","neut","o","M"
"subjCode103",3,"Sort2","M04disg_c","[-357.   75.]",-357,75,"p103",103,3.583333333,"F","3 to 4","kids","disg","disg","c","M"
"subjCode104",4,"Practice","bird","[-357.  -74.]",-357,-74,"p104",104,3.916666667,"F","3 to 4","kids","bird","animal","bird","bird"
"subjCode104",4,"Practice","squirrel","[ 215.   75.]",215,75,"p104",104,3.916666667,"F","3 to 4","kids","squirrel","animal","squirrel","squirrel"
"subjCode104",4,"Practice","car","[ 501.  373.]",501,373,"p104",104,3.916666667,"F","3 to 4","kids","car","vehicle","car","car"
"subjCode104",4,"Practice","bus","[ -71.  373.]",-71,373,"p104",104,3.916666667,"F","3 to 4","kids","bus","vehicle","bus","bus"
"subjCode104",4,"Practice","table","[-643.  373.]",-643,373,"p104",104,3.916666667,"F","3 to 4","kids","table","furniture","table","table"
"subjCode104",4,"Sort1","M07surp_o","[ 215.  224.]",215,224,"p104",104,3.916666667,"F","3 to 4","kids","surp","surp","o","M"
"subjCode104",4,"Sort1","M07exc_c","[-357.  -74.]",-357,-74,"p104",104,3.916666667,"F","3 to 4","kids","exc","exc","c","M"
"subjCode104",4,"Sort1","M07exc_o","[ -71.  373.]",-71,373,"p104",104,3.916666667,"F","3 to 4","kids","exc","exc","o","M"
"subjCode104",4,"Sort1","M07calm_o","[  72.  224.]",72,224,"p104",104,3.916666667,"F","3 to 4","kids","calm","calm","o","M"
"subjCode104",4,"Sort1","M07sad_o","[ 358. -372.]",358,-372,"p104",104,3.916666667,"F","3 to 4","kids","sad","sad","o","M"
"subjCode104",4,"Sort1","M07hap_c","[ 358.  224.]",358,224,"p104",104,3.916666667,"F","3 to 4","kids","hap","hap","c","M"
"subjCode104",4,"Sort1","M07fear_o","[ 215. -372.]",215,-372,"p104",104,3.916666667,"F","3 to 4","kids","fear","fear","o","M"
"subjCode104",4,"Sort1","M07fear_c","[-643.  373.]",-643,373,"p104",104,3.916666667,"F","3 to 4","kids","fear","fear","c","M"
"subjCode104",4,"Sort1","M07calm_c","[-643. -372.]",-643,-372,"p104",104,3.916666667,"F","3 to 4","kids","calm","calm","c","M"
"subjCode104",4,"Sort1","M07neut_o","[-214. -372.]",-214,-372,"p104",104,3.916666667,"F","3 to 4","kids","neut","neut","o","M"
"subjCode104",4,"Sort1","M07disg_o","[-357.  373.]",-357,373,"p104",104,3.916666667,"F","3 to 4","kids","disg","disg","o","M"
"subjCode104",4,"Sort1","M07sad_c","[ 501. -372.]",501,-372,"p104",104,3.916666667,"F","3 to 4","kids","sad","sad","c","M"
"subjCode104",4,"Sort1","M07surp_c","[ 501.  224.]",501,224,"p104",104,3.916666667,"F","3 to 4","kids","surp","surp","c","M"
"subjCode104",4,"Sort1","M07ang_o","[-500.  373.]",-500,373,"p104",104,3.916666667,"F","3 to 4","kids","ang","ang","o","M"
"subjCode104",4,"Sort1","M07disg_c","[-643.   75.]",-643,75,"p104",104,3.916666667,"F","3 to 4","kids","disg","disg","c","M"
"subjCode104",4,"Sort1","M07ang_c","[ 644.   75.]",644,75,"p104",104,3.916666667,"F","3 to 4","kids","ang","ang","c","M"
"subjCode104",4,"Sort1","M07neut_c","[-357.  224.]",-357,224,"p104",104,3.916666667,"F","3 to 4","kids","neut","neut","c","M"
"subjCode104",4,"Sort1","M07hap_o","[-214.   75.]",-214,75,"p104",104,3.916666667,"F","3 to 4","kids","hap","hap","o","M"
"subjCode104",4,"Sort2","M15surp_o","[ -71.  224.]",-71,224,"p104",104,3.916666667,"F","3 to 4","kids","surp","surp","o","M"
"subjCode104",4,"Sort2","F10disg_o","[-357.   75.]",-357,75,"p104",104,3.916666667,"F","3 to 4","kids","disg","disg","o","F"
"subjCode104",4,"Sort2","M03calm_c","[ 358.   75.]",358,75,"p104",104,3.916666667,"F","3 to 4","kids","calm","calm","c","M"
"subjCode104",4,"Sort2","M14neut_o","[-500. -223.]",-500,-223,"p104",104,3.916666667,"F","3 to 4","kids","neut","neut","o","M"
"subjCode104",4,"Sort2","M17sad_o","[  72. -372.]",72,-372,"p104",104,3.916666667,"F","3 to 4","kids","sad","sad","o","M"
"subjCode104",4,"Sort2","M05exc_c","[ 215.  224.]",215,224,"p104",104,3.916666667,"F","3 to 4","kids","exc","exc","c","M"
"subjCode104",4,"Sort2","F13exc_o","[-214. -372.]",-214,-372,"p104",104,3.916666667,"F","3 to 4","kids","exc","exc","o","F"
"subjCode104",4,"Sort2","M02ang_c","[ 501. -223.]",501,-223,"p104",104,3.916666667,"F","3 to 4","kids","ang","ang","c","M"
"subjCode104",4,"Sort2","F15hap_c","[-643. -372.]",-643,-372,"p104",104,3.916666667,"F","3 to 4","kids","hap","hap","c","F"
"subjCode104",4,"Sort2","F01fear_c","[-214. -223.]",-214,-223,"p104",104,3.916666667,"F","3 to 4","kids","fear","fear","c","F"
"subjCode104",4,"Sort2","M12hap_o","[-500.  224.]",-500,224,"p104",104,3.916666667,"F","3 to 4","kids","hap","hap","o","M"
"subjCode104",4,"Sort2","F22sad_c","[-500.  -74.]",-500,-74,"p104",104,3.916666667,"F","3 to 4","kids","sad","sad","c","F"
"subjCode104",4,"Sort2","M08fear_o","[ 72.  75.]",72,75,"p104",104,3.916666667,"F","3 to 4","kids","fear","fear","o","M"
"subjCode104",4,"Sort2","F04ang_o","[ 215.  -74.]",215,-74,"p104",104,3.916666667,"F","3 to 4","kids","ang","ang","o","F"
"subjCode104",4,"Sort2","F07neut_c","[ 215. -223.]",215,-223,"p104",104,3.916666667,"F","3 to 4","kids","neut","neut","c","F"
"subjCode104",4,"Sort2","F17calm_o","[-357. -223.]",-357,-223,"p104",104,3.916666667,"F","3 to 4","kids","calm","calm","o","F"
"subjCode104",4,"Sort2","F14surp_c","[-214.  373.]",-214,373,"p104",104,3.916666667,"F","3 to 4","kids","surp","surp","c","F"
"subjCode104",4,"Sort2","M04disg_c","[ -71. -372.]",-71,-372,"p104",104,3.916666667,"F","3 to 4","kids","disg","disg","c","M"
"subjCode105",5,"Practice","bus","[ 358. -372.]",358,-372,"p105",105,3.75,"M","3 to 4","kids","bus","vehicle","bus","bus"
"subjCode105",5,"Practice","table","[-643.  -74.]",-643,-74,"p105",105,3.75,"M","3 to 4","kids","table","furniture","table","table"
"subjCode105",5,"Practice","car","[ 215. -372.]",215,-372,"p105",105,3.75,"M","3 to 4","kids","car","vehicle","car","car"
"subjCode105",5,"Practice","bird","[-71. -74.]",-71,-74,"p105",105,3.75,"M","3 to 4","kids","bird","animal","bird","bird"
"subjCode105",5,"Practice","squirrel","[ 72.  75.]",72,75,"p105",105,3.75,"M","3 to 4","kids","squirrel","animal","squirrel","squirrel"
"subjCode105",5,"Sort1","M07surp_o","[-71. -74.]",-71,-74,"p105",105,3.75,"M","3 to 4","kids","surp","surp","o","M"
"subjCode105",5,"Sort1","M07ang_c","[  72. -223.]",72,-223,"p105",105,3.75,"M","3 to 4","kids","ang","ang","c","M"
"subjCode105",5,"Sort1","M07hap_o","[-214.  -74.]",-214,-74,"p105",105,3.75,"M","3 to 4","kids","hap","hap","o","M"
"subjCode105",5,"Sort1","M07disg_o","[ -71. -223.]",-71,-223,"p105",105,3.75,"M","3 to 4","kids","disg","disg","o","M"
"subjCode105",5,"Sort1","M07neut_c","[-643.  -74.]",-643,-74,"p105",105,3.75,"M","3 to 4","kids","neut","neut","c","M"
"subjCode105",5,"Sort1","M07disg_c","[ 215. -223.]",215,-223,"p105",105,3.75,"M","3 to 4","kids","disg","disg","c","M"
"subjCode105",5,"Sort1","M07hap_c","[ 72. -74.]",72,-74,"p105",105,3.75,"M","3 to 4","kids","hap","hap","c","M"
"subjCode105",5,"Sort1","M07neut_o","[-500.  -74.]",-500,-74,"p105",105,3.75,"M","3 to 4","kids","neut","neut","o","M"
"subjCode105",5,"Sort1","M07sad_o","[ 358. -223.]",358,-223,"p105",105,3.75,"M","3 to 4","kids","sad","sad","o","M"
"subjCode105",5,"Sort1","M07calm_o","[ 215.  -74.]",215,-74,"p105",105,3.75,"M","3 to 4","kids","calm","calm","o","M"
"subjCode105",5,"Sort1","M07surp_c","[ 358.  -74.]",358,-74,"p105",105,3.75,"M","3 to 4","kids","surp","surp","c","M"
"subjCode105",5,"Sort1","M07ang_o","[-214. -223.]",-214,-223,"p105",105,3.75,"M","3 to 4","kids","ang","ang","o","M"
"subjCode105",5,"Sort1","M07fear_c","[-357.  -74.]",-357,-74,"p105",105,3.75,"M","3 to 4","kids","fear","fear","c","M"
"subjCode105",5,"Sort1","M07fear_o","[-357. -223.]",-357,-223,"p105",105,3.75,"M","3 to 4","kids","fear","fear","o","M"
"subjCode105",5,"Sort1","M07exc_o","[-500. -223.]",-500,-223,"p105",105,3.75,"M","3 to 4","kids","exc","exc","o","M"
"subjCode105",5,"Sort1","M07calm_c","[-643. -223.]",-643,-223,"p105",105,3.75,"M","3 to 4","kids","calm","calm","c","M"
"subjCode105",5,"Sort1","M07exc_c","[ 501.  -74.]",501,-74,"p105",105,3.75,"M","3 to 4","kids","exc","exc","c","M"
"subjCode105",5,"Sort1","M07sad_c","[ 644.  -74.]",644,-74,"p105",105,3.75,"M","3 to 4","kids","sad","sad","c","M"
"subjCode105",5,"Sort2","M15surp_o","[-643.  373.]",-643,373,"p105",105,3.75,"M","3 to 4","kids","surp","surp","o","M"
"subjCode105",5,"Sort2","F17calm_o","[ 644.  373.]",644,373,"p105",105,3.75,"M","3 to 4","kids","calm","calm","o","F"
"subjCode105",5,"Sort2","M04disg_c","[ 501.  373.]",501,373,"p105",105,3.75,"M","3 to 4","kids","disg","disg","c","M"
"subjCode105",5,"Sort2","M12hap_o","[  72.  373.]",72,373,"p105",105,3.75,"M","3 to 4","kids","hap","hap","o","M"
"subjCode105",5,"Sort2","F14surp_c","[ -71.  373.]",-71,373,"p105",105,3.75,"M","3 to 4","kids","surp","surp","c","F"
"subjCode105",5,"Sort2","F07neut_c","[-71.  75.]",-71,75,"p105",105,3.75,"M","3 to 4","kids","neut","neut","c","F"
"subjCode105",5,"Sort2","M05exc_c","[ 215.  373.]",215,373,"p105",105,3.75,"M","3 to 4","kids","exc","exc","c","M"
"subjCode105",5,"Sort2","F01fear_c","[ 358.  373.]",358,373,"p105",105,3.75,"M","3 to 4","kids","fear","fear","c","F"
"subjCode105",5,"Sort2","M17sad_o","[-357.  373.]",-357,373,"p105",105,3.75,"M","3 to 4","kids","sad","sad","o","M"
"subjCode105",5,"Sort2","M14neut_o","[-214.  373.]",-214,373,"p105",105,3.75,"M","3 to 4","kids","neut","neut","o","M"
"subjCode105",5,"Sort2","M08fear_o","[-500.   75.]",-500,75,"p105",105,3.75,"M","3 to 4","kids","fear","fear","o","M"
"subjCode105",5,"Sort2","F04ang_o","[-357.  -74.]",-357,-74,"p105",105,3.75,"M","3 to 4","kids","ang","ang","o","F"
"subjCode105",5,"Sort2","M02ang_c","[  72. -372.]",72,-372,"p105",105,3.75,"M","3 to 4","kids","ang","ang","c","M"
"subjCode105",5,"Sort2","F13exc_o","[-500.  373.]",-500,373,"p105",105,3.75,"M","3 to 4","kids","exc","exc","o","F"
"subjCode105",5,"Sort2","M03calm_c","[ 644.  224.]",644,224,"p105",105,3.75,"M","3 to 4","kids","calm","calm","c","M"
"subjCode105",5,"Sort2","F15hap_c","[ 501.  224.]",501,224,"p105",105,3.75,"M","3 to 4","kids","hap","hap","c","F"
"subjCode105",5,"Sort2","F10disg_o","[-214.  -74.]",-214,-74,"p105",105,3.75,"M","3 to 4","kids","disg","disg","o","F"
"subjCode105",5,"Sort2","F22sad_c","[ 358.  224.]",358,224,"p105",105,3.75,"M","3 to 4","kids","sad","sad","c","F"
"subjCode106",6,"Practice","bird","[ 72.  75.]",72,75,"p106",106,4.75,"M","4 to 5","kids","bird","animal","bird","bird"
"subjCode106",6,"Practice","bus","[  72. -223.]",72,-223,"p106",106,4.75,"M","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode106",6,"Practice","table","[-357.  -74.]",-357,-74,"p106",106,4.75,"M","4 to 5","kids","table","furniture","table","table"
"subjCode106",6,"Practice","car","[ -71. -223.]",-71,-223,"p106",106,4.75,"M","4 to 5","kids","car","vehicle","car","car"
"subjCode106",6,"Practice","squirrel","[ 215.   75.]",215,75,"p106",106,4.75,"M","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode106",6,"Sort1","M07neut_c","[ 215.  -74.]",215,-74,"p106",106,4.75,"M","4 to 5","kids","neut","neut","c","M"
"subjCode106",6,"Sort1","M07calm_c","[ 72. -74.]",72,-74,"p106",106,4.75,"M","4 to 5","kids","calm","calm","c","M"
"subjCode106",6,"Sort1","M07calm_o","[-71. -74.]",-71,-74,"p106",106,4.75,"M","4 to 5","kids","calm","calm","o","M"
"subjCode106",6,"Sort1","M07fear_o","[-357.   75.]",-357,75,"p106",106,4.75,"M","4 to 5","kids","fear","fear","o","M"
"subjCode106",6,"Sort1","M07hap_c","[ 358.  -74.]",358,-74,"p106",106,4.75,"M","4 to 5","kids","hap","hap","c","M"
"subjCode106",6,"Sort1","M07hap_o","[-214.  -74.]",-214,-74,"p106",106,4.75,"M","4 to 5","kids","hap","hap","o","M"
"subjCode106",6,"Sort1","M07sad_c","[  72.  224.]",72,224,"p106",106,4.75,"M","4 to 5","kids","sad","sad","c","M"
"subjCode106",6,"Sort1","M07disg_c","[-214.  373.]",-214,373,"p106",106,4.75,"M","4 to 5","kids","disg","disg","c","M"
"subjCode106",6,"Sort1","M07ang_c","[ 358.  224.]",358,224,"p106",106,4.75,"M","4 to 5","kids","ang","ang","c","M"
"subjCode106",6,"Sort1","M07fear_c","[ 501.  -74.]",501,-74,"p106",106,4.75,"M","4 to 5","kids","fear","fear","c","M"
"subjCode106",6,"Sort1","M07exc_c","[-357.  373.]",-357,373,"p106",106,4.75,"M","4 to 5","kids","exc","exc","c","M"
"subjCode106",6,"Sort1","M07surp_c","[ 644.  -74.]",644,-74,"p106",106,4.75,"M","4 to 5","kids","surp","surp","c","M"
"subjCode106",6,"Sort1","M07disg_o","[-500.  224.]",-500,224,"p106",106,4.75,"M","4 to 5","kids","disg","disg","o","M"
"subjCode106",6,"Sort1","M07ang_o","[ 358.   75.]",358,75,"p106",106,4.75,"M","4 to 5","kids","ang","ang","o","M"
"subjCode106",6,"Sort1","M07surp_o","[-500.  -74.]",-500,-74,"p106",106,4.75,"M","4 to 5","kids","surp","surp","o","M"
"subjCode106",6,"Sort1","M07neut_o","[ 215.  373.]",215,373,"p106",106,4.75,"M","4 to 5","kids","neut","neut","o","M"
"subjCode106",6,"Sort1","M07sad_o","[-214.   75.]",-214,75,"p106",106,4.75,"M","4 to 5","kids","sad","sad","o","M"
"subjCode106",6,"Sort1","M07exc_o","[ 215.   75.]",215,75,"p106",106,4.75,"M","4 to 5","kids","exc","exc","o","M"
"subjCode106",6,"Sort2","F14surp_c","[ 72. -74.]",72,-74,"p106",106,4.75,"M","4 to 5","kids","surp","surp","c","F"
"subjCode106",6,"Sort2","F15hap_c","[-71. -74.]",-71,-74,"p106",106,4.75,"M","4 to 5","kids","hap","hap","c","F"
"subjCode106",6,"Sort2","M14neut_o","[-214.   75.]",-214,75,"p106",106,4.75,"M","4 to 5","kids","neut","neut","o","M"
"subjCode106",6,"Sort2","F13exc_o","[-214.  -74.]",-214,-74,"p106",106,4.75,"M","4 to 5","kids","exc","exc","o","F"
"subjCode106",6,"Sort2","M05exc_c","[ 215.  -74.]",215,-74,"p106",106,4.75,"M","4 to 5","kids","exc","exc","c","M"
"subjCode106",6,"Sort2","M04disg_c","[-357.  373.]",-357,373,"p106",106,4.75,"M","4 to 5","kids","disg","disg","c","M"
"subjCode106",6,"Sort2","F22sad_c","[-357.  -74.]",-357,-74,"p106",106,4.75,"M","4 to 5","kids","sad","sad","c","F"
"subjCode106",6,"Sort2","F07neut_c","[ 501.  -74.]",501,-74,"p106",106,4.75,"M","4 to 5","kids","neut","neut","c","F"
"subjCode106",6,"Sort2","F17calm_o","[ 358.  -74.]",358,-74,"p106",106,4.75,"M","4 to 5","kids","calm","calm","o","F"
"subjCode106",6,"Sort2","M02ang_c","[ 358.  224.]",358,224,"p106",106,4.75,"M","4 to 5","kids","ang","ang","c","M"
"subjCode106",6,"Sort2","F10disg_o","[  72.  224.]",72,224,"p106",106,4.75,"M","4 to 5","kids","disg","disg","o","F"
