"participant","seed","sort","image","final_img_pos","posX","posY","subject","subjCode","Age","Gender","age_bin","age_group","image_cat","image_tax_cat","mouth","actor_gender"
"subjCode157",157,"Practice","table","[-357.  -74.]",-357,-74,"p157",157,4,"M","4 to 5","kids","table","furniture","table","table"
"subjCode157",157,"Practice","bird","[ 358.  -74.]",358,-74,"p157",157,4,"M","4 to 5","kids","bird","animal","bird","bird"
"subjCode157",157,"Practice","car","[  72. -223.]",72,-223,"p157",157,4,"M","4 to 5","kids","car","vehicle","car","car"
"subjCode157",157,"Practice","bus","[-357.  224.]",-357,224,"p157",157,4,"M","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode157",157,"Practice","squirrel","[ 358.  224.]",358,224,"p157",157,4,"M","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode157",157,"Sort1","M07sad_o","[ 215.   75.]",215,75,"p157",157,4,"M","4 to 5","kids","sad","sad","o","M"
"subjCode157",157,"Sort1","M07disg_o","[-357.   75.]",-357,75,"p157",157,4,"M","4 to 5","kids","disg","disg","o","M"
"subjCode157",157,"Sort1","M07neut_o","[-500. -223.]",-500,-223,"p157",157,4,"M","4 to 5","kids","neut","neut","o","M"
"subjCode157",157,"Sort1","M07hap_o","[ -71. -372.]",-71,-372,"p157",157,4,"M","4 to 5","kids","hap","hap","o","M"
"subjCode157",157,"Sort1","M07calm_o","[ 215. -372.]",215,-372,"p157",157,4,"M","4 to 5","kids","calm","calm","o","M"
"subjCode157",157,"Sort1","M07exc_c","[ -71. -223.]",-71,-223,"p157",157,4,"M","4 to 5","kids","exc","exc","c","M"
"subjCode157",157,"Sort1","M07ang_c","[ 644.   75.]",644,75,"p157",157,4,"M","4 to 5","kids","ang","ang","c","M"
"subjCode157",157,"Sort1","M07exc_o","[ 501. -372.]",501,-372,"p157",157,4,"M","4 to 5","kids","exc","exc","o","M"
"subjCode157",157,"Sort1","M07hap_c","[ 644. -372.]",644,-372,"p157",157,4,"M","4 to 5","kids","hap","hap","c","M"
"subjCode157",157,"Sort1","M07fear_c","[  72. -372.]",72,-372,"p157",157,4,"M","4 to 5","kids","fear","fear","c","M"
"subjCode157",157,"Sort1","M07disg_c","[  72. -223.]",72,-223,"p157",157,4,"M","4 to 5","kids","disg","disg","c","M"
"subjCode157",157,"Sort1","M07neut_c","[ 215. -223.]",215,-223,"p157",157,4,"M","4 to 5","kids","neut","neut","c","M"
"subjCode157",157,"Sort1","M07fear_o","[ 358. -372.]",358,-372,"p157",157,4,"M","4 to 5","kids","fear","fear","o","M"
"subjCode157",157,"Sort1","M07calm_c","[-214. -372.]",-214,-372,"p157",157,4,"M","4 to 5","kids","calm","calm","c","M"
"subjCode157",157,"Sort1","M07surp_c","[ 358. -223.]",358,-223,"p157",157,4,"M","4 to 5","kids","surp","surp","c","M"
"subjCode157",157,"Sort1","M07ang_o","[-357. -372.]",-357,-372,"p157",157,4,"M","4 to 5","kids","ang","ang","o","M"
"subjCode157",157,"Sort1","M07surp_o","[-214. -223.]",-214,-223,"p157",157,4,"M","4 to 5","kids","surp","surp","o","M"
"subjCode157",157,"Sort1","M07sad_c","[-357. -223.]",-357,-223,"p157",157,4,"M","4 to 5","kids","sad","sad","c","M"
"subjCode157",157,"Sort2","M17sad_o","[  72. -372.]",72,-372,"p157",157,4,"M","4 to 5","kids","sad","sad","o","M"
"subjCode157",157,"Sort2","M12hap_o","[ -71. -372.]",-71,-372,"p157",157,4,"M","4 to 5","kids","hap","hap","o","M"
"subjCode157",157,"Sort2","F01fear_c","[-643.  -74.]",-643,-74,"p157",157,4,"M","4 to 5","kids","fear","fear","c","F"
"subjCode157",157,"Sort2","M04disg_c","[ -71.  373.]",-71,373,"p157",157,4,"M","4 to 5","kids","disg","disg","c","M"
"subjCode157",157,"Sort2","M14neut_o","[ 215.  373.]",215,373,"p157",157,4,"M","4 to 5","kids","neut","neut","o","M"
"subjCode157",157,"Sort2","F10disg_o","[-214.  373.]",-214,373,"p157",157,4,"M","4 to 5","kids","disg","disg","o","F"
"subjCode157",157,"Sort2","F17calm_o","[-357.  373.]",-357,373,"p157",157,4,"M","4 to 5","kids","calm","calm","o","F"
"subjCode157",157,"Sort2","M03calm_c","[-500.  373.]",-500,373,"p157",157,4,"M","4 to 5","kids","calm","calm","c","M"
"subjCode157",157,"Sort2","M05exc_c","[-214. -372.]",-214,-372,"p157",157,4,"M","4 to 5","kids","exc","exc","c","M"
"subjCode157",157,"Sort2","M02ang_c","[-357. -372.]",-357,-372,"p157",157,4,"M","4 to 5","kids","ang","ang","c","M"
"subjCode157",157,"Sort2","F07neut_c","[ 72. -74.]",72,-74,"p157",157,4,"M","4 to 5","kids","neut","neut","c","F"
"subjCode157",157,"Sort2","F14surp_c","[-71.  75.]",-71,75,"p157",157,4,"M","4 to 5","kids","surp","surp","c","F"
"subjCode157",157,"Sort2","F13exc_o","[ 358. -372.]",358,-372,"p157",157,4,"M","4 to 5","kids","exc","exc","o","F"
"subjCode157",157,"Sort2","F15hap_c","[-500. -372.]",-500,-372,"p157",157,4,"M","4 to 5","kids","hap","hap","c","F"
"subjCode157",157,"Sort2","M08fear_o","[-357.  -74.]",-357,-74,"p157",157,4,"M","4 to 5","kids","fear","fear","o","M"
"subjCode157",157,"Sort2","F04ang_o","[ 215. -372.]",215,-372,"p157",157,4,"M","4 to 5","kids","ang","ang","o","F"
"subjCode157",157,"Sort2","M15surp_o","[  72.  373.]",72,373,"p157",157,4,"M","4 to 5","kids","surp","surp","o","M"
"subjCode157",157,"Sort2","F22sad_c","[-357.   75.]",-357,75,"p157",157,4,"M","4 to 5","kids","sad","sad","c","F"
"subjCode158",158,"Practice","table","[-214.  224.]",-214,224,"p158",158,4.75,"M","4 to 5","kids","table","furniture","table","table"
"subjCode158",158,"Practice","bus","[ 215.   75.]",215,75,"p158",158,4.75,"M","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode158",158,"Practice","bird","[-357.   75.]",-357,75,"p158",158,4.75,"M","4 to 5","kids","bird","animal","bird","bird"
"subjCode158",158,"Practice","car","[ 501.   75.]",501,75,"p158",158,4.75,"M","4 to 5","kids","car","vehicle","car","car"
"subjCode158",158,"Practice","squirrel","[-500.   75.]",-500,75,"p158",158,4.75,"M","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode158",158,"Sort1","M07hap_o","[-500.   75.]",-500,75,"p158",158,4.75,"M","4 to 5","kids","hap","hap","o","M"
"subjCode158",158,"Sort1","M07hap_c","[-71.  75.]",-71,75,"p158",158,4.75,"M","4 to 5","kids","hap","hap","c","M"
"subjCode158",158,"Sort1","M07calm_o","[-214. -223.]",-214,-223,"p158",158,4.75,"M","4 to 5","kids","calm","calm","o","M"
"subjCode158",158,"Sort1","M07disg_c","[ 644.   75.]",644,75,"p158",158,4.75,"M","4 to 5","kids","disg","disg","c","M"
"subjCode158",158,"Sort1","M07sad_o","[ 358. -223.]",358,-223,"p158",158,4.75,"M","4 to 5","kids","sad","sad","o","M"
"subjCode158",158,"Sort1","M07neut_o","[ 358.  373.]",358,373,"p158",158,4.75,"M","4 to 5","kids","neut","neut","o","M"
"subjCode158",158,"Sort1","M07sad_c","[-357.  224.]",-357,224,"p158",158,4.75,"M","4 to 5","kids","sad","sad","c","M"
"subjCode158",158,"Sort1","M07disg_o","[ 72. -74.]",72,-74,"p158",158,4.75,"M","4 to 5","kids","disg","disg","o","M"
"subjCode158",158,"Sort1","M07ang_o","[-500. -223.]",-500,-223,"p158",158,4.75,"M","4 to 5","kids","ang","ang","o","M"
"subjCode158",158,"Sort1","M07fear_c","[  72.  224.]",72,224,"p158",158,4.75,"M","4 to 5","kids","fear","fear","c","M"
"subjCode158",158,"Sort1","M07ang_c","[ 215.   75.]",215,75,"p158",158,4.75,"M","4 to 5","kids","ang","ang","c","M"
"subjCode158",158,"Sort1","M07surp_o","[ -71. -223.]",-71,-223,"p158",158,4.75,"M","4 to 5","kids","surp","surp","o","M"
"subjCode158",158,"Sort1","M07fear_o","[ 358.  -74.]",358,-74,"p158",158,4.75,"M","4 to 5","kids","fear","fear","o","M"
"subjCode158",158,"Sort1","M07surp_c","[ 644.  373.]",644,373,"p158",158,4.75,"M","4 to 5","kids","surp","surp","c","M"
"subjCode158",158,"Sort1","M07neut_c","[  72. -223.]",72,-223,"p158",158,4.75,"M","4 to 5","kids","neut","neut","c","M"
"subjCode158",158,"Sort1","M07exc_o","[ 501. -372.]",501,-372,"p158",158,4.75,"M","4 to 5","kids","exc","exc","o","M"
"subjCode158",158,"Sort1","M07calm_c","[-357. -372.]",-357,-372,"p158",158,4.75,"M","4 to 5","kids","calm","calm","c","M"
"subjCode158",158,"Sort1","M07exc_c","[-214.   75.]",-214,75,"p158",158,4.75,"M","4 to 5","kids","exc","exc","c","M"
"subjCode158",158,"Sort2","M04disg_c","[-214.  -74.]",-214,-74,"p158",158,4.75,"M","4 to 5","kids","disg","disg","c","M"
"subjCode158",158,"Sort2","M05exc_c","[ 72. -74.]",72,-74,"p158",158,4.75,"M","4 to 5","kids","exc","exc","c","M"
"subjCode158",158,"Sort2","M14neut_o","[  72.  224.]",72,224,"p158",158,4.75,"M","4 to 5","kids","neut","neut","o","M"
"subjCode158",158,"Sort2","F07neut_c","[ -71. -372.]",-71,-372,"p158",158,4.75,"M","4 to 5","kids","neut","neut","c","F"
"subjCode158",158,"Sort2","M17sad_o","[-357.  224.]",-357,224,"p158",158,4.75,"M","4 to 5","kids","sad","sad","o","M"
"subjCode158",158,"Sort2","F01fear_c","[ 501.   75.]",501,75,"p158",158,4.75,"M","4 to 5","kids","fear","fear","c","F"
"subjCode158",158,"Sort2","F22sad_c","[ 358. -223.]",358,-223,"p158",158,4.75,"M","4 to 5","kids","sad","sad","c","F"
"subjCode158",158,"Sort2","M12hap_o","[-500.   75.]",-500,75,"p158",158,4.75,"M","4 to 5","kids","hap","hap","o","M"
"subjCode158",158,"Sort2","F04ang_o","[ 358.  373.]",358,373,"p158",158,4.75,"M","4 to 5","kids","ang","ang","o","F"
"subjCode158",158,"Sort2","M02ang_c","[-357. -223.]",-357,-223,"p158",158,4.75,"M","4 to 5","kids","ang","ang","c","M"
"subjCode158",158,"Sort2","F17calm_o","[-500. -223.]",-500,-223,"p158",158,4.75,"M","4 to 5","kids","calm","calm","o","F"
"subjCode158",158,"Sort2","M15surp_o","[-214.  373.]",-214,373,"p158",158,4.75,"M","4 to 5","kids","surp","surp","o","M"
"subjCode158",158,"Sort2","F13exc_o","[ 358.   75.]",358,75,"p158",158,4.75,"M","4 to 5","kids","exc","exc","o","F"
"subjCode158",158,"Sort2","M08fear_o","[ 215. -372.]",215,-372,"p158",158,4.75,"M","4 to 5","kids","fear","fear","o","M"
"subjCode158",158,"Sort2","F14surp_c","[-71.  75.]",-71,75,"p158",158,4.75,"M","4 to 5","kids","surp","surp","c","F"
"subjCode158",158,"Sort2","M03calm_c","[-71. -74.]",-71,-74,"p158",158,4.75,"M","4 to 5","kids","calm","calm","c","M"
"subjCode158",158,"Sort2","F15hap_c","[ 215.   75.]",215,75,"p158",158,4.75,"M","4 to 5","kids","hap","hap","c","F"
"subjCode158",158,"Sort2","F10disg_o","[ 501.  -74.]",501,-74,"p158",158,4.75,"M","4 to 5","kids","disg","disg","o","F"
"subjCode159",159,"Practice","squirrel","[-643.   75.]",-643,75,"p159",159,4.5,"F","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode159",159,"Practice","car","[ -71.  224.]",-71,224,"p159",159,4.5,"F","4 to 5","kids","car","vehicle","car","car"
"subjCode159",159,"Practice","bus","[  72.  224.]",72,224,"p159",159,4.5,"F","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode159",159,"Practice","bird","[ 215.  -74.]",215,-74,"p159",159,4.5,"F","4 to 5","kids","bird","animal","bird","bird"
"subjCode159",159,"Practice","table","[ 644.  373.]",644,373,"p159",159,4.5,"F","4 to 5","kids","table","furniture","table","table"
"subjCode159",159,"Sort1","M07calm_c","[-214.   75.]",-214,75,"p159",159,4.5,"F","4 to 5","kids","calm","calm","c","M"
"subjCode159",159,"Sort1","M07fear_o","[-71.  75.]",-71,75,"p159",159,4.5,"F","4 to 5","kids","fear","fear","o","M"
"subjCode159",159,"Sort1","M07calm_o","[-357.   75.]",-357,75,"p159",159,4.5,"F","4 to 5","kids","calm","calm","o","M"
"subjCode159",159,"Sort1","M07surp_c","[ 72.  75.]",72,75,"p159",159,4.5,"F","4 to 5","kids","surp","surp","c","M"
"subjCode159",159,"Sort1","M07hap_c","[-214.  373.]",-214,373,"p159",159,4.5,"F","4 to 5","kids","hap","hap","c","M"
"subjCode159",159,"Sort1","M07fear_c","[ 215.   75.]",215,75,"p159",159,4.5,"F","4 to 5","kids","fear","fear","c","M"
"subjCode159",159,"Sort1","M07disg_c","[ 501.  -74.]",501,-74,"p159",159,4.5,"F","4 to 5","kids","disg","disg","c","M"
"subjCode159",159,"Sort1","M07neut_c","[ 358.   75.]",358,75,"p159",159,4.5,"F","4 to 5","kids","neut","neut","c","M"
"subjCode159",159,"Sort1","M07ang_c","[ 358.  -74.]",358,-74,"p159",159,4.5,"F","4 to 5","kids","ang","ang","c","M"
"subjCode159",159,"Sort1","M07exc_o","[ -71.  224.]",-71,224,"p159",159,4.5,"F","4 to 5","kids","exc","exc","o","M"
"subjCode159",159,"Sort1","M07hap_o","[ -71.  373.]",-71,373,"p159",159,4.5,"F","4 to 5","kids","hap","hap","o","M"
"subjCode159",159,"Sort1","M07sad_o","[  72. -372.]",72,-372,"p159",159,4.5,"F","4 to 5","kids","sad","sad","o","M"
"subjCode159",159,"Sort1","M07ang_o","[ 215.  -74.]",215,-74,"p159",159,4.5,"F","4 to 5","kids","ang","ang","o","M"
"subjCode159",159,"Sort1","M07disg_o","[ 72. -74.]",72,-74,"p159",159,4.5,"F","4 to 5","kids","disg","disg","o","M"
"subjCode159",159,"Sort1","M07exc_c","[  72.  373.]",72,373,"p159",159,4.5,"F","4 to 5","kids","exc","exc","c","M"
"subjCode159",159,"Sort1","M07surp_o","[ 358.  373.]",358,373,"p159",159,4.5,"F","4 to 5","kids","surp","surp","o","M"
"subjCode159",159,"Sort1","M07sad_c","[ -71. -372.]",-71,-372,"p159",159,4.5,"F","4 to 5","kids","sad","sad","c","M"
"subjCode159",159,"Sort1","M07neut_o","[ 215.  373.]",215,373,"p159",159,4.5,"F","4 to 5","kids","neut","neut","o","M"
"subjCode159",159,"Sort2","F15hap_c","[  72. -223.]",72,-223,"p159",159,4.5,"F","4 to 5","kids","hap","hap","c","F"
"subjCode159",159,"Sort2","F13exc_o","[ -71.  373.]",-71,373,"p159",159,4.5,"F","4 to 5","kids","exc","exc","o","F"
"subjCode159",159,"Sort2","M14neut_o","[ -71. -223.]",-71,-223,"p159",159,4.5,"F","4 to 5","kids","neut","neut","o","M"
"subjCode159",159,"Sort2","M08fear_o","[-214. -223.]",-214,-223,"p159",159,4.5,"F","4 to 5","kids","fear","fear","o","M"
"subjCode159",159,"Sort2","M05exc_c","[  72.  373.]",72,373,"p159",159,4.5,"F","4 to 5","kids","exc","exc","c","M"
"subjCode159",159,"Sort2","M02ang_c","[ 644.   75.]",644,75,"p159",159,4.5,"F","4 to 5","kids","ang","ang","c","M"
"subjCode159",159,"Sort2","F07neut_c","[ 215.  224.]",215,224,"p159",159,4.5,"F","4 to 5","kids","neut","neut","c","F"
"subjCode159",159,"Sort2","F14surp_c","[ 358.  224.]",358,224,"p159",159,4.5,"F","4 to 5","kids","surp","surp","c","F"
"subjCode159",159,"Sort2","F17calm_o","[ 215.  373.]",215,373,"p159",159,4.5,"F","4 to 5","kids","calm","calm","o","F"
"subjCode159",159,"Sort2","M03calm_c","[ 501.  224.]",501,224,"p159",159,4.5,"F","4 to 5","kids","calm","calm","c","M"
"subjCode159",159,"Sort2","M04disg_c","[ 501.   75.]",501,75,"p159",159,4.5,"F","4 to 5","kids","disg","disg","c","M"
"subjCode159",159,"Sort2","M17sad_o","[ -71. -372.]",-71,-372,"p159",159,4.5,"F","4 to 5","kids","sad","sad","o","M"
"subjCode159",159,"Sort2","F04ang_o","[ 358.   75.]",358,75,"p159",159,4.5,"F","4 to 5","kids","ang","ang","o","F"
"subjCode159",159,"Sort2","M12hap_o","[ 358.  373.]",358,373,"p159",159,4.5,"F","4 to 5","kids","hap","hap","o","M"
"subjCode159",159,"Sort2","F10disg_o","[ 215.   75.]",215,75,"p159",159,4.5,"F","4 to 5","kids","disg","disg","o","F"
"subjCode159",159,"Sort2","M15surp_o","[ 644.  373.]",644,373,"p159",159,4.5,"F","4 to 5","kids","surp","surp","o","M"
"subjCode159",159,"Sort2","F22sad_c","[  72.  224.]",72,224,"p159",159,4.5,"F","4 to 5","kids","sad","sad","c","F"
"subjCode159",159,"Sort2","F01fear_c","[ -71.  224.]",-71,224,"p159",159,4.5,"F","4 to 5","kids","fear","fear","c","F"
"subjCode160",160,"Practice","bird","[-71.  75.]",-71,75,"p160",160,4.166666667,"F","4 to 5","kids","bird","animal","bird","bird"
"subjCode160",160,"Practice","squirrel","[ 215.  -74.]",215,-74,"p160",160,4.166666667,"F","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode160",160,"Practice","car","[ 358.   75.]",358,75,"p160",160,4.166666667,"F","4 to 5","kids","car","vehicle","car","car"
"subjCode160",160,"Practice","table","[ -71. -372.]",-71,-372,"p160",160,4.166666667,"F","4 to 5","kids","table","furniture","table","table"
"subjCode160",160,"Practice","bus","[  72.  373.]",72,373,"p160",160,4.166666667,"F","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode160",160,"Sort1","M07fear_o","[ 72.  75.]",72,75,"p160",160,4.166666667,"F","4 to 5","kids","fear","fear","o","M"
"subjCode160",160,"Sort1","M07exc_o","[ 215. -223.]",215,-223,"p160",160,4.166666667,"F","4 to 5","kids","exc","exc","o","M"
"subjCode160",160,"Sort1","M07surp_o","[ 358.  224.]",358,224,"p160",160,4.166666667,"F","4 to 5","kids","surp","surp","o","M"
"subjCode160",160,"Sort1","M07neut_c","[-357.  -74.]",-357,-74,"p160",160,4.166666667,"F","4 to 5","kids","neut","neut","c","M"
"subjCode160",160,"Sort1","M07calm_c","[-500.  -74.]",-500,-74,"p160",160,4.166666667,"F","4 to 5","kids","calm","calm","c","M"
"subjCode160",160,"Sort1","M07sad_c","[-214.  373.]",-214,373,"p160",160,4.166666667,"F","4 to 5","kids","sad","sad","c","M"
"subjCode160",160,"Sort1","M07ang_o","[ 501.  -74.]",501,-74,"p160",160,4.166666667,"F","4 to 5","kids","ang","ang","o","M"
"subjCode160",160,"Sort1","M07hap_c","[ 215.  373.]",215,373,"p160",160,4.166666667,"F","4 to 5","kids","hap","hap","c","M"
"subjCode160",160,"Sort1","M07hap_o","[ 215.  -74.]",215,-74,"p160",160,4.166666667,"F","4 to 5","kids","hap","hap","o","M"
"subjCode160",160,"Sort1","M07neut_o","[ 501. -372.]",501,-372,"p160",160,4.166666667,"F","4 to 5","kids","neut","neut","o","M"
"subjCode160",160,"Sort1","M07sad_o","[ 358. -372.]",358,-372,"p160",160,4.166666667,"F","4 to 5","kids","sad","sad","o","M"
"subjCode160",160,"Sort1","M07exc_c","[ 644.   75.]",644,75,"p160",160,4.166666667,"F","4 to 5","kids","exc","exc","c","M"
"subjCode160",160,"Sort1","M07ang_c","[ -71. -372.]",-71,-372,"p160",160,4.166666667,"F","4 to 5","kids","ang","ang","c","M"
"subjCode160",160,"Sort1","M07calm_o","[-643. -372.]",-643,-372,"p160",160,4.166666667,"F","4 to 5","kids","calm","calm","o","M"
"subjCode160",160,"Sort1","M07disg_o","[-643.  373.]",-643,373,"p160",160,4.166666667,"F","4 to 5","kids","disg","disg","o","M"
"subjCode160",160,"Sort1","M07fear_c","[-643.   75.]",-643,75,"p160",160,4.166666667,"F","4 to 5","kids","fear","fear","c","M"
"subjCode160",160,"Sort1","M07surp_c","[ -71.  224.]",-71,224,"p160",160,4.166666667,"F","4 to 5","kids","surp","surp","c","M"
"subjCode160",160,"Sort1","M07disg_c","[-357. -372.]",-357,-372,"p160",160,4.166666667,"F","4 to 5","kids","disg","disg","c","M"
"subjCode160",160,"Sort2","F13exc_o","[ 215.  -74.]",215,-74,"p160",160,4.166666667,"F","4 to 5","kids","exc","exc","o","F"
"subjCode160",160,"Sort2","M03calm_c","[ 215. -372.]",215,-372,"p160",160,4.166666667,"F","4 to 5","kids","calm","calm","c","M"
"subjCode160",160,"Sort2","M15surp_o","[ 644.  373.]",644,373,"p160",160,4.166666667,"F","4 to 5","kids","surp","surp","o","M"
"subjCode160",160,"Sort2","F14surp_c","[ 644. -372.]",644,-372,"p160",160,4.166666667,"F","4 to 5","kids","surp","surp","c","F"
"subjCode160",160,"Sort2","F15hap_c","[-643. -372.]",-643,-372,"p160",160,4.166666667,"F","4 to 5","kids","hap","hap","c","F"
"subjCode160",160,"Sort2","F22sad_c","[-357.  224.]",-357,224,"p160",160,4.166666667,"F","4 to 5","kids","sad","sad","c","F"
"subjCode160",160,"Sort2","F04ang_o","[ -71.  373.]",-71,373,"p160",160,4.166666667,"F","4 to 5","kids","ang","ang","o","F"
"subjCode160",160,"Sort2","M05exc_c","[-357.  -74.]",-357,-74,"p160",160,4.166666667,"F","4 to 5","kids","exc","exc","c","M"
"subjCode160",160,"Sort2","M04disg_c","[ 72.  75.]",72,75,"p160",160,4.166666667,"F","4 to 5","kids","disg","disg","c","M"
"subjCode160",160,"Sort2","F01fear_c","[ -71. -372.]",-71,-372,"p160",160,4.166666667,"F","4 to 5","kids","fear","fear","c","F"
"subjCode160",160,"Sort2","M17sad_o","[ 358.  373.]",358,373,"p160",160,4.166666667,"F","4 to 5","kids","sad","sad","o","M"
"subjCode160",160,"Sort2","F10disg_o","[  72.  373.]",72,373,"p160",160,4.166666667,"F","4 to 5","kids","disg","disg","o","F"
"subjCode160",160,"Sort2","F17calm_o","[ 501.   75.]",501,75,"p160",160,4.166666667,"F","4 to 5","kids","calm","calm","o","F"
"subjCode160",160,"Sort2","M14neut_o","[ 501. -223.]",501,-223,"p160",160,4.166666667,"F","4 to 5","kids","neut","neut","o","M"
"subjCode160",160,"Sort2","M12hap_o","[-643.   75.]",-643,75,"p160",160,4.166666667,"F","4 to 5","kids","hap","hap","o","M"
"subjCode160",160,"Sort2","M02ang_c","[-71. -74.]",-71,-74,"p160",160,4.166666667,"F","4 to 5","kids","ang","ang","c","M"
"subjCode160",160,"Sort2","M08fear_o","[ 72. -74.]",72,-74,"p160",160,4.166666667,"F","4 to 5","kids","fear","fear","o","M"
"subjCode160",160,"Sort2","F07neut_c","[-357. -223.]",-357,-223,"p160",160,4.166666667,"F","4 to 5","kids","neut","neut","c","F"
"subjCode161",161,"Practice","squirrel","[  72. -223.]",72,-223,"p161",161,4.166666667,"M","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode161",161,"Practice","table","[-71. -74.]",-71,-74,"p161",161,4.166666667,"M","4 to 5","kids","table","furniture","table","table"
"subjCode161",161,"Practice","bus","[-643.  -74.]",-643,-74,"p161",161,4.166666667,"M","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode161",161,"Practice","car","[-214. -372.]",-214,-372,"p161",161,4.166666667,"M","4 to 5","kids","car","vehicle","car","car"
"subjCode161",161,"Practice","bird","[ 358. -223.]",358,-223,"p161",161,4.166666667,"M","4 to 5","kids","bird","animal","bird","bird"
"subjCode161",161,"Sort1","M07exc_c","[ -71. -372.]",-71,-372,"p161",161,4.166666667,"M","4 to 5","kids","exc","exc","c","M"
"subjCode161",161,"Sort1","M07surp_c","[-214.  373.]",-214,373,"p161",161,4.166666667,"M","4 to 5","kids","surp","surp","c","M"
"subjCode161",161,"Sort1","M07neut_c","[ 644. -372.]",644,-372,"p161",161,4.166666667,"M","4 to 5","kids","neut","neut","c","M"
"subjCode161",161,"Sort1","M07fear_o","[-643. -372.]",-643,-372,"p161",161,4.166666667,"M","4 to 5","kids","fear","fear","o","M"
"subjCode161",161,"Sort1","M07hap_c","[ 644.  373.]",644,373,"p161",161,4.166666667,"M","4 to 5","kids","hap","hap","c","M"
"subjCode161",161,"Sort1","M07disg_c","[ 215. -372.]",215,-372,"p161",161,4.166666667,"M","4 to 5","kids","disg","disg","c","M"
"subjCode161",161,"Sort1","M07sad_c","[-357.  373.]",-357,373,"p161",161,4.166666667,"M","4 to 5","kids","sad","sad","c","M"
"subjCode161",161,"Sort1","M07ang_o","[-500. -372.]",-500,-372,"p161",161,4.166666667,"M","4 to 5","kids","ang","ang","o","M"
"subjCode161",161,"Sort1","M07hap_o","[ 72.  75.]",72,75,"p161",161,4.166666667,"M","4 to 5","kids","hap","hap","o","M"
"subjCode161",161,"Sort1","M07exc_o","[-357. -372.]",-357,-372,"p161",161,4.166666667,"M","4 to 5","kids","exc","exc","o","M"
"subjCode161",161,"Sort1","M07neut_o","[-500.   75.]",-500,75,"p161",161,4.166666667,"M","4 to 5","kids","neut","neut","o","M"
"subjCode161",161,"Sort1","M07calm_c","[ 358.  -74.]",358,-74,"p161",161,4.166666667,"M","4 to 5","kids","calm","calm","c","M"
"subjCode161",161,"Sort1","M07ang_c","[ 72. -74.]",72,-74,"p161",161,4.166666667,"M","4 to 5","kids","ang","ang","c","M"
"subjCode161",161,"Sort1","M07disg_o","[ 215.  -74.]",215,-74,"p161",161,4.166666667,"M","4 to 5","kids","disg","disg","o","M"
"subjCode161",161,"Sort1","M07sad_o","[-214.   75.]",-214,75,"p161",161,4.166666667,"M","4 to 5","kids","sad","sad","o","M"
"subjCode161",161,"Sort1","M07surp_o","[-214.  -74.]",-214,-74,"p161",161,4.166666667,"M","4 to 5","kids","surp","surp","o","M"
"subjCode161",161,"Sort1","M07fear_c","[ -71. -223.]",-71,-223,"p161",161,4.166666667,"M","4 to 5","kids","fear","fear","c","M"
"subjCode161",161,"Sort1","M07calm_o","[-643.  373.]",-643,373,"p161",161,4.166666667,"M","4 to 5","kids","calm","calm","o","M"
"subjCode162",162,"Practice","table","[-500.  373.]",-500,373,"p162",162,4.416666667,"M","4 to 5","kids","table","furniture","table","table"
"subjCode162",162,"Practice","bird","[ -71.  373.]",-71,373,"p162",162,4.416666667,"M","4 to 5","kids","bird","animal","bird","bird"
"subjCode162",162,"Practice","car","[-214.  373.]",-214,373,"p162",162,4.416666667,"M","4 to 5","kids","car","vehicle","car","car"
"subjCode162",162,"Practice","squirrel","[-357.  373.]",-357,373,"p162",162,4.416666667,"M","4 to 5","kids","squirrel","animal","squirrel","squirrel"
"subjCode162",162,"Practice","bus","[  72.  373.]",72,373,"p162",162,4.416666667,"M","4 to 5","kids","bus","vehicle","bus","bus"
"subjCode162",162,"Sort1","M07calm_o","[-643.  373.]",-643,373,"p162",162,4.416666667,"M","4 to 5","kids","calm","calm","o","M"
"subjCode162",162,"Sort1","M07exc_c","[ 644.  373.]",644,373,"p162",162,4.416666667,"M","4 to 5","kids","exc","exc","c","M"
"subjCode162",162,"Sort1","M07disg_o","[  72.  373.]",72,373,"p162",162,4.416666667,"M","4 to 5","kids","disg","disg","o","M"
"subjCode162",162,"Sort1","M07sad_o","[ 215.  373.]",215,373,"p162",162,4.416666667,"M","4 to 5","kids","sad","sad","o","M"
"subjCode162",162,"Sort1","M07fear_c","[ -71.  373.]",-71,373,"p162",162,4.416666667,"M","4 to 5","kids","fear","fear","c","M"
"subjCode162",162,"Sort1","M07surp_c","[ 501.  373.]",501,373,"p162",162,4.416666667,"M","4 to 5","kids","surp","surp","c","M"
"subjCode162",162,"Sort1","M07disg_c","[-214.  373.]",-214,373,"p162",162,4.416666667,"M","4 to 5","kids","disg","disg","c","M"
