participant,seed,sort,image,final_img_pos,posX,posY
239,139,Sort1,M07neut_c,[-71.  75.],-71.0,75.0
239,139,Sort1,M07hap_o,[ 358.  -74.],358.0,-74.0
239,139,Sort1,M07calm_c,[ 72.  75.],72.0,75.0
239,139,Sort1,M07surp_o,[ 644.   75.],644.0,75.0
239,139,Sort1,M07fear_c,[-214.  -74.],-214.0,-74.0
239,139,Sort1,M07calm_o,[ 215.  -74.],215.0,-74.0
239,139,Sort1,M07disg_c,[-500.   75.],-500.0,75.0
239,139,Sort1,M07fear_o,[-357.   75.],-357.0,75.0
239,139,Sort1,M07neut_o,[-214.   75.],-214.0,75.0
239,139,Sort1,M07surp_c,[-357.  -74.],-357.0,-74.0
239,139,Sort1,M07ang_c,[-500.  -74.],-500.0,-74.0
239,139,Sort1,M07exc_c,[ 501.   75.],501.0,75.0
239,139,Sort1,M07hap_c,[ 358. -223.],358.0,-223.0
239,139,Sort1,M07exc_o,[ -71. -223.],-71.0,-223.0
239,139,Sort1,M07sad_o,[-643.  -74.],-643.0,-74.0
239,139,Sort1,M07disg_o,[-500. -223.],-500.0,-223.0
239,139,Sort1,M07sad_c,[ 72. -74.],72.0,-74.0
239,139,Sort1,M07ang_o,[-643.   75.],-643.0,75.0
