participant,seed,sort,image,final_img_pos,posX,posY
222,22,Sort1,M07hap_c,[ 501.  224.],501.0,224.0
222,22,Sort1,M07exc_c,[ 501.   75.],501.0,75.0
222,22,Sort1,M07surp_c,[-500.  373.],-500.0,373.0
222,22,Sort1,M07ang_c,[-643. -372.],-643.0,-372.0
222,22,Sort1,M07hap_o,[ 644.  -74.],644.0,-74.0
222,22,Sort1,M07fear_o,[  72. -372.],72.0,-372.0
222,22,Sort1,M07calm_o,[ 501.  373.],501.0,373.0
222,22,Sort1,M07sad_c,[-643.  -74.],-643.0,-74.0
222,22,Sort1,M07sad_o,[ 215. -372.],215.0,-372.0
222,22,Sort1,M07disg_o,[ -71.  373.],-71.0,373.0
222,22,Sort1,M07surp_o,[ 501.  -74.],501.0,-74.0
222,22,Sort1,M07neut_o,[  72. -223.],72.0,-223.0
222,22,Sort1,M07neut_c,[-500.  224.],-500.0,224.0
222,22,Sort1,M07calm_c,[ 644.  373.],644.0,373.0
222,22,Sort1,M07exc_o,[ -71. -372.],-71.0,-372.0
222,22,Sort1,M07ang_o,[-500.  -74.],-500.0,-74.0
222,22,Sort1,M07disg_c,[-643. -223.],-643.0,-223.0
222,22,Sort1,M07fear_c,[-643.  224.],-643.0,224.0
