participant,seed,sort,image,final_img_pos,posX,posY
231,31,Sort1,M07neut_o,[-500.  224.],-500.0,224.0
231,31,Sort1,M07exc_o,[-357.   75.],-357.0,75.0
231,31,Sort1,M07hap_o,[ 501.  -74.],501.0,-74.0
231,31,Sort1,M07calm_o,[ 358.  -74.],358.0,-74.0
231,31,Sort1,M07sad_c,[-214. -223.],-214.0,-223.0
231,31,Sort1,M07surp_o,[ 644.  -74.],644.0,-74.0
231,31,Sort1,M07fear_c,[-357.  -74.],-357.0,-74.0
231,31,Sort1,M07surp_c,[-214.   75.],-214.0,75.0
231,31,Sort1,M07hap_c,[ 215.  -74.],215.0,-74.0
231,31,Sort1,M07exc_c,[ 72. -74.],72.0,-74.0
231,31,Sort1,M07disg_o,[  72. -372.],72.0,-372.0
231,31,Sort1,M07disg_c,[ -71. -372.],-71.0,-372.0
231,31,Sort1,M07sad_o,[ -71. -223.],-71.0,-223.0
231,31,Sort1,M07calm_c,[-71. -74.],-71.0,-74.0
231,31,Sort1,M07fear_o,[-500.   75.],-500.0,75.0
231,31,Sort1,M07ang_c,[-214. -372.],-214.0,-372.0
231,31,Sort1,M07neut_c,[-643.  224.],-643.0,224.0
231,31,Sort1,M07ang_o,[-357. -372.],-357.0,-372.0
