participant,seed,sort,image,final_img_pos,posX,posY
225,25,Sort2,M08fear_o,[-643.   75.],-643.0,75.0
225,25,Sort2,F15hap_c,[ 644.   75.],644.0,75.0
225,25,Sort2,F14surp_c,[-643.  -74.],-643.0,-74.0
225,25,Sort2,M02ang_c,[  72.  373.],72.0,373.0
225,25,Sort2,F01fear_c,[  72. -372.],72.0,-372.0
225,25,Sort2,F22sad_c,[ -71.  373.],-71.0,373.0
225,25,Sort2,M04disg_c,[ -71. -372.],-71.0,-372.0
225,25,Sort2,M03calm_c,[ 644.  -74.],644.0,-74.0
225,25,Sort2,M14neut_o,[-643.  224.],-643.0,224.0
225,25,Sort2,F07neut_c,[ 644. -372.],644.0,-372.0
225,25,Sort2,F13exc_o,[ 644.  224.],644.0,224.0
225,25,Sort2,F04ang_o,[-214. -372.],-214.0,-372.0
225,25,Sort2,M12hap_o,[ 501.  224.],501.0,224.0
225,25,Sort2,F10disg_o,[-214. -223.],-214.0,-223.0
225,25,Sort2,M15surp_o,[-500.   75.],-500.0,75.0
225,25,Sort2,M17sad_o,[ 215.  373.],215.0,373.0
225,25,Sort2,M05exc_c,[ 501.   75.],501.0,75.0
225,25,Sort2,F17calm_o,[ 644.  373.],644.0,373.0
