participant,seed,sort,image,final_img_pos,posX,posY
218,18,Sort1,M07neut_c,[-71. -74.],-71.0,-74.0
218,18,Sort1,M07ang_o,[ 358. -372.],358.0,-372.0
218,18,Sort1,M07exc_c,[-500.  373.],-500.0,373.0
218,18,Sort1,M07neut_o,[ 72. -74.],72.0,-74.0
218,18,Sort1,M07fear_c,[ -71. -223.],-71.0,-223.0
218,18,Sort1,M07hap_o,[-500.   75.],-500.0,75.0
218,18,Sort1,M07disg_o,[ 501. -372.],501.0,-372.0
218,18,Sort1,M07fear_o,[ 215.   75.],215.0,75.0
218,18,Sort1,M07calm_o,[-357.   75.],-357.0,75.0
218,18,Sort1,M07exc_o,[-71.  75.],-71.0,75.0
218,18,Sort1,M07calm_c,[-214.   75.],-214.0,75.0
218,18,Sort1,M07hap_c,[-357.  224.],-357.0,224.0
218,18,Sort1,M07sad_o,[ 215.  224.],215.0,224.0
218,18,Sort1,M07ang_c,[  72. -372.],72.0,-372.0
218,18,Sort1,M07disg_c,[ 644. -372.],644.0,-372.0
218,18,Sort1,M07surp_c,[-214.  224.],-214.0,224.0
218,18,Sort1,M07sad_c,[ 358.   75.],358.0,75.0
218,18,Sort1,M07surp_o,[-643.   75.],-643.0,75.0
