participant,seed,sort,image,final_img_pos,posX,posY
206,6,Sort1,M07neut_c,[ 215.   75.],215.0,75.0
206,6,Sort1,M07calm_c,[-71.  75.],-71.0,75.0
206,6,Sort1,M07calm_o,[-357.   75.],-357.0,75.0
206,6,Sort1,M07fear_o,[  72. -372.],72.0,-372.0
206,6,Sort1,M07hap_c,[-643.  224.],-643.0,224.0
206,6,Sort1,M07hap_o,[-643.   75.],-643.0,75.0
206,6,Sort1,M07sad_c,[ 644.   75.],644.0,75.0
206,6,Sort1,M07disg_c,[ 358.  224.],358.0,224.0
206,6,Sort1,M07ang_c,[ 358.  373.],358.0,373.0
206,6,Sort1,M07fear_c,[ 215. -372.],215.0,-372.0
206,6,Sort1,M07exc_c,[-357. -372.],-357.0,-372.0
206,6,Sort1,M07surp_c,[-357. -223.],-357.0,-223.0
206,6,Sort1,M07disg_o,[ 501. -223.],501.0,-223.0
206,6,Sort1,M07ang_o,[ 501.  -74.],501.0,-74.0
206,6,Sort1,M07surp_o,[-643.  -74.],-643.0,-74.0
206,6,Sort1,M07neut_o,[ 215.  -74.],215.0,-74.0
206,6,Sort1,M07sad_o,[ 644.  224.],644.0,224.0
206,6,Sort1,M07exc_o,[ -71.  224.],-71.0,224.0
