participant,seed,sort,image,final_img_pos,posX,posY
216,16,Sort1,M07sad_o,[-71.  75.],-71.0,75.0
216,16,Sort1,M07fear_o,[-214.  -74.],-214.0,-74.0
216,16,Sort1,M07neut_o,[-214.   75.],-214.0,75.0
216,16,Sort1,M07sad_c,[  72.  224.],72.0,224.0
216,16,Sort1,M07neut_c,[-357.   75.],-357.0,75.0
216,16,Sort1,M07hap_o,[-643. -372.],-643.0,-372.0
216,16,Sort1,M07calm_o,[-500. -372.],-500.0,-372.0
216,16,Sort1,M07exc_c,[-500. -223.],-500.0,-223.0
216,16,Sort1,M07disg_c,[ 215.  224.],215.0,224.0
216,16,Sort1,M07ang_o,[ 215.   75.],215.0,75.0
216,16,Sort1,M07exc_o,[-357. -223.],-357.0,-223.0
216,16,Sort1,M07surp_o,[-357. -372.],-357.0,-372.0
216,16,Sort1,M07calm_c,[-357.  -74.],-357.0,-74.0
216,16,Sort1,M07surp_c,[-214. -223.],-214.0,-223.0
216,16,Sort1,M07hap_c,[-643. -223.],-643.0,-223.0
216,16,Sort1,M07fear_c,[-71. -74.],-71.0,-74.0
216,16,Sort1,M07disg_o,[ 72.  75.],72.0,75.0
216,16,Sort1,M07ang_c,[ 358.   75.],358.0,75.0
