participant,seed,sort,image,final_img_pos,posX,posY
224,24,Sort1,M07fear_o,[-357.  224.],-357.0,224.0
224,24,Sort1,M07calm_o,[ 358.   75.],358.0,75.0
224,24,Sort1,M07ang_o,[ -71. -372.],-71.0,-372.0
224,24,Sort1,M07surp_o,[ 644.  373.],644.0,373.0
224,24,Sort1,M07hap_o,[ 501.  224.],501.0,224.0
224,24,Sort1,M07sad_o,[-500.   75.],-500.0,75.0
224,24,Sort1,M07neut_o,[-71. -74.],-71.0,-74.0
224,24,Sort1,M07surp_c,[ -71.  224.],-71.0,224.0
224,24,Sort1,M07ang_c,[ -71. -223.],-71.0,-223.0
224,24,Sort1,M07sad_c,[-500.  224.],-500.0,224.0
224,24,Sort1,M07fear_c,[-214.  224.],-214.0,224.0
224,24,Sort1,M07neut_c,[ 72. -74.],72.0,-74.0
224,24,Sort1,M07disg_o,[-214. -223.],-214.0,-223.0
224,24,Sort1,M07hap_c,[ 215.  224.],215.0,224.0
224,24,Sort1,M07calm_c,[ 215.   75.],215.0,75.0
224,24,Sort1,M07disg_c,[-357.  -74.],-357.0,-74.0
224,24,Sort1,M07exc_o,[ 215.  -74.],215.0,-74.0
224,24,Sort1,M07exc_c,[ 358.  224.],358.0,224.0
